trip_id,date,shift,mode,site_id,vendor_id,driver_id,vehicle_id,direction,scheduled_at,actual_at,planned_km,actual_km,seats,occupancy,status,night_escort
T005025,1787184000000,S3,shuttle,SITE3,V08,D0089,KA01AB1534,login,1787239800000,1787239860000,36.82,39.98,24,20,closed,true
T005026,1781740800000,S1,shuttle,SITE1,V01,D0342,KA01AB0019,login,1781749800000,1781749980000,23.38,26.38,24,23,closed,true
T005027,1783382400000,S2,shuttle,SITE1,V10,D0332,KA01AB0183,login,1783413000000,1783413240000,34.93,37.94,24,8,closed,true
T005028,1783123200000,S2,nodal,SITE1,V06,D0078,KA01AB1583,login,1783153800000,1783153800000,24.16,25.88,12,8,closed,true
T005029,1788393600000,S1,shuttle,SITE3,V03,D0116,KA01AB1687,login,1788402600000,1788402660000,18.71,20.66,24,9,closed,true,UNEXPECTED_EXTRA_FIELD
T005030,1781049600000,S2,cab,SITE2,V04,D0202,KA01AB1066,login,1781080200000,1781080320000,8.45,8.43,4,4,closed,true
T005031,1786838400000,S3,shuttle,SITE4,V01,D0327,KA01AB1344,login,1786894200000,1786894260000,37.52,35.69,24,18,closed,true
T005032,1788480000000,S3,cab,SITE4,V10,D0144,KA01AB0787,logout,1788478200000,1788480600000,25.96,25.99,4,1,closed,true
T005033,1783209600000,S1,shuttle,SITE1,V03,D0188,KA01AB0949,login,1783218600000,1783219800000,23.11,23.26,24,10,closed,true
T005034,1781049600000,S1,shuttle,SITE4,V04,D0263,KA01AB0165,logout,1781091000000,1781091240000,13.50,13.31,24,19,closed,true
T005035,1783900800000,S2,nodal,SITE2,V10,D0023,KA01AB0107,logout,1783963800000,1783963920000,34.37,37.07,12,7,closed,true
T005036,1782086400000,S3,shuttle,SITE4,V03,D0316,KA01AB1687,logout,1782084600000,1782084600000,16.26,16.06,24,14,closed,true
T005037,1784764800000,S1,shuttle,SITE3,V08,D0377,KA01AB1986,login,1784773800000,1784773980000,11.59,11.14,24,18,closed,true
T005038,1786665600000,S2,nodal,SITE3,V06,D0226,KA01AB1976,login,1786696200000,1786696680000,26.10,29.03,12,11,closed,true
T005039,1785715200000,S1,nodal,SITE4,V04,D0147,KA01AB1658,login,1785724200000,1785724380000,28.83,31.29,12,11,closed,true
T005040,1785369600000,S2,shuttle,SITE1,V02,D0007,KA01AB0183,login,1785400200000,1785400320000,25.71,26.55,24,20,closed,true
T005041,1783814400000,S1,nodal,SITE3,V11,D0209,KA01AB1848,login,1783823400000,1783823640000,29.65,32.13,12,7,closed,true
T005042,1782864000000,S1,nodal,SITE3,V02,D0019,KA01AB1611,login,1782873000000,1782874020000,25.24,28.17,12,6,closed,true
T005043,1784332800000,S1,shuttle,SITE1,V05,D0055,KA01AB0353,login,1784341800000,1784341980000,32.78,34.29,24,17,closed,true
T005044,1787443200000,S3,shuttle,SITE4,V07,D0264,KA01AB0129,login,1787499000000,1787499240000,8.98,10.19,24,15,closed,true
T005045,1787788800000,S1,cab,SITE2,V07,D0292,KA01AB0535,logout,1787830200000,1787830200000,35.16,37.74,4,4,closed,true
T005046,1782950400000,S3,cab,SITE4,V12,D0104,KA01AB1206,login,1783006200000,1783006260000,14.02,14.13,4,1,closed,true
T005047,1783123200000,S1,shuttle,SITE1,V11,D0329,KA01AB0322,logout,1783164600000,1783164660000,18.76,19.70,24,3,closed,true
T005048,1781395200000,S3,nodal,SITE4,V05,D0394,KA01AB0408,logout,1781393400000,1781393640000,18.25,17.46,12,9,closed,false
T005049,1788134400000,S2,nodal,SITE1,V06,D0087,KA01AB0036,logout,1788197400000,1788197400000,21.68,22.22,12,10,closed,true
T005050,1786838400000,S3,shuttle,SITE2,V05,D0037,KA01AB1229,login,1786894200000,1786894320000,11.46,11.69,24,12,closed,true
T005051,1787702400000,S2,shuttle,SITE1,V08,D0284,KA01AB0307,login,1787733000000,1787733000000,30.51,29.50,24,4,closed,true
T005052,1787270400000,S1,shuttle,SITE1,V08,D0051,KA01AB1779,login,1787279400000,1787279520000,8.38,9.40,24,2,closed,true
T005053,1787443200000,S2,shuttle,SITE4,V08,D0070,KA01AB1624,login,1787473800000,1787475660000,15.92,16.46,24,2,closed,true
T005054,1786752000000,S3,nodal,SITE2,V03,D0181,KA01AB1316,login,1786807800000,1786807860000,41.99,43.43,12,4,closed,true
T005055,1787616000000,S3,shuttle,SITE3,V03,D0063,KA01AB0978,login,1787671800000,1787671980000,17.44,18.87,24,5,closed,true
T005056,1782950400000,S2,shuttle,SITE1,V02,D0183,KA01AB0888,logout,1783013400000,1783013580000,18.47,21.00,24,7,closed,true
T005057,1786924800000,S3,cab,SITE4,V09,D0001,KA01AB1020,logout,1786923000000,1786923120000,10.88,11.39,4,3,closed,true
T005058,1786320000000,S1,nodal,SITE1,V07,D0358,KA01AB1531,login,1786329000000,1786329240000,12.65,13.02,12,6,closed,true
T005059,1783036800000,S1,nodal,SITE3,V09,D0308,KA01AB0409,login,1783045800000,1783045920000,37.66,40.96,12,8,closed,true
T005060,1785196800000,S1,cab,SITE3,V04,D0361,KA01AB0144,login,1785205800000,1785205920000,27.27,27.80,4,4,closed,true
T005061,1784592000000,S3,cab,SITE1,V06,D0023,KA01AB1003,login,1784647800000,1784647980000,34.19,32.80,4,3,closed,true
T005062,1784160000000,S1,cab,SITE4,V04,D0055,KA01AB1272,logout,1784201400000,1784201640000,30.23,32.27,4,1,closed,true
T005063,1787097600000,S3,cab,SITE1,V10,D0118,KA01AB1331,login,1787153400000,1787153460000,34.72,37.56,4,1,closed,true
T005064,1786924800000,S3,nodal,SITE1,V04,D0357,KA01AB0164,logout,1786923000000,,12.34,12.32,12,4,open,true
T005065,1788307200000,S3,nodal,SITE3,V05,D0088,KA01AB1502,logout,1788305400000,1788305640000,41.86,40.32,12,2,closed,true
T005066,1782864000000,S1,cab,SITE3,V10,D0367,KA01AB0770,logout,1782905400000,1782905520000,26.66,29.97,4,4,closed,true
T005067,1787097600000,S2,shuttle,SITE1,V03,D0157,KA01AB0435,login,1787128200000,1787128440000,21.79,21.27,24,4,closed,true
T005068,1787788800000,S3,cab,SITE3,V01,D0069,KA01AB1148,logout,1787787000000,1787787900000,13.50,13.98,4,2,closed,true
T005069,1781913600000,S2,nodal,SITE2,V12,D0174,KA01AB1587,logout,1781976600000,1781976660000,32.08,35.41,12,2,closed,true
T005070,1780876800000,S3,nodal,SITE1,V04,D0305,KA01AB1118,login,1780932600000,1780932660000,35.17,37.89,12,9,closed,true
T005071,1786838400000,S1,nodal,SITE2,V11,D0398,KA01AB1073,logout,1786879800000,1786879920000,13.47,13.15,12,9,closed,true
T005072,1784073600000,S3,cab,SITE1,V09,D0260,KA01AB0134,logout,1784071800000,1784073180000,29.22,32.16,4,2,closed,true
T005073,1783987200000,S3,shuttle,SITE1,V02,D0169,KA01AB1638,logout,1783985400000,1783985580000,37.72,36.20,24,2,closed,true
T005074,1788134400000,S3,shuttle,SITE3,V05,D0093,KA01AB0611,login,1788190200000,1788190260000,9.84,10.23,24,24,closed,true
T005075,1782345600000,S3,shuttle,SITE1,V11,D0094,KA01AB1082,logout,1782343800000,1782343980000,23.06,22.19,24,8,closed,true
T005076,1781049600000,S3,shuttle,SITE1,V08,D0338,KA01AB0120,login,1781105400000,1781107680000,30.39,32.14,24,9,closed,true
T005077,1784073600000,S1,cab,SITE4,V11,D0362,KA01AB1441,login,1784082600000,1784082720000,35.47,34.61,4,3,closed,true
T005078,1786838400000,S1,cab,SITE3,V08,D0035,KA01AB0475,logout,1786879800000,1786879980000,26.51,29.03,4,4,closed,true
T005079,1788048000000,S3,nodal,SITE2,V03,D0176,KA01AB0252,login,1788103800000,1788103860000,34.47,36.97,12,4,closed,true
T005080,1788220800000,S3,nodal,SITE4,V11,D0192,KA01AB1884,logout,1788219000000,1788219240000,19.46,20.22,12,3,closed,true
T005081,1784332800000,S3,shuttle,SITE1,V07,D0123,KA01AB1070,logout,1784331000000,1784331060000,19.85,20.65,24,12,closed,true
T005082,1782172800000,S3,nodal,SITE4,V12,D0351,KA01AB0634,login,1782228600000,1782228780000,23.06,24.91,12,11,closed,true
T005083,1786060800000,S2,cab,SITE4,V03,D0178,KA01AB1565,logout,1786123800000,1786124040000,33.01,36.15,4,4,closed,true
T005084,1780963200000,S2,nodal,SITE4,V07,D0197,KA01AB1512,login,1780993800000,1780993980000,32.96,37.71,12,12,closed,true
T005085,1781654400000,S2,cab,SITE4,V09,D0249,KA01AB1435,login,1781685000000,1781685060000,15.92,15.60,4,1,closed,true
T005086,1782864000000,S2,nodal,SITE4,V09,D0273,KA01AB0615,logout,1782927000000,1782927180000,8.27,8.65,12,6,closed,true
T005087,1782691200000,S3,cab,SITE1,V02,D0050,KA01AB0493,logout,1782689400000,1782689820000,15.81,16.16,4,4,closed,false
T005088,1781222400000,S1,cab,SITE1,V04,D0156,KA01AB0287,logout,1781263800000,1781263800000,15.71,17.31,4,1,closed,true
T005089,1788307200000,S1,cab,SITE2,V07,D0121,KA01AB0207,logout,1788348600000,1788349560000,9.04,10.04,4,1,closed,true
T005090,1782259200000,S2,nodal,SITE2,V07,D0375,KA01AB1621,login,1782289800000,1782289980000,20.03,22.34,12,5,closed,true
T005091,1783814400000,S3,cab,SITE4,V06,D0290,KA01AB1673,login,1783870200000,1783870200000,34.48,39.22,4,3,closed,true
T005092,1784246400000,S1,nodal,SITE4,V08,D0173,KA01AB1514,logout,1784287800000,1784287860000,17.85,17.97,12,8,closed,true
T005093,1788393600000,S3,nodal,SITE2,V01,D0378,KA01AB0638,login,1788449400000,1788449460000,28.59,31.19,12,8,closed,true
T005094,1784937600000,S3,shuttle,SITE1,V05,D0000,KA01AB0668,logout,1784935800000,1784935800000,41.52,40.27,24,6,closed,true
T005095,1784937600000,S1,nodal,SITE1,V11,D0304,KA01AB0261,login,1784946600000,1784946780000,12.92,13.57,12,4,closed,true
T005096,1785283200000,S2,cab,SITE1,V05,D0099,KA01AB1039,login,1785313800000,1785313800000,28.83,29.14,4,3,closed,true
T005097,1784505600000,S1,shuttle,SITE4,V01,D0398,KA01AB0598,logout,1784547000000,1784547240000,29.93,30.91,24,9,closed,true
T005098,1782691200000,S2,shuttle,SITE4,V03,D0185,KA01AB0014,logout,1782754200000,1782754200000,27.70,26.66,24,15,closed,true
T005099,1781049600000,S2,cab,SITE3,V02,D0227,KA01AB1149,login,1781080200000,1781080200000,14.03,13.70,4,3,closed,true
T005100,1781136000000,S2,nodal,SITE2,V04,D0248,KA01AB1895,logout,1781199000000,1781199000000,19.76,19.72,12,1,closed,false
T005101,1786752000000,S3,cab,SITE1,V04,D0301,KA01AB1832,logout,1786750200000,1786750440000,20.92,20.79,4,2,closed,true
T005102,1785628800000,S3,cab,SITE2,V03,D0366,KA01AB1419,logout,1785627000000,1785627180000,36.64,36.71,4,1,closed,true
T005103,1786233600000,S1,nodal,SITE2,V11,D0039,KA01AB0355,login,1786242600000,1786242840000,19.07,19.79,12,3,closed,true
T005104,1783382400000,S3,shuttle,SITE4,V05,D0252,KA01AB0300,logout,1783380600000,1783380720000,22.06,22.54,24,4,closed,true
T005105,1785542400000,S2,shuttle,SITE2,V03,D0268,KA01AB1917,logout,1785605400000,1785605400000,21.75,22.23,24,12,closed,true
T005106,1781395200000,S3,shuttle,SITE1,V10,D0109,KA01AB0053,logout,1781393400000,1781393400000,8.83,9.51,24,24,closed,true
T005107,1780790400000,S1,shuttle,SITE1,V09,D0159,KA01AB0063,login,1780799400000,1780799460000,41.48,45.73,24,16,closed,true
T005108,1783123200000,S3,shuttle,SITE4,V06,D0150,KA01AB1525,login,1783179000000,1783181040000,27.44,31.27,24,5,closed,true
T005109,1785024000000,S2,nodal,SITE3,V07,D0310,KA01AB1876,logout,1785087000000,1785087000000,34.39,38.60,12,12,closed,true
T005110,1782000000000,S1,cab,SITE2,V05,D0081,KA01AB1000,logout,1782041400000,1782041640000,8.59,9.41,4,2,closed,true
T005111,1786147200000,S2,shuttle,SITE3,V05,D0110,KA01AB1313,logout,1786210200000,1786210320000,29.17,27.94,24,12,closed,true
T005112,1782777600000,S3,cab,SITE2,V08,D0242,KA01AB0990,logout,1782775800000,1782776040000,15.75,17.42,4,3,closed,true
T005113,1782086400000,S1,cab,SITE3,V07,D0010,KA01AB1541,logout,1782127800000,1782127860000,26.48,29.39,4,1,closed,true
T005114,1787702400000,S3,shuttle,SITE2,V04,D0316,KA01AB1956,login,1787758200000,1787758380000,20.24,19.90,24,13,closed,true
T005115,1788480000000,S2,shuttle,SITE4,V02,D0173,KA01AB0617,logout,1788543000000,1788543240000,30.62,34.66,24,16,closed,true
T005116,1782259200000,S2,shuttle,SITE4,V10,D0330,KA01AB0589,logout,1782322200000,1782322320000,9.90,10.70,24,3,closed,true
T005117,1781308800000,S2,nodal,SITE4,V03,D0328,KA01AB0702,logout,1781371800000,1781371860000,9.09,9.19,12,8,closed,true
T005118,1783036800000,S2,shuttle,SITE2,V09,D0138,KA01AB0827,login,1783067400000,1783067580000,25.27,24.04,24,24,closed,true
T005119,1782691200000,S3,nodal,SITE4,V06,D0298,KA01AB1371,logout,1782689400000,1782689580000,32.43,36.15,12,6,closed,true
T005120,1784419200000,S3,shuttle,SITE1,V01,D0180,KA01AB0087,logout,1784417400000,1784417640000,29.32,32.19,24,22,closed,true
T005121,1782518400000,S2,nodal,SITE1,V03,D0321,KA01AB0235,login,1782549000000,1782549180000,16.23,16.48,12,8,closed,true
T005122,1781827200000,S2,nodal,SITE1,V05,D0057,KA01AB1311,logout,1781890200000,1781892900000,10.71,10.46,12,7,closed,true
T005123,1785024000000,S2,shuttle,SITE3,V11,D0038,KA01AB0782,logout,1785087000000,1785087240000,31.44,34.27,24,7,closed,true
T005124,1781827200000,S1,cab,SITE4,V03,D0244,KA01AB0420,login,1781836200000,1781836320000,41.57,46.51,4,3,closed,true
T005125,1786060800000,S3,nodal,SITE3,V01,D0118,KA01AB1005,login,1786116600000,1786116600000,15.57,15.36,12,1,closed,true
T005126,1783209600000,S1,cab,SITE4,V02,D0032,KA01AB0400,logout,1783251000000,1783251240000,27.11,27.39,4,1,closed,true
T005127,1787961600000,S2,nodal,SITE1,V01,D0002,KA01AB1899,login,1787992200000,1787992440000,28.21,30.03,12,10,closed,true
T005128,1785888000000,S1,shuttle,SITE1,V07,D0138,KA01AB1563,logout,1785929400000,1785929400000,39.93,41.91,24,2,closed,true
T005129,1783382400000,S1,nodal,SITE3,V06,D0183,KA01AB0456,login,1783391400000,1783391460000,36.54,38.95,12,12,closed,true
T005130,1785542400000,S2,cab,SITE1,V03,D0097,KA01AB0634,login,1785573000000,1785574560000,18.82,18.28,4,2,closed,true
T005131,1785715200000,S3,nodal,SITE1,V01,D0025,KA01AB0624,login,1785771000000,1785771180000,30.13,32.89,12,4,closed,true
T005132,1785715200000,S2,shuttle,SITE2,V10,D0112,KA01AB0955,login,1785745800000,1785745800000,15.19,16.80,24,8,closed,true
T005133,1788048000000,S1,nodal,SITE1,V06,D0221,KA01AB0646,login,1788057000000,1788057060000,40.72,43.77,12,4,closed,true
T005134,1785801600000,S3,shuttle,SITE2,V10,D0141,KA01AB1594,logout,1785799800000,1785799800000,38.07,39.83,24,10,closed,true
T005135,1783641600000,S3,nodal,SITE1,V04,D0266,KA01AB0461,login,1783697400000,1783697460000,39.88,38.64,12,11,closed,true
T005136,1784419200000,S2,nodal,SITE3,V07,D0318,KA01AB1426,logout,1784482200000,1784482440000,14.17,14.74,12,10,closed,true
T005137,1780876800000,S2,shuttle,SITE1,V09,D0109,KA01AB1123,logout,1780939800000,,15.59,17.61,24,19,open,true
T005138,1784505600000,S2,nodal,SITE2,V03,D0225,KA01AB1659,logout,1784568600000,1784568780000,14.17,14.84,12,5,closed,true
T005139,1781136000000,S2,nodal,SITE1,V11,D0182,KA01AB0480,logout,1781199000000,1781200080000,10.77,10.28,12,8,closed,true
T005140,1784246400000,S2,cab,SITE4,V12,D0155,KA01AB0239,logout,1784309400000,1784309640000,32.81,37.51,4,3,closed,true
T005141,1787788800000,S1,nodal,SITE4,V02,D0190,KA01AB0820,login,1787797800000,1787797920000,15.49,16.82,12,6,closed,true
T005142,1785801600000,S3,cab,SITE1,V07,D0350,KA01AB1934,login,1785857400000,1785857580000,27.47,28.45,4,2,closed,true
T005143,1785283200000,S1,nodal,SITE2,V10,D0102,KA01AB0607,logout,1785324600000,1785324780000,22.34,21.43,12,3,closed,true
T005144,1784246400000,S2,nodal,SITE2,V11,D0208,KA01AB0496,login,1784277000000,1784277180000,31.60,35.79,12,3,closed,true
T005145,1785110400000,S1,shuttle,SITE3,V07,D0059,KA01AB1054,logout,1785151800000,1785151980000,20.68,19.67,24,10,closed,true
T005146,1787616000000,S2,shuttle,SITE4,V11,D0349,KA01AB1717,login,1787646600000,1787646780000,29.73,30.15,24,2,closed,true
T005147,1785628800000,S1,shuttle,SITE1,V01,D0216,KA01AB1554,logout,1785670200000,1785670320000,17.35,18.67,24,13,closed,true
T005148,1782604800000,S1,nodal,SITE1,V09,D0154,KA01AB1999,logout,1782646200000,1782646560000,29.33,30.42,12,2,closed,true
T005149,1784073600000,S3,cab,SITE3,V06,D0157,KA01AB0218,login,1784129400000,1784129520000,38.72,40.52,4,2,closed,true
T005150,1785974400000,S1,nodal,SITE3,V04,D0113,KA01AB1341,logout,1786015800000,1786015860000,14.20,14.68,12,1,closed,true
T005151,1785456000000,S3,nodal,SITE1,V06,D0146,KA01AB0727,login,1785511800000,1785511860000,8.38,8.94,12,4,closed,true
T005152,1781222400000,S2,nodal,SITE3,V05,D0140,KA01AB1038,logout,1781285400000,1781285640000,22.80,24.75,12,10,closed,true
T005153,1784332800000,S3,nodal,SITE2,V03,D0329,KA01AB1757,logout,1784331000000,1784331180000,13.99,15.18,12,12,closed,true
T005154,1781395200000,S1,nodal,SITE1,V01,D0261,KA01AB1580,login,1781404200000,1781404200000,39.15,37.52,12,10,closed,true
T005155,1781049600000,S2,cab,SITE4,V10,D0225,KA01AB1882,logout,1781112600000,1781112720000,12.97,13.73,4,4,closed,true
T005156,1784592000000,S3,nodal,SITE2,V01,D0157,KA01AB0303,logout,1784590200000,1784590260000,19.50,20.16,12,3,closed,true
T005157,1781136000000,S1,cab,SITE4,V02,D0141,KA01AB0979,logout,1781177400000,1781177460000,42.24,47.81,4,3,closed,true
T005158,1781740800000,S2,cab,SITE2,V06,D0376,KA01AB0791,login,1781771400000,1781771640000,37.19,42.64,4,4,closed,true
T005159,1784246400000,S2,cab,SITE3,V09,D0190,KA01AB0872,login,1784277000000,1784277060000,12.17,12.79,4,1,closed,true
T005160,1780963200000,S3,cab,SITE2,V08,D0390,KA01AB0759,logout,1780961400000,1780961400000,9.48,10.84,4,4,closed,true
T005161,1786752000000,S3,nodal,SITE4,V09,D0308,KA01AB0747,login,1786807800000,1786807920000,14.67,14.23,12,1,closed,true
T005162,1787184000000,S3,nodal,SITE1,V09,D0224,KA01AB0996,login,1787239800000,1787240280000,23.73,22.98,12,11,closed,true
T005163,1782604800000,S2,cab,SITE2,V09,D0106,KA01AB1466,logout,1782667800000,1782667980000,25.52,24.41,4,2,closed,true
T005164,1782864000000,S2,cab,SITE4,V10,D0260,KA01AB1882,login,1782894600000,1782894660000,14.91,15.89,4,3,closed,true
T005165,1781827200000,S3,nodal,SITE3,V03,D0272,KA01AB0357,login,1781883000000,1781883180000,31.84,33.48,12,3,closed,true
T005166,1786406400000,S3,cab,SITE1,V12,D0394,KA01AB0475,logout,1786404600000,1786406520000,15.43,16.26,4,2,closed,true
T005167,1787011200000,S1,shuttle,SITE2,V10,D0224,KA01AB0488,logout,1787052600000,1787052840000,14.68,15.85,24,20,closed,true
T005168,1786924800000,S3,nodal,SITE4,V09,D0056,KA01AB1265,login,1786980600000,1786980840000,13.40,13.60,12,5,closed,true
T005169,1782259200000,S2,cab,SITE3,V11,D0044,KA01AB0613,logout,1782322200000,1782322380000,23.18,24.87,4,2,closed,true
T005170,1784505600000,S3,shuttle,SITE1,V08,D0223,KA01AB0229,logout,1784503800000,1784505000000,20.72,22.09,24,13,closed,true
T005171,1784246400000,S3,nodal,SITE4,V10,D0165,KA01AB1001,login,1784302200000,1784302380000,42.47,45.62,12,11,closed,true
T005172,1787184000000,S2,cab,SITE2,V10,D0125,KA01AB1706,login,1787214600000,1787214720000,29.26,29.61,4,1,closed,true
T005173,1788048000000,S3,cab,SITE1,V08,D0028,KA01AB0567,logout,1788046200000,1788046200000,27.82,27.26,4,4,closed,true
T005174,1781136000000,S1,shuttle,SITE3,V09,D0153,KA01AB1484,logout,1781177400000,1781177580000,16.07,16.75,24,20,closed,true
T005175,1786233600000,S2,nodal,SITE2,V01,D0168,KA01AB1848,login,1786264200000,1786264260000,17.87,18.89,12,1,closed,true
T005176,1785110400000,S3,cab,SITE3,V08,D0092,KA01AB1739,login,1785166200000,1785166380000,23.37,26.16,4,4,closed,true
T005177,1782604800000,S2,nodal,SITE3,V10,D0178,KA01AB1703,logout,1782667800000,1782667920000,41.09,40.28,12,3,closed,true
T005178,1782604800000,S3,cab,SITE1,V01,D0167,KA01AB0868,logout,1782603000000,1782603120000,32.18,33.84,4,3,closed,true
T005179,1782000000000,S1,nodal,SITE4,V02,D0328,KA01AB0662,login,1782009000000,1782009060000,31.79,33.83,12,3,closed,true
T005180,1783555200000,S2,cab,SITE1,V04,D0107,KA01AB1903,login,1783585800000,1783585860000,40.96,46.55,4,4,closed,true
T005181,1780963200000,S1,shuttle,SITE1,V09,D0355,KA01AB0979,login,1780972200000,1780973220000,42.96,42.64,24,2,closed,true
T005182,1786838400000,S2,shuttle,SITE2,V07,D0264,KA01AB0005,logout,1786901400000,1786901520000,10.78,11.16,24,17,closed,true
T005183,1784937600000,S3,cab,SITE4,V06,D0098,KA01AB0876,logout,1784935800000,1784935980000,30.57,34.11,4,4,closed,true
T005184,1781568000000,S1,shuttle,SITE3,V06,D0069,KA01AB0979,logout,1781609400000,1781609400000,27.52,26.34,24,22,closed,true
T005185,1782345600000,S2,shuttle,SITE1,V11,D0360,KA01AB0593,login,1782376200000,1782376440000,38.58,42.55,24,20,closed,true
T005186,1782691200000,S1,nodal,SITE1,V07,D0301,KA01AB0308,login,1782700200000,1782700200000,25.84,25.56,12,1,closed,true
T005187,1784678400000,S2,cab,SITE4,V09,D0179,KA01AB0824,logout,1784741400000,1784741520000,25.60,26.56,4,2,closed,true
T005188,1784419200000,S1,nodal,SITE2,V08,D0144,KA01AB0615,logout,1784460600000,1784460600000,22.91,22.27,12,11,closed,true
T005189,1782864000000,S3,cab,SITE3,V04,D0159,KA01AB0634,login,1782919800000,1782919860000,16.35,16.57,4,2,closed,true
T005190,1787356800000,S2,shuttle,SITE2,V10,D0311,KA01AB0052,logout,1787419800000,1787419920000,19.26,20.56,24,19,closed,true
T005191,1781222400000,S2,shuttle,SITE4,V07,D0290,KA01AB1175,logout,1781285400000,1781285520000,8.41,8.34,24,3,closed,true
T005192,1787011200000,S1,cab,SITE4,V01,D0025,KA01AB1443,logout,1787052600000,1787052720000,19.45,18.94,4,2,closed,true
T005193,1784246400000,S1,cab,SITE4,V03,D0078,KA01AB1029,login,1784255400000,1784255640000,17.71,18.57,4,2,closed,true
T005194,1784419200000,S2,nodal,SITE1,V06,D0085,KA01AB0366,logout,1784482200000,1784482320000,8.77,8.66,12,8,closed,true
T005195,1787443200000,S2,nodal,SITE1,V08,D0085,KA01AB0717,logout,1787506200000,1787507460000,14.27,16.06,12,6,closed,true
T005196,1787616000000,S1,nodal,SITE4,V03,D0323,KA01AB1456,login,1787625000000,1787627280000,9.00,10.07,12,6,closed,true
T005197,1781308800000,S2,shuttle,SITE2,V06,D0180,KA01AB1157,login,1781339400000,1781339460000,15.35,15.01,24,4,closed,true
T005198,1786147200000,S3,nodal,SITE3,V04,D0039,KA01AB1574,logout,1786145400000,1786146060000,23.51,25.33,12,8,closed,true
T005199,1784851200000,S2,shuttle,SITE3,V11,D0284,KA01AB0697,login,1784881800000,1784881800000,19.89,22.68,24,2,closed,true
T005200,1784851200000,S1,cab,SITE4,V10,D0384,KA01AB1152,logout,1784892600000,1784895120000,41.73,42.32,4,1,closed,true
T005201,1786147200000,S2,nodal,SITE4,V12,D0108,KA01AB0963,logout,1786210200000,1786212840000,42.60,41.62,12,2,closed,true
T005202,1786060800000,S2,cab,SITE2,V01,D0138,KA01AB1201,login,1786091400000,1786091400000,39.67,40.79,4,4,closed,true
T005203,1788048000000,S2,cab,SITE2,V07,D0119,KA01AB0561,logout,1788111000000,1788111000000,29.05,29.92,4,3,closed,true
T005204,1784332800000,S3,shuttle,SITE2,V12,D0285,KA01AB0806,login,1784388600000,1784388840000,31.30,29.97,24,3,closed,true
T005205,1785888000000,S3,cab,SITE3,V07,D0369,KA01AB0139,login,1785943800000,1785945540000,11.62,11.71,4,2,closed,true
T005206,1787097600000,S3,nodal,SITE4,V03,D0378,KA01AB0701,logout,1787095800000,1787095920000,26.09,26.10,12,7,closed,true
T005207,1785715200000,S1,shuttle,SITE4,V06,D0251,KA01AB0349,logout,1785756600000,1785756780000,8.66,9.47,24,9,closed,true
T005208,1786665600000,S1,cab,SITE1,V09,D0006,KA01AB1412,logout,1786707000000,1786707000000,31.75,36.29,4,3,closed,true
T005209,1786233600000,S3,shuttle,SITE4,V04,D0126,KA01AB1632,logout,1786231800000,1786231860000,36.36,35.27,24,17,closed,true
T005210,1782432000000,S3,nodal,SITE1,V04,D0308,KA01AB0320,logout,1782430200000,1782430440000,31.71,31.57,12,7,closed,true
T005211,1787097600000,S1,nodal,SITE3,V09,D0089,KA01AB0646,logout,1787139000000,1787139240000,42.10,41.18,12,7,closed,true
T005212,1783296000000,S3,nodal,SITE2,V09,D0282,KA01AB1921,login,1783351800000,1783351920000,24.77,24.32,12,12,closed,true
T005213,1783728000000,S1,shuttle,SITE2,V06,D0330,KA01AB0012,logout,1783769400000,1783769580000,14.96,17.02,24,2,closed,true
T005214,1782086400000,S3,shuttle,SITE3,V01,D0356,KA01AB1085,logout,1782084600000,1782084660000,9.40,9.98,24,2,closed,true
T005215,1784851200000,S3,shuttle,SITE3,V08,D0037,KA01AB1394,logout,1784849400000,1784849460000,20.73,21.01,24,23,closed,true
T005216,1787011200000,S3,cab,SITE2,V02,D0215,KA01AB1851,logout,1787009400000,1787009460000,31.56,35.94,4,3,closed,true
T005217,1783468800000,S2,nodal,SITE1,V05,D0237,KA01AB1278,login,1783499400000,1783501500000,40.31,40.82,12,4,closed,true
T005218,1787529600000,S3,nodal,SITE2,V02,D0183,KA01AB1600,login,1787585400000,1787585640000,17.11,16.61,12,2,closed,true
T005219,1788480000000,S2,nodal,SITE1,V07,D0283,KA01AB0918,login,1788510600000,1788512340000,36.32,37.55,12,6,closed,true
T005220,1787875200000,S1,cab,SITE2,V07,D0099,KA01AB1996,login,1787884200000,1787884200000,39.10,39.46,4,4,closed,true
T005221,1786320000000,S2,cab,SITE1,V07,D0057,KA01AB0581,logout,1786383000000,1786383180000,28.41,31.53,4,1,closed,true
T005222,1785283200000,S1,nodal,SITE1,V04,D0380,KA01AB1623,logout,1785324600000,1785324840000,41.35,44.99,12,8,closed,true
T005223,1787011200000,S2,cab,SITE1,V12,D0034,KA01AB0782,login,1787041800000,1787043840000,9.44,10.64,4,1,closed,true
T005224,1787097600000,S1,cab,SITE3,V02,D0135,KA01AB1758,login,1787106600000,1787106780000,27.33,26.81,4,3,closed,true
T005225,1784592000000,S2,shuttle,SITE2,V05,D0028,KA01AB0133,login,1784622600000,1784625240000,42.90,47.16,24,20,closed,true
T005226,1784073600000,S2,nodal,SITE3,V05,D0189,KA01AB1782,login,1784104200000,1784105640000,21.57,23.74,12,11,closed,true
T005227,1782172800000,S1,cab,SITE4,V12,D0376,KA01AB1250,login,1782181800000,1782182760000,14.64,16.61,4,3,closed,true
