trip_id,employee_id,rating,comment,language
T002963,E03739,5,"Cab samayakke bantu, chennagitru",kn
T002968,E00034,3,"Driver was punctual and polite",en
T002972,E03209,4,"Driver was punctual and polite",en
T002974,E03057,4,"Cab samay par aaya, driver acha tha",hi
T002976,E01589,4,"Driver was punctual and polite",en
T002977,E02323,3,"Driver was punctual and polite",en
T002979,E02050,5,"Driver was punctual and polite",en
T002982,E01607,3,"Driver was punctual and polite",en
T002989,E01412,4,"Driver was punctual and polite",en
T002991,E03258,4,"Vandi sariyana neratthil vanthathu",ta
T002993,E02865,1,"Cab chala late ayindi, sammachaaram ledu",te
T002996,E00939,1,"Waited forty minutes with no update",en
T003002,E01489,3,"Cab samayakke bantu, chennagitru",kn
T003003,E03305,4,"Driver was punctual and polite",en
T003004,E01217,4,"Driver was punctual and polite",en
T003007,E00418,3,"Vandi sariyana neratthil vanthathu",ta
T003008,E00525,4,"Driver was punctual and polite",en
T003012,E01324,3,"Driver samayaniki vachadu, baagundi",te
T003015,E03388,4,"Cab samayakke bantu, chennagitru",kn
T994484,E01341,4,"Driver was punctual and polite",en
T003019,E02203,4,"Driver samayaniki vachadu, baagundi",te
T003023,E00699,5,"Driver was punctual and polite",en
T003027,E00235,3,"Driver was punctual and polite",en
T003030,E03155,4,"Driver was punctual and polite",en
T003032,E01140,3,"Driver samayaniki vachadu, baagundi",te
T003034,E03252,3,"Cab samayakke bantu, chennagitru",kn
T003035,E02920,4,"Driver was punctual and polite",en
T003040,E02924,4,"Cab samay par aaya, driver acha tha",hi
T003044,E03594,3,"Vandi sariyana neratthil vanthathu",ta
T003048,E03586,3,"Driver was punctual and polite",en
T003049,E00307,5,"Vandi sariyana neratthil vanthathu",ta
T003052,E01652,4,"Driver was punctual and polite",en
T003054,E01504,3,"Driver was punctual and polite",en
T003057,E00946,3,"Driver was punctual and polite",en
T003062,E03387,3,"Cab samayakke bantu, chennagitru",kn
T003068,E03979,5,"Driver samayaniki vachadu, baagundi",te
T003071,E03782,3,"Cab samayakke bantu, chennagitru",kn
T003072,E01916,1,"Cab chala late ayindi, sammachaaram ledu",te
T003075,E03002,3,"Driver was punctual and polite",en
T003081,E00049,5,"Driver was punctual and polite",en
T003082,E00112,3,"Cab samayakke bantu, chennagitru",kn
T003083,E01079,3,"Vandi sariyana neratthil vanthathu",ta
T003087,E02831,5,"Driver was punctual and polite",en
T003089,E03586,3,"Driver was punctual and polite",en
T003095,E01431,5,"Vandi sariyana neratthil vanthathu",ta
T003096,E03495,4,"Driver was punctual and polite",en
T003099,E00977,5,"Cab samay par aaya, driver acha tha",hi
T003103,E00837,1,"Waited forty minutes with no update",en
T003106,E02088,3,"Driver was punctual and polite",en
T003111,E02874,4,"Cab samayakke bantu, chennagitru",kn
T003112,E02026,4,"Driver was punctual and polite",en
T003113,E02045,5,"Vandi sariyana neratthil vanthathu",ta
T003115,E00605,3,"Driver was punctual and polite",en
T003123,E00481,5,"Cab samayakke bantu, chennagitru",kn
T003124,E03033,5,"Cab samay par aaya, driver acha tha",hi
T003126,E00301,4,"Driver was punctual and polite",en
T003130,E01152,3,"Driver was punctual and polite",en
T003135,E03762,5,"Driver was punctual and polite",en
T003138,E02634,4,"Driver was punctual and polite",en
T003140,E02774,3,"Driver was punctual and polite",en
T999157,E03511,5,"Driver was punctual and polite",en
T003149,E02131,3,"Driver was punctual and polite",en
T003156,E01143,2,"Vandi romba late, thagaval illai",ta
T003157,E03155,2,"Cab bahut late tha, koi soochna nahi mili",hi
T003158,E02532,3,"Driver was punctual and polite",en
T003159,E00696,5,"Vandi sariyana neratthil vanthathu",ta
T003161,E03050,5,"Driver was punctual and polite",en
T003168,E02655,5,"Cab samayakke bantu, chennagitru",kn
T003169,E01796,4,"Cab samay par aaya, driver acha tha",hi
T003171,E01459,3,"Vandi sariyana neratthil vanthathu",ta
T003172,E00647,3,"Driver was punctual and polite",en
T003175,E02855,4,"Driver was punctual and polite",en
T991060,E01191,2,"Waited forty minutes with no update",en
T003182,E03736,3,"Driver was punctual and polite",en
T003183,E00159,5,"Driver was punctual and polite",en
T998497,E00912,4,"Driver was punctual and polite",en
T003196,E03101,4,"Driver was punctual and polite",en
T003200,E00043,4,"Driver was punctual and polite",en
T003201,E03751,3,"Driver was punctual and polite",en
T003202,E02706,2,"Cab chala late ayindi, sammachaaram ledu",te
T003206,E00807,5,"Driver was punctual and polite",en
T003208,E00805,3,"Driver was punctual and polite",en
T003209,E03476,4,"Driver samayaniki vachadu, baagundi",te
T993856,E01695,3,"Vandi sariyana neratthil vanthathu",ta
T003213,E01475,4,"Driver was punctual and polite",en
T003215,E02230,5,"Driver was punctual and polite",en
T003217,E01975,3,"Driver was punctual and polite",en
T003218,E01148,3,"Driver was punctual and polite",en
T994816,E03313,4,"Driver was punctual and polite",en
T003220,E02889,4,"Driver was punctual and polite",en
T003221,E01245,1,"Waited forty minutes with no update",en
T003222,E03574,3,"Cab samay par aaya, driver acha tha",hi
T003223,E00478,3,"Driver was punctual and polite",en
T003226,E00841,3,"Driver samayaniki vachadu, baagundi",te
T003228,E03880,5,"Driver was punctual and polite",en
T003229,E00669,4,"Driver was punctual and polite",en
T003230,E02576,4,"Vandi sariyana neratthil vanthathu",ta
T003237,E02612,3,"Driver was punctual and polite",en
T003239,E02587,5,"Driver was punctual and polite",en
T003240,E01862,3,"Driver was punctual and polite",en
T003255,E02994,5,"Driver was punctual and polite",en
T003260,E01321,4,"Driver was punctual and polite",en
T003270,E03546,4,"Cab samay par aaya, driver acha tha",hi
T003273,E02258,5,"Driver was punctual and polite",en
T003279,E01711,2,"Cab chala late ayindi, sammachaaram ledu",te
T003283,E01037,4,"Driver samayaniki vachadu, baagundi",te
T003285,E00328,3,"Driver samayaniki vachadu, baagundi",te
T003290,E00433,3,"Driver samayaniki vachadu, baagundi",te
T003293,E02863,5,"Driver was punctual and polite",en
T003294,E03585,4,"Driver was punctual and polite",en
T003295,E01715,5,"Vandi sariyana neratthil vanthathu",ta
T003296,E02474,4,"Vandi sariyana neratthil vanthathu",ta
T003300,E02937,2,"Waited forty minutes with no update",en
T003302,E03946,3,"Driver was punctual and polite",en
T003305,E02926,3,"Driver was punctual and polite",en
T003310,E02416,3,"Cab samay par aaya, driver acha tha",hi
T003315,E02200,5,"Driver was punctual and polite",en
T003322,E00757,5,"Driver was punctual and polite",en
T003325,E02564,4,"Driver was punctual and polite",en
T003328,E00050,4,"Driver was punctual and polite",en
T003338,E01869,2,"Cab chala late ayindi, sammachaaram ledu",te
T003348,E00341,4,"Driver was punctual and polite",en
T003353,E00230,3,"Vandi sariyana neratthil vanthathu",ta
T003355,E00236,5,"Cab samay par aaya, driver acha tha",hi
T998124,E00123,3,"Driver was punctual and polite",en
T003357,E03521,3,"Driver samayaniki vachadu, baagundi",te
T003360,E01547,4,"Driver was punctual and polite",en
T992631,E02152,3,"Cab samay par aaya, driver acha tha",hi
T003365,E01545,4,"Cab samayakke bantu, chennagitru",kn
T003371,E01600,3,"Cab samay par aaya, driver acha tha",hi
T003372,E00337,3,"Driver samayaniki vachadu, baagundi",te
T003374,E01276,3,"Driver was punctual and polite",en
T003376,E03908,3,"Driver samayaniki vachadu, baagundi",te
T003377,E03252,3,"Driver was punctual and polite",en
T003379,E00947,5,"Driver was punctual and polite",en
T003380,E02301,3,"Driver was punctual and polite",en
T003388,E00409,3,"Driver was punctual and polite",en
T003389,E02415,3,"Driver was punctual and polite",en
T003391,E02343,5,"Driver was punctual and polite",en
T003395,E03584,4,"Driver was punctual and polite",en
T003398,E01004,3,"Driver was punctual and polite",en
T003402,E02776,3,"Cab samayakke bantu, chennagitru",kn
T003405,E03944,4,"Cab samay par aaya, driver acha tha",hi
T003406,E00186,5,"Driver was punctual and polite",en
T003407,E01069,3,"Vandi sariyana neratthil vanthathu",ta
T003409,E03996,4,"Driver was punctual and polite",en
T003410,E03917,3,"Driver was punctual and polite",en
T003411,E02246,3,"Cab samay par aaya, driver acha tha",hi
T003413,E00777,2,"Vandi romba late, thagaval illai",ta
T003414,E03137,4,"Driver samayaniki vachadu, baagundi",te
T003415,E00858,5,"Cab samay par aaya, driver acha tha",hi
T003421,E00270,4,"Driver samayaniki vachadu, baagundi",te
T003425,E03572,4,"Driver was punctual and polite",en
T003426,E03176,5,"Driver was punctual and polite",en
T992781,E00794,5,"Vandi sariyana neratthil vanthathu",ta
T003432,E02814,5,"Driver was punctual and polite",en
T003433,E03165,4,"Driver was punctual and polite",en
T992408,E03136,3,"Vandi sariyana neratthil vanthathu",ta
T003438,E02645,3,"Cab samayakke bantu, chennagitru",kn
T003442,E00529,1,"Waited forty minutes with no update",en
T003444,E03154,5,"Driver was punctual and polite",en
T003451,E00558,5,"Driver was punctual and polite",en
T003464,E01219,3,"Cab samayakke bantu, chennagitru",kn
T003465,E01688,5,"Driver was punctual and polite",en
T003466,E03152,4,"Driver was punctual and polite",en
T003467,E01421,3,"Driver was punctual and polite",en
T003468,E00419,5,"Driver was punctual and polite",en
T003469,E00313,5,"Driver was punctual and polite",en
T003471,E00687,3,"Driver was punctual and polite",en
T003473,E00257,4,"Driver was punctual and polite",en
T003475,E00186,3,"Cab samayakke bantu, chennagitru",kn
T003483,E01865,3,"Cab samayakke bantu, chennagitru",kn
T003486,E03543,5,"Driver was punctual and polite",en
T003487,E02215,3,"Driver samayaniki vachadu, baagundi",te
T003489,E02775,5,"Cab samay par aaya, driver acha tha",hi
T003494,E01660,1,"Cab chala late ayindi, sammachaaram ledu",te
T003497,E02618,3,"Cab samayakke bantu, chennagitru",kn
T003499,E02287,5,"Driver was punctual and polite",en
T003501,E02190,4,"Driver was punctual and polite",en
T003504,E01382,4,"Driver was punctual and polite",en
T003505,E02642,4,"Cab samayakke bantu, chennagitru",kn
T003509,E01662,5,"Driver was punctual and polite",en
T003513,E01631,4,"Driver was punctual and polite",en
T003517,E02395,4,"Driver was punctual and polite",en
T003518,E02098,4,"Cab samay par aaya, driver acha tha",hi
T003521,E03592,4,"Cab samayakke bantu, chennagitru",kn
T003523,E01550,3,"Driver was punctual and polite",en
T003529,E02131,4,"Driver was punctual and polite",en
T003530,E00881,3,"Driver was punctual and polite",en
T003533,E00500,4,"Driver samayaniki vachadu, baagundi",te
T003534,E03237,5,"Driver was punctual and polite",en
T003535,E01997,5,"Driver was punctual and polite",en
T003536,E03530,5,"Cab samay par aaya, driver acha tha",hi
T003537,E00319,4,"Vandi sariyana neratthil vanthathu",ta
T003539,E03290,3,"Vandi sariyana neratthil vanthathu",ta
T003542,E02426,2,"Waited forty minutes with no update",en
T003546,E03748,3,"Driver was punctual and polite",en
T003547,E00775,3,"Cab samayakke bantu, chennagitru",kn
T003553,E03898,3,"Vandi sariyana neratthil vanthathu",ta
T003569,E00559,3,"Driver was punctual and polite",en
T003570,E03721,3,"Driver was punctual and polite",en
T003571,E01958,3,"Driver was punctual and polite",en
T003575,E00154,4,"Driver was punctual and polite",en
T003581,E03941,3,"Vandi sariyana neratthil vanthathu",ta
T003583,E03772,4,"Driver was punctual and polite",en
T003584,E03691,5,"Driver was punctual and polite",en
T003585,E01821,5,"Cab samayakke bantu, chennagitru",kn
T003586,E03677,4,"Driver was punctual and polite",en
T003591,E01512,3,"Cab samayakke bantu, chennagitru",kn
T003592,E02139,4,"Driver samayaniki vachadu, baagundi",te
T003593,E00815,3,"Driver was punctual and polite",en
T003595,E02651,4,"Driver was punctual and polite",en
T003597,E01528,5,"Driver samayaniki vachadu, baagundi",te
T003609,E01719,4,"Cab samayakke bantu, chennagitru",kn
T003610,E02234,3,"Driver was punctual and polite",en
T999221,E03132,5,"Driver samayaniki vachadu, baagundi",te
T003612,E02637,4,"Cab samayakke bantu, chennagitru",kn
T003616,E02462,3,"Driver was punctual and polite",en
T003617,E00321,4,"Cab samayakke bantu, chennagitru",kn
T003618,E02045,3,"Driver was punctual and polite",en
T003624,E00692,5,"Driver was punctual and polite",en
T003625,E00920,3,"Driver was punctual and polite",en
T003633,E01966,5,"Driver was punctual and polite",en
T003635,E00547,5,"Driver was punctual and polite",en
T003636,E02160,4,"Driver was punctual and polite",en
T003637,E01543,4,"Driver samayaniki vachadu, baagundi",te
T003639,E02121,4,"Driver was punctual and polite",en
T003641,E00515,3,"Cab samayakke bantu, chennagitru",kn
T003645,E00653,5,"Driver was punctual and polite",en
T003646,E02325,4,"Cab samay par aaya, driver acha tha",hi
T003647,E03902,5,"Driver was punctual and polite",en
T003648,E02730,4,"Driver was punctual and polite",en
T003653,E02471,5,"Driver was punctual and polite",en
T003659,E01059,3,"Driver was punctual and polite",en
T003660,E00596,4,"Driver was punctual and polite",en
T003662,E00383,4,"Driver samayaniki vachadu, baagundi",te
T003667,E01592,4,"Cab samayakke bantu, chennagitru",kn
T003670,E02137,5,"Cab samayakke bantu, chennagitru",kn
T003672,E01772,5,"Driver was punctual and polite",en
T003674,E03768,4,"Driver was punctual and polite",en
T003675,E00203,5,"Driver was punctual and polite",en
T003678,E00464,5,"Driver was punctual and polite",en
T003683,E02646,5,"Driver was punctual and polite",en
T003684,E01646,3,"Cab samay par aaya, driver acha tha",hi
T003688,E01025,5,"Driver was punctual and polite",en
T999154,E00880,3,"Cab samayakke bantu, chennagitru",kn
T003693,E01876,3,"Cab samayakke bantu, chennagitru",kn
T003699,E00411,3,"Driver was punctual and polite",en
T003701,E02488,3,"Driver was punctual and polite",en
T003704,E02243,3,"Cab samay par aaya, driver acha tha",hi
T003705,E03252,5,"Cab samay par aaya, driver acha tha",hi
T003706,E00617,5,"Vandi sariyana neratthil vanthathu",ta
T003709,E00053,4,"Driver samayaniki vachadu, baagundi",te
T003712,E02636,3,"Cab samayakke bantu, chennagitru",kn
T003713,E02920,4,"Driver samayaniki vachadu, baagundi",te
T003715,E03028,5,"Driver was punctual and polite",en
T003717,E00361,4,"Cab samayakke bantu, chennagitru",kn
T003722,E03501,3,"Driver was punctual and polite",en
T003723,E00358,5,"Driver was punctual and polite",en
T003724,E00962,3,"Driver was punctual and polite",en
T003725,E00332,3,"Cab samay par aaya, driver acha tha",hi
T003726,E03363,1,"Cab bahut late tha, koi soochna nahi mili",hi
T003731,E01604,3,"Driver was punctual and polite",en
T003734,E01050,4,"Driver was punctual and polite",en
T003747,E01063,3,"Driver samayaniki vachadu, baagundi",te
T003749,E00989,3,"Driver was punctual and polite",en
T003753,E03178,4,"Vandi sariyana neratthil vanthathu",ta
T003756,E01017,3,"Cab samay par aaya, driver acha tha",hi
T003758,E03112,2,"Vandi romba late, thagaval illai",ta
T003766,E01099,3,"Driver was punctual and polite",en
T003770,E01250,5,"Driver was punctual and polite",en
T003771,E02294,3,"Cab samay par aaya, driver acha tha",hi
T003774,E02675,4,"Driver was punctual and polite",en
T003775,E00422,3,"Driver was punctual and polite",en
T003779,E03990,3,"Cab samay par aaya, driver acha tha",hi
T003781,E01413,4,"Driver was punctual and polite",en
T003783,E01592,2,"Waited forty minutes with no update",en
T003786,E03575,3,"Cab samayakke bantu, chennagitru",kn
T003789,E01741,3,"Driver was punctual and polite",en
T003791,E03706,2,"Waited forty minutes with no update",en
T003793,E01629,3,"Driver was punctual and polite",en
T003795,E02713,3,"Vandi sariyana neratthil vanthathu",ta
T003796,E03323,4,"Cab samayakke bantu, chennagitru",kn
T003799,E02991,5,"Cab samay par aaya, driver acha tha",hi
T003801,E01881,2,"Cab chala late ayindi, sammachaaram ledu",te
T003813,E02175,3,"Cab samayakke bantu, chennagitru",kn
T003814,E00026,3,"Vandi sariyana neratthil vanthathu",ta
T003815,E00347,4,"Driver was punctual and polite",en
T003828,E02732,4,"Driver was punctual and polite",en
T003833,E02080,5,"Cab samayakke bantu, chennagitru",kn
T003834,E01312,4,"Driver samayaniki vachadu, baagundi",te
T003835,E01871,3,"Driver was punctual and polite",en
T003846,E03613,5,"Cab samay par aaya, driver acha tha",hi
T003847,E01369,3,"Vandi sariyana neratthil vanthathu",ta
T003852,E00625,3,"Driver was punctual and polite",en
T003853,E03155,5,"Vandi sariyana neratthil vanthathu",ta
T003856,E03535,4,"Vandi sariyana neratthil vanthathu",ta
T003860,E02536,4,"Driver was punctual and polite",en
T003863,E01890,5,"Driver samayaniki vachadu, baagundi",te
T003866,E02668,3,"Vandi sariyana neratthil vanthathu",ta
T003868,E00188,4,"Driver samayaniki vachadu, baagundi",te
T003870,E03848,4,"Driver was punctual and polite",en
T003873,E00082,3,"Driver was punctual and polite",en
T003874,E00430,3,"Driver was punctual and polite",en
T992991,E01925,2,"Waited forty minutes with no update",en
T003877,E01394,4,"Driver was punctual and polite",en
T003888,E03812,4,"Cab samayakke bantu, chennagitru",kn
T003889,E02413,5,"Driver samayaniki vachadu, baagundi",te
T003890,E03960,5,"Driver was punctual and polite",en
T003892,E03059,3,"Driver samayaniki vachadu, baagundi",te
T003899,E00033,5,"Driver was punctual and polite",en
T003901,E03949,3,"Vandi sariyana neratthil vanthathu",ta
T003906,E01769,2,"Cab bahut late tha, koi soochna nahi mili",hi
T003908,E03160,4,"Cab samay par aaya, driver acha tha",hi
T003909,E01441,5,"Vandi sariyana neratthil vanthathu",ta
T003911,E02141,3,"Driver was punctual and polite",en
T003913,E00004,3,"Driver was punctual and polite",en
T003915,E01681,3,"Vandi sariyana neratthil vanthathu",ta
T003919,E00100,4,"Driver was punctual and polite",en
T003929,E02046,4,"Cab samay par aaya, driver acha tha",hi
T003930,E02108,3,"Cab samayakke bantu, chennagitru",kn
T003931,E03667,4,"Driver samayaniki vachadu, baagundi",te
T003933,E02655,3,"Vandi sariyana neratthil vanthathu",ta
T003935,E01633,3,"Driver was punctual and polite",en
T003937,E01900,5,"Vandi sariyana neratthil vanthathu",ta
T003940,E01625,4,"Vandi sariyana neratthil vanthathu",ta
T003942,E02393,3,"Vandi sariyana neratthil vanthathu",ta
T003945,E01610,5,"Driver was punctual and polite",en
T003949,E02498,3,"Cab samayakke bantu, chennagitru",kn
T003962,E02034,3,"Driver was punctual and polite",en
T003963,E02492,4,"Driver was punctual and polite",en
T003964,E03838,3,"Driver was punctual and polite",en
T003966,E01080,4,"Driver was punctual and polite",en
T003972,E01940,3,"Cab samay par aaya, driver acha tha",hi
T003973,E00578,5,"Driver was punctual and polite",en
T003977,E03739,3,"Driver samayaniki vachadu, baagundi",te
T003979,E01242,3,"Driver was punctual and polite",en
T003980,E01443,5,"Driver was punctual and polite",en
T003984,E00853,4,"Driver samayaniki vachadu, baagundi",te
T003986,E01095,3,"Vandi sariyana neratthil vanthathu",ta
T003987,E01248,5,"Cab samay par aaya, driver acha tha",hi
T003988,E01606,4,"Driver was punctual and polite",en
T003989,E02690,5,"Driver was punctual and polite",en
T003990,E03635,3,"Driver was punctual and polite",en
T003992,E03225,5,"Cab samayakke bantu, chennagitru",kn
T003994,E03003,3,"Driver was punctual and polite",en
T003995,E03709,5,"Cab samayakke bantu, chennagitru",kn
T003996,E01760,3,"Driver was punctual and polite",en
T003997,E03334,3,"Driver was punctual and polite",en
T004002,E01743,5,"Cab samayakke bantu, chennagitru",kn
T004005,E01135,5,"Driver was punctual and polite",en
T004007,E02887,5,"Vandi sariyana neratthil vanthathu",ta
T004016,E02563,3,"Driver samayaniki vachadu, baagundi",te
T004019,E00485,3,"Driver was punctual and polite",en
T004020,E03924,5,"Cab samay par aaya, driver acha tha",hi
T004021,E00878,5,"Driver was punctual and polite",en
T004027,E03291,3,"Driver was punctual and polite",en
T004033,E02995,4,"Driver samayaniki vachadu, baagundi",te
T004036,E02562,4,"Driver was punctual and polite",en
T004037,E01534,5,"Cab samay par aaya, driver acha tha",hi
T004038,E00476,5,"Cab samayakke bantu, chennagitru",kn
T004044,E03584,3,"Driver was punctual and polite",en
T004046,E02364,4,"Cab samayakke bantu, chennagitru",kn
T004063,E02603,4,"Driver was punctual and polite",en
T004064,E01933,3,"Driver was punctual and polite",en
T004067,E01533,3,"Driver was punctual and polite",en
T004069,E01367,4,"Driver was punctual and polite",en
T004075,E02806,5,"Driver was punctual and polite",en
T004076,E03270,4,"Driver was punctual and polite",en
T004079,E01038,3,"Vandi sariyana neratthil vanthathu",ta
T004080,E03188,3,"Driver was punctual and polite",en
T004081,E01866,3,"Driver was punctual and polite",en
T004082,E03976,4,"Driver samayaniki vachadu, baagundi",te
T004083,E00226,3,"Driver was punctual and polite",en
T004084,E02747,3,"Driver was punctual and polite",en
T004088,E00199,5,"Driver samayaniki vachadu, baagundi",te
T004092,E01595,3,"Driver was punctual and polite",en
T004093,E03940,4,"Driver was punctual and polite",en
T004096,E02317,4,"Cab samay par aaya, driver acha tha",hi
T004097,E03556,3,"Cab samay par aaya, driver acha tha",hi
T004100,E02929,4,"Driver samayaniki vachadu, baagundi",te
T004104,E01077,4,"Driver was punctual and polite",en
T004106,E03076,4,"Driver samayaniki vachadu, baagundi",te
T004112,E02119,3,"Driver was punctual and polite",en
T004114,E01613,1,"Vandi romba late, thagaval illai",ta
T004115,E01275,4,"Driver was punctual and polite",en
T004119,E00661,3,"Cab samayakke bantu, chennagitru",kn
T004121,E00130,4,"Driver was punctual and polite",en
T004123,E02067,4,"Driver was punctual and polite",en
T004124,E01555,3,"Cab samayakke bantu, chennagitru",kn
T004130,E02454,4,"Driver was punctual and polite",en
T004131,E03731,3,"Vandi sariyana neratthil vanthathu",ta
T004132,E01194,2,"Waited forty minutes with no update",en
T004138,E02273,4,"Driver was punctual and polite",en
T004142,E00000,3,"Driver was punctual and polite",en
T004143,E03641,5,"Cab samayakke bantu, chennagitru",kn
T004144,E00540,3,"Driver samayaniki vachadu, baagundi",te
T004145,E03233,4,"Driver was punctual and polite",en
T004149,E01420,4,"Driver was punctual and polite",en
T004158,E00424,4,"Driver samayaniki vachadu, baagundi",te
T004162,E00938,4,"Driver samayaniki vachadu, baagundi",te
T004164,E02377,3,"Driver was punctual and polite",en
T004169,E01724,3,"Vandi sariyana neratthil vanthathu",ta
T004170,E00328,4,"Vandi sariyana neratthil vanthathu",ta
T004171,E00711,3,"Driver was punctual and polite",en
T004174,E03133,4,"Cab samay par aaya, driver acha tha",hi
T004176,E02176,4,"Driver was punctual and polite",en
T004183,E00244,5,"Cab samay par aaya, driver acha tha",hi
T004188,E01322,5,"Driver was punctual and polite",en
T004192,E01581,5,"Driver samayaniki vachadu, baagundi",te
T004194,E00540,5,"Driver samayaniki vachadu, baagundi",te
T004196,E01480,3,"Driver was punctual and polite",en
T004197,E03769,5,"Driver was punctual and polite",en
T004200,E03855,3,"Driver was punctual and polite",en
T004201,E01041,4,"Driver was punctual and polite",en
T004202,E00821,3,"Driver was punctual and polite",en
T004203,E02904,4,"Driver was punctual and polite",en
T004207,E00157,3,"Driver was punctual and polite",en
T004208,E03817,3,"Cab samay par aaya, driver acha tha",hi
T004211,E02039,3,"Driver was punctual and polite",en
T004212,E01514,3,"Driver was punctual and polite",en
T990438,E02632,5,"Driver was punctual and polite",en
T004216,E03434,3,"Cab samay par aaya, driver acha tha",hi
T004219,E00514,3,"Driver was punctual and polite",en
T004221,E02319,3,"Driver was punctual and polite",en
T004224,E00561,3,"Driver was punctual and polite",en
T004225,E00879,4,"Driver was punctual and polite",en
T004227,E01086,3,"Driver samayaniki vachadu, baagundi",te
T004236,E00341,2,"Cab tumba late aytu, maahiti sigalilla",kn
T004245,E03642,1,"Vandi romba late, thagaval illai",ta
T004246,E03342,3,"Cab samay par aaya, driver acha tha",hi
T004247,E00362,2,"Cab tumba late aytu, maahiti sigalilla",kn
T004250,E03178,4,"Driver was punctual and polite",en
T004257,E03918,3,"Cab samayakke bantu, chennagitru",kn
T004258,E03118,5,"Driver was punctual and polite",en
T004259,E02701,4,"Driver was punctual and polite",en
T004260,E02896,3,"Driver was punctual and polite",en
T004264,E03454,3,"Driver was punctual and polite",en
T004267,E02723,2,"Waited forty minutes with no update",en
T004268,E03195,3,"Cab samay par aaya, driver acha tha",hi
T004271,E03325,4,"Driver was punctual and polite",en
T004272,E00423,4,"Cab samayakke bantu, chennagitru",kn
T004276,E02809,3,"Driver was punctual and polite",en
T004278,E03634,5,"Driver was punctual and polite",en
T004283,E00799,3,"Driver samayaniki vachadu, baagundi",te
T004285,E00864,3,"Vandi sariyana neratthil vanthathu",ta
T004287,E00928,5,"Cab samayakke bantu, chennagitru",kn
T004292,E02366,3,"Driver was punctual and polite",en
T004297,E00848,4,"Driver was punctual and polite",en
T004308,E00221,4,"Driver was punctual and polite",en
T004309,E02727,4,"Driver was punctual and polite",en
T004313,E02274,3,"Driver was punctual and polite",en
T004315,E00240,4,"Driver samayaniki vachadu, baagundi",te
T004317,E00922,5,"Driver was punctual and polite",en
T004318,E03638,5,"Vandi sariyana neratthil vanthathu",ta
T004321,E01695,4,"Driver was punctual and polite",en
T004328,E01218,3,"Driver was punctual and polite",en
T004330,E01498,1,"Cab tumba late aytu, maahiti sigalilla",kn
T996589,E02709,3,"Driver was punctual and polite",en
T004334,E03211,5,"Driver was punctual and polite",en
T004335,E03998,3,"Cab samay par aaya, driver acha tha",hi
T004340,E01461,3,"Cab samayakke bantu, chennagitru",kn
T004347,E00871,3,"Driver was punctual and polite",en
T004349,E01601,3,"Driver was punctual and polite",en
T004350,E03816,3,"Driver was punctual and polite",en
T004352,E00993,3,"Cab samay par aaya, driver acha tha",hi
T004359,E00349,2,"Waited forty minutes with no update",en
T004362,E02493,4,"Driver was punctual and polite",en
T004364,E00378,5,"Driver was punctual and polite",en
T004365,E03475,3,"Driver was punctual and polite",en
T004366,E00385,4,"Cab samayakke bantu, chennagitru",kn
T004370,E02177,3,"Driver was punctual and polite",en
T004376,E03847,4,"Cab samayakke bantu, chennagitru",kn
T004378,E00395,4,"Driver was punctual and polite",en
T004380,E01697,5,"Driver samayaniki vachadu, baagundi",te
T004381,E00416,5,"Driver was punctual and polite",en
T004383,E02578,5,"Driver was punctual and polite",en
T004386,E01284,5,"Driver was punctual and polite",en
T004389,E01876,4,"Driver was punctual and polite",en
T004390,E02479,2,"Waited forty minutes with no update",en
T004398,E01943,3,"Cab samayakke bantu, chennagitru",kn
T993671,E01751,4,"Cab samay par aaya, driver acha tha",hi
T004409,E01513,3,"Driver was punctual and polite",en
T004415,E00258,3,"Cab samay par aaya, driver acha tha",hi
T004416,E00795,1,"Vandi romba late, thagaval illai",ta
T004420,E02395,3,"Driver was punctual and polite",en
T004421,E03572,5,"Cab samay par aaya, driver acha tha",hi
T004425,E02368,3,"Driver was punctual and polite",en
T004429,E03808,2,"Cab tumba late aytu, maahiti sigalilla",kn
T004432,E03471,3,"Driver was punctual and polite",en
T004433,E02149,4,"Driver was punctual and polite",en
T004440,E00110,4,"Driver was punctual and polite",en
T004443,E01531,5,"Driver was punctual and polite",en
T004446,E03730,1,"Waited forty minutes with no update",en
T004447,E02912,2,"Cab tumba late aytu, maahiti sigalilla",kn
T004449,E02681,3,"Driver was punctual and polite",en
T004459,E02675,3,"Vandi sariyana neratthil vanthathu",ta
T004462,E01895,5,"Driver was punctual and polite",en
T004464,E02670,1,"Waited forty minutes with no update",en
T004472,E00894,3,"Driver was punctual and polite",en
T004475,E02050,3,"Driver samayaniki vachadu, baagundi",te
T004478,E00682,3,"Driver was punctual and polite",en
T004482,E01771,3,"Vandi sariyana neratthil vanthathu",ta
T004483,E00224,3,"Vandi sariyana neratthil vanthathu",ta
T004484,E01815,5,"Driver was punctual and polite",en
T004485,E03496,5,"Driver was punctual and polite",en
T004487,E03244,5,"Cab samayakke bantu, chennagitru",kn
T004491,E00330,5,"Driver samayaniki vachadu, baagundi",te
T004495,E00451,5,"Driver was punctual and polite",en
T004497,E02887,4,"Driver was punctual and polite",en
T004498,E00885,5,"Driver samayaniki vachadu, baagundi",te
T004506,E01125,5,"Driver was punctual and polite",en
T004507,E00290,3,"Driver samayaniki vachadu, baagundi",te
