trip_id,vendor_id,base_inr,km_inr,wait_inr,total_inr
T003898,V01,191,409,48,648
T003899,V07,191,264,85,540
T003900,V02,194,427,54,675
T003901,V07,139,481,98,718
T003902,V05,147,393,47,587
T003903,V06,141,404,11,556
T003904,V05,151,263,37,451
T991527,V11,157,159,37,353
T003906,V09,130,490,54,674
T003907,V05,187,205,66,458
T003908,V10,137,365,37,539
T003909,V01,155,619,46,820
T003910,V06,157,280,14,451
T003911,V05,138,439,54,631
T003912,V04,123,268,46,437
T999394,V01,193,224,47,464
T003914,V02,128,310,33,471
T003915,V05,140,458,18,616
T003916,V02,140,344,59,543
T003917,V01,177,458,24,659
T003918,V12,141,126,22,289
T003919,V02,190,175,25,390
T003920,V03,193,138,51,382
T003921,V09,184,367,45,596
T003922,V07,182,465,46,693
T003923,V08,166,306,44,516
T995244,V02,124,618,19,761
T003925,V01,161,182,45,388
T003926,V12,180,228,68,476
T003927,V11,140,562,28,730
T003928,V03,155,358,34,547
T003929,V07,172,168,185,525
T003930,V08,139,133,16,288
T003931,V11,144,494,56,694
T003932,V03,154,423,53,630
T003933,V09,164,558,62,784
T003934,V09,135,623,48,806
T003935,V10,124,210,21,355
T003936,V09,124,602,10,736
T003937,V11,150,528,69,747
T003938,V05,156,285,41,482
T003939,V03,154,591,26,771
T003940,V01,195,415,34,644
T003941,V06,154,245,10,409
T003942,V07,171,513,169,853
T003943,V12,148,336,21,505
T003944,V05,131,135,58,324
T003945,V05,173,535,64,772
T003946,V07,183,218,185,586
T003947,V06,149,230,46,425
T003948,V07,173,135,68,376
T003949,V03,167,597,26,790
T003950,V07,195,139,124,458
T003951,V11,167,334,38,539
T003952,V08,164,518,22,704
T003953,V12,132,340,36,508
T003954,V01,194,322,48,564
T003955,V03,181,578,56,815
T003956,V04,154,556,40,750
T003957,V03,174,665,68,907
T003958,V10,181,427,25,633
T003959,V09,154,289,50,493
T003960,V08,147,322,11,480
T003961,V06,159,485,49,693
T003962,V06,127,604,22,753
T003963,V05,159,504,32,695
T003964,V09,176,652,29,857
T003965,V07,195,446,183,824
T003966,V09,131,569,19,719
T003967,V03,144,246,43,433
T003968,V10,180,376,69,625
T003969,V11,131,407,35,573
T003970,V09,196,182,53,431
T003971,V12,198,213,66,477
T003972,V08,129,368,16,513
T003973,V04,171,192,69,432
T003974,V06,179,133,36,348
T003975,V03,189,263,47,499
T003976,V06,122,200,11,333
T003977,V11,179,337,22,538
T003978,V07,131,622,172,925
T003979,V10,159,558,42,759
T003980,V06,194,223,26,443
T003981,V10,185,210,64,459
T003982,V10,199,509,30,738
T003983,V08,134,194,28,356
T990773,V07,123,185,167,475
T003985,V06,144,474,46,664
T003986,V10,145,266,39,450
T003987,V10,131,543,55,729
T003988,V07,145,559,87,791
T003989,V04,146,223,59,428
T003990,V01,130,229,46,405
T003991,V01,188,175,36,399
T003992,V09,148,476,43,667
T003993,V08,192,535,55,782
T003994,V09,167,416,56,639
T003995,V01,178,563,34,775
T003996,V05,127,204,22,353
T003997,V11,164,520,34,718
T996769,V07,192,131,190,513
T003999,V04,139,404,31,574
T004000,V01,139,141,48,328
T004001,V08,167,561,59,787
T004002,V10,155,303,52,510
T004003,V06,149,278,64,491
T004004,V03,146,439,32,617
T004005,V12,183,204,42,429
T004006,V02,126,396,50,572
T004007,V01,187,515,51,753
T004008,V08,122,463,10,595
T004009,V04,183,196,64,443
T004010,V11,154,513,31,698
T004011,V12,173,573,54,800
T004012,V07,187,439,179,805
T004013,V05,182,223,41,446
T004014,V07,197,355,71,623
T004015,V07,169,169,185,523
T004016,V06,122,264,27,413
T004017,V06,178,418,21,617
T004018,V03,182,195,63,440
T004019,V09,141,303,40,484
T004020,V11,174,244,12,430
T004021,V10,186,638,41,865
T004022,V05,179,399,43,621
T004023,V11,136,688,54,878
T004024,V11,126,593,60,779
T004025,V02,156,382,38,576
T004026,V04,147,232,23,402
T004027,V12,136,250,25,411
T004028,V11,144,201,32,377
T004029,V09,183,188,61,432
T004030,V04,124,418,12,554
T004031,V09,157,352,36,545
T004032,V08,154,489,53,696
T004033,V08,184,250,52,486
T004034,V08,181,146,37,364
T004035,V08,147,188,54,389
T004036,V06,196,445,19,660
T004037,V12,128,446,62,636
T004038,V08,197,632,39,868
T004039,V10,139,290,58,487
T004040,V07,194,588,80,862
T004041,V04,155,344,22,521
T004042,V07,145,352,69,566
T997529,V02,162,237,29,428
T004044,V09,125,558,51,734
T004045,V03,188,602,32,822
T004046,V03,136,344,58,538
T004047,V12,192,549,49,790
T004048,V07,164,251,139,554
T004049,V09,184,389,43,616
T004050,V04,168,419,27,614
T004051,V12,135,585,54,774
T004052,V04,176,234,11,421
T004053,V06,189,636,62,887
T004054,V03,165,427,57,649
T004055,V06,159,579,67,805
T004056,V04,149,317,21,487
T004057,V07,197,507,101,805
T004058,V12,129,133,33,295
T004059,V03,150,239,40,429
T004060,V02,153,430,42,625
T004061,V12,157,151,17,325
T004062,V04,178,147,67,392
T004063,V03,183,383,42,608
T004064,V04,176,225,58,459
T004065,V10,146,496,22,664
T004066,V04,171,184,52,407
T004067,V08,159,491,38,688
T004068,V03,126,273,58,457
T004069,V02,145,383,65,593
T004070,V09,130,570,16,716
T004071,V09,155,281,47,483
T004072,V01,167,291,31,489
T004073,V08,182,526,44,752
T004074,V08,140,114,40,294
T004075,V02,184,392,64,640
T004076,V07,177,258,66,501
T004077,V12,188,203,29,420
T004078,V06,171,542,48,761
T004079,V04,128,553,62,743
T004080,V07,128,372,158,658
T004081,V04,130,123,52,305
T004082,V02,198,226,49,473
T004083,V08,146,155,61,362
T004084,V09,168,326,41,535
T004085,V12,196,487,34,717
T004086,V11,144,324,47,515
T004087,V04,138,229,50,417
T004088,V09,126,196,45,367
T004089,V01,173,143,11,327
T004090,V11,127,507,44,678
T004091,V05,164,536,29,729
T004092,V05,166,436,52,654
T004093,V01,170,508,32,710
T004094,V02,182,284,42,508
T004095,V07,172,516,46,734
T004096,V11,164,240,23,427
T004097,V09,184,432,20,636
T004098,V10,153,342,19,514
T004099,V07,176,177,176,529
T004100,V10,142,313,29,484
T004101,V07,164,232,144,540
T004102,V04,143,431,59,633
T004103,V03,187,208,24,419
T004104,V03,152,511,52,715
T004105,V04,122,352,61,535
T004106,V08,138,229,40,407
T004107,V01,122,321,26,469
T004108,V01,182,680,40,902
T004109,V11,134,519,14,667
T004110,V02,160,160,68,388
T004111,V01,138,227,25,390
T004112,V01,125,520,26,671
T004113,V02,181,257,20,458
T004114,V08,196,136,22,354
T004115,V03,167,403,13,583
T004116,V08,145,332,61,538
T004117,V02,163,218,49,430
T004118,V02,173,357,20,550
T997562,V07,126,267,46,439
T004120,V10,163,537,16,716
T004121,V03,143,253,39,435
T004122,V05,153,428,19,600
T004123,V12,183,401,44,628
T004124,V07,173,562,50,785
T004125,V07,138,411,192,741
T004126,V12,178,389,12,579
T004127,V12,147,268,28,443
T004128,V09,183,128,23,334
T004129,V08,198,131,17,346
T004130,V01,196,501,62,759
T004131,V04,190,407,50,647
T004132,V11,140,539,45,724
T004133,V02,148,449,26,623
T004134,V09,139,478,61,678
T995281,V07,136,357,82,575
T004136,V07,150,236,151,537
T004137,V08,150,482,65,697
T004138,V08,155,151,63,369
T004139,V10,198,675,15,888
T004140,V04,126,573,25,724
T004141,V07,163,573,66,802
T004142,V12,195,492,62,749
T004143,V04,134,125,33,292
T004144,V05,132,466,26,624
T004145,V09,135,519,13,667
T004146,V03,139,422,53,614
T004147,V03,129,243,46,418
T004148,V02,163,166,25,354
T004149,V04,178,475,19,672
T004150,V04,171,290,14,475
T004151,V07,120,361,196,677
T004152,V10,146,398,20,564
T004153,V09,132,525,33,690
T004154,V09,187,134,57,378
T004155,V02,170,165,57,392
T004156,V06,138,154,40,332
T004157,V08,127,234,39,400
T004158,V04,133,366,30,529
T004159,V05,153,393,32,578
T004160,V09,164,492,65,721
T004161,V12,194,433,43,670
T004162,V07,145,228,40,413
T004163,V08,181,385,12,578
T004164,V04,152,243,45,440
T004165,V12,175,350,29,554
T004166,V01,152,508,37,697
T004167,V10,158,627,33,818
T004168,V09,143,187,31,361
T004169,V05,165,306,32,503
T004170,V05,177,224,40,441
T004171,V12,198,294,67,559
T004172,V11,193,472,65,730
T004173,V07,166,163,93,422
T004174,V08,133,411,52,596
T004175,V02,156,458,15,629
T004176,V12,182,547,14,743
T004177,V02,145,212,56,413
T004178,V12,173,468,28,669
T004179,V01,144,610,54,808
T004180,V02,167,508,11,686
T004181,V04,167,200,61,428
T004182,V01,162,493,62,717
T004183,V05,180,513,11,704
T004184,V06,125,415,41,581
T004185,V01,185,420,30,635
T004186,V10,155,421,37,613
T004187,V11,184,344,69,597
T991831,V06,176,160,48,384
T004189,V09,187,572,45,804
T004190,V04,160,540,39,739
T004191,V12,157,606,59,822
T004192,V12,172,442,22,636
T004193,V03,190,311,56,557
T004194,V11,121,386,32,539
T004195,V02,178,425,24,627
T004196,V02,184,116,45,345
T004197,V03,139,573,12,724
T004198,V11,183,489,39,711
T004199,V12,177,528,55,760
T004200,V12,140,481,50,671
T004201,V01,136,186,10,332
T004202,V05,153,580,20,753
T004203,V08,159,560,52,771
T004204,V05,183,664,66,913
T004205,V08,125,486,66,677
T004206,V05,188,182,49,419
T004207,V12,132,138,64,334
T004208,V12,135,203,26,364
T004209,V07,128,381,151,660
T004210,V09,160,352,38,550
T004211,V11,166,436,42,644
T004212,V06,139,443,14,596
T004213,V05,135,650,11,796
T004214,V01,147,609,31,787
T004215,V09,188,363,19,570
T004216,V11,144,233,66,443
T004217,V05,169,165,69,403
T004218,V09,147,302,65,514
T004219,V03,172,364,61,597
T004220,V12,151,314,63,528
T004221,V03,156,261,22,439
T004222,V04,176,566,56,798
T004223,V03,156,319,67,542
T004224,V02,157,596,66,819
T004225,V10,135,416,65,616
T004226,V07,182,246,95,523
T004227,V06,179,401,26,606
T004228,V04,192,538,20,750
T004229,V12,192,536,33,761
T004230,V01,134,229,44,407
T004231,V06,152,237,63,452
T004232,V09,159,239,55,453
T004233,V02,126,318,38,482
T004234,V03,141,303,34,478
T004235,V06,161,339,41,541
T004236,V07,153,552,164,869
T004237,V03,136,151,50,337
T004238,V06,122,288,40,450
T004239,V09,180,642,34,856
T004240,V08,125,400,40,565
T004241,V09,163,157,60,380
T004242,V04,155,590,29,774
T004243,V09,153,398,66,617
T004244,V06,135,313,67,515
T004245,V03,150,264,69,483
T004246,V02,127,674,59,860
T004247,V02,181,491,53,725
T004248,V08,153,156,58,367
T004249,V08,184,553,38,775
T004250,V10,133,249,25,407
T004251,V08,127,137,32,296
T004252,V05,190,476,38,704
T004253,V06,128,421,68,617
T004254,V09,138,228,25,391
T004255,V11,189,243,60,492
T004256,V03,151,549,27,727
T004257,V12,131,376,26,533
T004258,V11,174,645,14,833
T004259,V08,135,430,33,598
T004260,V08,130,497,35,662
T004261,V01,168,647,41,856
T004262,V11,191,536,26,753
T004263,V04,178,172,59,409
T004264,V12,125,472,69,666
T004265,V03,135,443,54,632
T004266,V01,171,561,37,769
T004267,V01,197,538,11,746
T004268,V12,134,285,14,433
T004269,V12,180,569,45,794
T004270,V07,161,501,85,747
T004271,V10,199,398,29,626
T004272,V09,173,198,27,398
T004273,V12,120,278,55,453
T004274,V09,128,163,53,344
T004275,V06,125,125,10,260
T004276,V03,143,568,28,739
T004277,V07,199,335,146,680
T004278,V10,134,560,59,753
T004279,V06,191,183,55,429
T004280,V11,187,455,46,688
T004281,V01,154,354,41,549
T004282,V07,177,299,52,528
T004283,V09,196,342,52,590
T004284,V07,160,250,90,500
T004285,V10,133,421,14,568
T004286,V09,127,321,42,490
T004287,V03,129,375,25,529
T004288,V02,157,521,56,734
T004289,V01,161,184,15,360
T004290,V08,129,395,61,585
T004291,V01,124,419,23,566
T004292,V05,158,291,19,468
T004293,V01,163,548,38,749
T004294,V06,195,566,61,822
T004295,V08,158,310,63,531
T004296,V09,164,279,48,491
T004297,V03,177,400,67,644
T998619,V04,164,587,32,783
T004299,V08,141,197,29,367
T004300,V10,128,273,19,420
T993148,V10,179,280,45,504
T004302,V06,142,441,38,621
T004303,V08,175,164,30,369
T004304,V07,152,512,85,749
T004305,V11,188,155,19,362
T004306,V06,132,351,18,501
T004307,V06,184,603,54,841
T004308,V05,121,280,48,449
T004309,V05,158,504,31,693
T004310,V02,120,517,59,696
T004311,V10,148,519,60,727
T004312,V05,141,268,33,442
T004313,V09,156,401,40,597
T004314,V08,189,684,46,919
T004315,V08,175,589,37,801
T004316,V07,183,418,100,701
T004317,V12,177,122,37,336
T004318,V07,165,146,94,405
T004319,V08,162,203,52,417
T004320,V08,170,337,11,518
T004321,V10,137,313,55,505
T004322,V09,194,119,21,334
T004323,V09,120,183,50,353
T004324,V02,151,412,23,586
T004325,V06,157,296,35,488
T004326,V03,184,287,53,524
T004327,V07,124,551,122,797
T004328,V05,129,242,48,419
T004329,V02,167,568,33,768
T004330,V01,183,252,54,489
T004331,V12,152,199,27,378
T004332,V09,171,342,39,552
T004333,V05,131,203,17,351
T004334,V07,196,573,137,906
T004335,V08,151,544,10,705
T004336,V01,183,539,49,771
T004337,V01,187,626,20,833
T004338,V07,160,308,116,584
T004339,V12,162,412,38,612
T004340,V06,120,146,35,301
T004341,V06,137,562,55,754
T004342,V03,174,565,10,749
T004343,V02,198,608,41,847
T004344,V11,144,673,61,878
T004345,V05,136,149,34,319
T004346,V05,129,355,12,496
T004347,V08,187,220,53,460
T004348,V06,130,477,39,646
T004349,V07,131,557,167,855
T004350,V05,155,336,65,556
T004351,V01,189,206,28,423
T004352,V07,192,126,171,489
T004353,V04,131,121,29,281
T004354,V06,158,512,29,699
T004355,V01,150,245,27,422
T004356,V09,172,567,18,757
T004357,V07,132,457,49,638
T004358,V11,141,217,37,395
T004359,V02,193,617,45,855
T004360,V11,170,250,12,432
T004361,V05,191,502,43,736
T004362,V02,138,608,64,810
T004363,V02,168,288,55,511
T004364,V03,188,163,32,383
T004365,V11,160,219,25,404
T004366,V12,121,527,61,709
T004367,V09,181,618,11,810
T004368,V01,180,357,28,565
T004369,V07,176,274,89,539
T004370,V07,155,403,44,602
T004371,V06,164,462,51,677
T004372,V01,133,219,11,363
T004373,V04,188,191,48,427
T004374,V07,131,531,171,833
T004375,V01,142,324,45,511
T004376,V10,129,174,33,336
T004377,V08,139,392,60,591
T004378,V04,179,422,27,628
T004379,V04,126,640,34,800
T004380,V07,122,257,158,537
T004381,V07,187,281,144,612
T004382,V02,191,389,27,607
T004383,V04,143,433,57,633
T004384,V10,148,151,60,359
T004385,V12,164,321,44,529
T004386,V08,136,416,66,618
T004387,V01,123,584,60,767
T004388,V10,129,538,69,736
T004389,V12,161,421,68,650
T004390,V12,177,361,48,586
T004391,V12,188,286,34,508
T004392,V08,179,139,69,387
T004393,V11,157,523,14,694
T004394,V07,188,258,45,491
T004395,V08,142,235,45,422
T004396,V06,140,648,10,798
T004397,V09,195,154,46,395
T004398,V05,140,579,31,750
T004399,V11,186,436,16,638
T004400,V09,128,513,11,652
T004401,V03,140,403,69,612
T004402,V12,132,257,35,424
T004403,V12,124,292,36,452
T004404,V11,176,511,42,729
T004405,V10,148,363,36,547
T004406,V10,182,129,25,336
T004407,V04,141,372,43,556
T004408,V08,192,188,50,430
T004409,V06,181,290,35,506
T004410,V02,132,600,26,758
T004411,V03,136,244,63,443
T004412,V12,130,251,38,419
T004413,V11,137,619,51,807
T004414,V07,162,517,179,858
T004415,V03,167,262,23,452
T004416,V01,151,128,47,326
T004417,V12,123,352,19,494
T004418,V04,144,137,19,300
T004419,V09,198,398,53,649
T004420,V12,164,262,30,456
T004421,V06,197,240,53,490
T004422,V07,179,130,150,459
T004423,V05,142,159,48,349
T004424,V02,153,544,34,731
T004425,V05,178,153,69,400
T004426,V09,188,434,54,676
T004427,V03,155,528,38,721
T004428,V07,187,319,119,625
T004429,V01,189,196,43,428
T004430,V01,142,435,65,642
T004431,V07,198,299,152,649
T004432,V10,170,206,42,418
T004433,V02,143,453,53,649
T004434,V08,172,581,13,766
T004435,V06,138,527,54,719
T004436,V08,155,572,39,766
T004437,V07,147,583,84,814
T004438,V02,168,510,54,732
T004439,V05,146,157,49,352
T004440,V03,126,527,16,669
T004441,V02,133,259,31,423
T004442,V07,196,610,79,885
T004443,V03,184,306,69,559
T004444,V01,167,158,17,342
T004445,V03,158,641,28,827
T004446,V03,179,347,11,537
T004447,V04,134,454,29,617
T004448,V11,153,397,15,565
T004449,V07,184,413,101,698
T004450,V12,183,437,64,684
T004451,V12,184,157,35,376
T004452,V02,165,404,46,615
T004453,V04,127,490,15,632
T004454,V08,148,118,13,279
T004455,V06,167,438,62,667
T004456,V06,127,572,60,759
T004457,V01,189,555,37,781
T004458,V06,139,474,50,663
T004459,V12,174,347,24,545
T004460,V10,152,350,51,553
T004461,V05,189,447,21,657
T004462,V02,127,611,44,782
T004463,V11,120,334,32,486
T004464,V11,163,413,46,622
T004465,V09,120,311,65,496
T004466,V07,194,143,40,377
T004467,V12,159,292,45,496
T004468,V07,195,496,158,849
T004469,V03,137,506,48,691
T004470,V06,168,388,67,623
T004471,V07,189,554,105,848
T004472,V04,155,537,34,726
T004473,V05,123,235,27,385
T004474,V09,178,591,29,798
T004475,V07,126,216,66,408
T004476,V08,172,377,16,565
T004477,V01,169,470,34,673
T004478,V05,162,437,66,665
T004479,V08,155,233,11,399
T004480,V10,153,673,43,869
T004481,V04,125,484,51,660
T004482,V09,157,125,51,333
T004483,V06,160,455,58,673
T004484,V10,133,396,48,577
T004485,V01,160,497,17,674
T004486,V10,163,131,30,324
T004487,V07,166,342,70,578
T004488,V12,194,494,10,698
T004489,V10,159,554,25,738
T004490,V05,184,143,66,393
T004491,V01,136,331,19,486
T004492,V07,131,239,125,495
T004493,V06,179,475,15,669
T004494,V03,126,482,15,623
T004495,V10,176,638,31,845
T004496,V11,138,135,46,319
T004497,V12,167,495,61,723
T004498,V06,135,286,69,490
T004499,V04,170,298,51,519
T004500,V11,186,437,65,688
T004501,V05,149,570,34,753
T004502,V02,182,577,48,807
T004503,V08,143,402,10,555
T004504,V12,150,470,52,672
T004505,V03,153,239,59,451
T004506,V08,158,245,30,433
T004507,V10,155,589,67,811
T004508,V02,158,626,63,847
T004509,V08,139,627,25,791
T004510,V06,129,199,58,386
T004511,V05,135,535,42,712
T004512,V12,168,376,36,580
T004513,V08,135,224,15,374
T004514,V12,129,506,65,700
T004515,V05,158,600,37,795
T004516,V12,195,549,57,801
T004517,V08,120,237,27,384
T004518,V01,145,134,28,307
T004519,V03,187,422,51,660
T004520,V09,132,263,65,460
T004521,V01,199,129,37,365
T004522,V10,180,576,51,807
T004523,V09,136,578,38,752
T004524,V11,157,297,46,500
T004525,V11,144,472,10,626
T004526,V11,171,626,59,856
T004527,V05,159,133,58,350
T004528,V11,160,289,23,472
T004529,V04,141,492,38,671
T004530,V12,122,297,36,455
T004531,V06,140,123,63,326
T004532,V03,144,569,23,736
T004533,V05,120,453,53,626
T004534,V08,179,389,10,578
T004535,V08,136,347,37,520
T004536,V09,127,597,23,747
T004537,V07,172,441,54,667
T004538,V06,153,387,47,587
T004539,V10,126,299,30,455
T004540,V04,176,545,16,737
T004541,V05,163,397,39,599
T004542,V08,125,414,26,565
T004543,V03,169,502,58,729
T004544,V12,197,178,61,436
T004545,V09,136,420,44,600
T004546,V06,195,544,52,791
T004547,V05,147,516,60,723
T004548,V12,128,584,35,747
T004549,V01,198,368,62,628
T004550,V04,189,601,54,844
T004551,V12,199,299,51,549
T004552,V08,133,148,16,297
T004553,V08,182,623,62,867
T004554,V07,142,576,87,805
T004555,V08,191,194,26,411
T004556,V10,166,528,11,705
T004557,V02,180,175,25,380
T004558,V12,135,624,43,802
T004559,V04,149,209,34,392
T004560,V10,181,567,49,797
T004561,V08,169,215,11,395
T004562,V08,172,245,63,480
T004563,V07,196,151,48,395
T004564,V02,164,526,22,712
T004565,V09,161,610,68,839
T004566,V07,159,336,107,602
T004567,V01,135,544,41,720
T004568,V09,199,499,39,737
T004569,V07,198,177,123,498
T004570,V04,178,479,24,681
T004571,V01,184,288,58,530
T004572,V01,127,324,12,463
T004573,V09,130,528,67,725
T004574,V02,120,359,23,502
T004575,V08,130,252,30,412
T004576,V01,160,634,38,832
T004577,V07,128,413,152,693
T004578,V06,180,322,12,514
T004579,V01,127,235,61,423
T004580,V06,188,357,42,587
T004581,V01,186,592,26,804
T004582,V08,184,214,21,419
T004583,V03,121,453,23,597
T004584,V03,180,286,44,510
T004585,V08,188,260,64,512
T004586,V08,182,612,66,860
T004587,V03,156,311,58,525
T004588,V12,157,242,64,463
T004589,V08,190,526,17,733
T004590,V08,129,279,16,424
T004591,V02,177,635,50,862
T999615,V08,199,520,26,745
T004593,V01,165,241,14,420
T004594,V02,166,563,14,743
T004595,V08,198,493,21,712
T004596,V08,190,443,65,698
T004597,V11,164,154,55,373
T004598,V10,122,431,39,592
T004599,V04,161,306,51,518
T004600,V10,171,331,51,553
T004601,V05,189,620,41,850
T004602,V10,179,479,68,726
T004603,V03,141,497,19,657
T004604,V10,199,249,36,484
T004605,V04,151,591,42,784
T004606,V11,175,149,40,364
T004607,V11,179,357,59,595
T004608,V04,164,599,60,823
T004609,V01,171,449,24,644
T004610,V06,129,503,58,690
T004611,V11,123,229,51,403
T004612,V10,147,139,12,298
T004613,V07,129,259,149,537
T004614,V04,120,323,59,502
T004615,V03,189,456,36,681
T004616,V01,163,164,52,379
T004617,V01,162,341,13,516
T004618,V01,166,321,35,522
T004619,V07,131,405,95,631
T004620,V07,197,358,130,685
T004621,V09,198,241,69,508
T004622,V04,153,347,68,568
T004623,V11,148,267,45,460
T004624,V10,170,555,23,748
T004625,V06,182,228,64,474
T004626,V04,148,163,37,348
T004627,V09,185,581,30,796
T004628,V01,195,457,54,706
T004629,V05,186,467,69,722
T004630,V05,150,470,31,651
T004631,V06,170,252,47,469
T004632,V05,143,563,48,754
T004633,V06,187,330,40,557
T997704,V10,192,132,42,366
T004635,V02,123,288,15,426
T004636,V07,123,513,95,731
T004637,V08,157,525,36,718
T004638,V05,157,404,52,613
T004639,V11,139,170,16,325
T004640,V06,146,368,69,583
T004641,V07,176,224,198,598
T004642,V05,146,150,12,308
T004643,V05,174,161,58,393
T004644,V09,140,198,31,369
T004645,V02,161,160,67,388
T004646,V07,153,455,178,786
T004647,V11,160,413,35,608
T004648,V09,142,356,59,557
T004649,V03,189,366,40,595
T004650,V12,184,202,35,421
T004651,V06,129,329,55,513
T004652,V06,191,667,49,907
T004653,V02,163,518,45,726
T004654,V07,165,302,90,557
T004655,V09,160,346,15,521
T004656,V06,198,167,30,395
T004657,V02,193,571,54,818
T004658,V11,168,277,40,485
T004659,V07,138,609,48,795
T004660,V09,154,215,29,398
T004661,V11,166,593,31,790
T004662,V08,182,558,20,760
T992247,V10,126,176,31,333
T004664,V12,142,301,62,505
T004665,V09,174,245,39,458
T004666,V02,171,295,56,522
T004667,V07,163,304,75,542
T004668,V06,194,568,41,803
T004669,V02,197,582,54,833
T004670,V11,139,688,24,851
T004671,V06,164,666,25,855
T004672,V01,171,626,21,818
T004673,V07,144,169,97,410
T004674,V11,174,499,52,725
T004675,V02,171,388,22,581
T004676,V09,142,415,66,623
T004677,V11,122,606,25,753
T004678,V04,121,544,29,694
T004679,V12,132,615,32,779
T999820,V03,142,361,61,564
T004681,V08,151,432,55,638
T004682,V01,186,623,22,831
T004683,V11,153,224,37,414
T004684,V11,195,326,47,568
T004685,V05,136,180,42,358
T992101,V11,156,526,38,720
T004687,V08,161,657,29,847
T004688,V01,166,485,46,697
T004689,V04,133,406,30,569
T992030,V02,140,298,56,494
T004691,V02,187,348,43,578
T004692,V02,197,474,18,689
T004693,V01,145,345,57,547
T004694,V05,121,331,45,497
T004695,V10,130,296,10,436
T004696,V09,149,496,24,669
T004697,V05,187,478,46,711
T004698,V02,181,618,37,836
T004699,V08,134,554,61,749
T004700,V07,173,196,165,534
T004701,V03,146,167,55,368
T004702,V06,172,168,31,371
T004703,V12,141,279,49,469
T996804,V10,188,514,41,743
T004705,V11,136,412,42,590
T004706,V07,160,516,109,785
T004707,V02,147,278,17,442
T004708,V12,171,173,37,381
T004709,V12,195,531,54,780
T004710,V04,122,505,45,672
T004711,V06,182,570,32,784
T004712,V07,196,152,181,529
T004713,V09,190,241,57,488
T004714,V05,166,412,24,602
T004715,V12,143,415,14,572
T004716,V06,123,370,20,513
T004717,V09,142,524,39,705
T004718,V03,129,564,41,734
T996767,V10,195,533,50,778
T004720,V05,126,244,48,418
T004721,V11,159,250,29,438
T004722,V07,178,404,87,669
T004723,V08,177,432,36,645
T004724,V01,178,583,13,774
T004725,V12,196,302,60,558
T004726,V09,152,118,16,286
T004727,V07,138,516,62,716
T004728,V10,186,490,36,712
T004729,V11,188,292,25,505
T004730,V09,184,563,34,781
T004731,V09,126,269,16,411
T004732,V10,186,392,53,631
T004733,V02,191,561,29,781
T004734,V05,132,176,42,350
T004735,V05,136,573,21,730
T004736,V02,195,349,10,554
T004737,V12,122,122,48,292
T004738,V11,174,358,15,547
T004739,V07,194,437,185,816
T004740,V06,183,493,26,702
T004741,V03,199,472,59,730
T004742,V07,138,596,184,918
T004743,V04,199,544,64,807
T004744,V04,123,319,11,453
T004745,V11,175,376,43,594
T004746,V11,169,431,23,623
T004747,V04,146,614,59,819
T004748,V05,127,502,56,685
T004749,V06,126,189,19,334
T004750,V09,127,149,51,327
T004751,V06,124,215,65,404
T004752,V01,183,145,54,382
T004753,V08,159,272,28,459
T004754,V11,158,580,19,757
T004755,V04,129,248,31,408
T004756,V07,165,349,92,606
T004757,V11,122,421,47,590
T004758,V03,151,526,38,715
T004759,V05,155,577,48,780
T004760,V04,123,134,12,269
T004761,V10,172,419,20,611
T004762,V09,191,177,38,406
T004763,V01,164,525,34,723
T004764,V12,124,156,25,305
T004765,V11,175,214,36,425
T004766,V10,134,181,27,342
T004767,V09,151,121,57,329
T004768,V06,187,460,41,688
T004769,V11,157,562,63,782
T004770,V05,129,499,29,657
T004771,V03,174,298,30,502
T004772,V03,153,603,16,772
T004773,V07,176,165,88,429
T004774,V10,176,447,57,680
T004775,V11,196,398,45,639
T004776,V12,186,316,44,546
T004777,V11,147,345,34,526
T004778,V10,151,322,31,504
T004779,V03,147,558,58,763
T004780,V02,177,338,52,567
T004781,V02,193,545,14,752
T004782,V08,137,261,52,450
T004783,V08,134,310,50,494
T004784,V03,174,428,61,663
T004785,V05,180,530,11,721
T004786,V09,135,232,33,400
T004787,V07,184,186,131,501
T004788,V06,134,348,40,522
T004789,V08,199,214,38,451
T004790,V05,133,622,57,812
T004791,V04,130,310,53,493
T004792,V06,138,540,29,707
T004793,V10,180,607,59,846
T004794,V10,132,660,42,834
T004795,V06,128,252,57,437
T004796,V04,141,538,37,716
T004797,V04,165,450,20,635
T004798,V02,183,311,64,558
T004799,V03,172,373,22,567
T004800,V06,193,254,20,467
T004801,V09,134,488,67,689
T004802,V08,193,398,31,622
T004803,V03,128,506,61,695
T004804,V03,138,138,30,306
T004805,V03,128,337,46,511
T004806,V07,181,434,62,677
T004807,V02,183,560,18,761
T004808,V07,185,305,147,637
T004809,V05,158,511,33,702
T004810,V10,196,299,51,546
T004811,V09,171,312,17,500
T004812,V11,144,392,12,548
T004813,V01,123,487,14,624
T004814,V03,129,261,62,452
T004815,V11,151,594,47,792
T004816,V06,148,146,64,358
T004817,V02,177,185,47,409
T004818,V06,127,290,35,452
T004819,V03,181,552,41,774
T004820,V11,149,251,11,411
T004821,V05,154,159,38,351
T004822,V03,145,243,61,449
T004823,V12,176,211,34,421
T004824,V06,151,473,39,663
T004825,V04,146,334,55,535
T004826,V04,120,337,43,500
T004827,V03,131,141,49,321
T004828,V03,140,343,57,540
