business_unit,office,vendor,cycle_start,cycle_end,trip_id,contract,slab_name,total_trip_km,trip_cost
pinnacle-Slc,Oakmont Office,Amit Mikhailov Travel,"June 1, 2026, 12:00 AM","June 30, 2026, 12:00 AM",3194305,4Seater,Slab2,13.3,"1,020"
pinnacle-Slc,Willow Bend Campus,Pooja Mikhailov Travel,"June 1, 2026, 12:00 AM","June 30, 2026, 12:00 AM",3325991,DV_Package,null,12.34,988.59
pinnacle-Slc,Willow Bend Campus,Karan Mikhailov Travel,"June 1, 2026, 12:00 AM","June 30, 2026, 12:00 AM",3207285,DV_Package,null,18.66,988.63
pinnacle-Slc,Willow Bend Campus,Sanjay Mikhailov Travel,"June 1, 2026, 12:00 AM","June 30, 2026, 12:00 AM",3181165,DV_Package,null,16.2,"1,318.18"
vanta-Aus,Cedar Ridge Office,Priya Mikhailov Travel,"June 1, 2026, 12:00 AM","June 30, 2026, 12:00 AM",1154979,4S-EV-Z,Medium,0,"1,200"
catalyst-Sac,Santa Clara Office,Divya Mikhailov Travel,"June 1, 2026, 12:00 AM","June 30, 2026, 12:00 AM",1505257,3S_Jan2024_AC,Zone_B,31.9,"1,265.89"
orbit-Slc,Cedar Ridge Office,Anjali Mikhailov Travel,"May 16, 2026, 12:00 AM","May 31, 2026, 12:00 AM",1240248,8SEATER_BTT_2025,0-20,18,"1,260"
vanta-Aus,Cedar Ridge Office,Priya Mikhailov Travel,"June 1, 2026, 12:00 AM","June 30, 2026, 12:00 AM",1176034,6S-HYD,Short,0,"1,227"
vanta-Aus,Cedar Ridge Office,Anjali Mikhailov Travel,"June 1, 2026, 12:00 AM","June 30, 2026, 12:00 AM",1191204,6S-HYD,Short,0,"1,227"
vanta-Aus,Cedar Ridge Office,Sanjay Mikhailov Travel,"June 1, 2026, 12:00 AM","June 30, 2026, 12:00 AM",1191418,4S-HYD,Medium,0,"1,140"
vanta-Aus,Cedar Ridge Office,Meera Pavlov Travel,"June 1, 2026, 12:00 AM","June 30, 2026, 12:00 AM",1156395,4S-HYD,Medium,0,"1,140"
catalyst-Sac,Santa Clara Office,Rohan Mikhailov Travel,"June 1, 2026, 12:00 AM","June 30, 2026, 12:00 AM",1483029,3S_Jan2024_CNG_AC,Zone_B,15.9,"1,237.5"
orbit-Slc,Lakeside Commons,Anjali Mikhailov Travel,"June 1, 2026, 12:00 AM","June 15, 2026, 12:00 AM",1264052,4SEATER_BTT_2025_EV,0 - 20,13.7,960
vanta-Aus,Cedar Ridge Office,Priya Mikhailov Travel,"June 1, 2026, 12:00 AM","June 30, 2026, 12:00 AM",1173730,4S-EV-Z,XLong,0,"1,200"
vanta-Aus,Cedar Ridge Office,Priya Mikhailov Travel,"June 1, 2026, 12:00 AM","June 30, 2026, 12:00 AM",1190902,4S-EV-Z,Medium,0,"1,200"
catalyst-Sac,Santa Clara Office,Vikram Mikhailov Travel,"June 1, 2026, 12:00 AM","June 30, 2026, 12:00 AM",1510126,3S_Jan2024_CNG_AC,Zone_A,3.26,"1,434.38"
orbit-Slc,Lakeside Commons,Rahul Mikhailov Travel,"June 1, 2026, 12:00 AM","June 15, 2026, 12:00 AM",1269989,LVT_4_SEATER_EV,Slab-0-20,15.91,"1,335"
catalyst-Sac,Santa Clara Office,Rohan Mikhailov Travel,"June 1, 2026, 12:00 AM","June 30, 2026, 12:00 AM",1487233,3S_Jan2024_CNG_AC,Zone_B,25.2,"1,856.25"
catalyst-Sac,Santa Clara Office,Rohan Mikhailov Travel,"June 1, 2026, 12:00 AM","June 30, 2026, 12:00 AM",1500534,3S_Jan2024_CNG_AC,Zone_B,17.1,"1,856.25"
orbit-Slc,Lakeside Commons,Rahul Mikhailov Travel,"June 1, 2026, 12:00 AM","June 15, 2026, 12:00 AM",1262397,8Seater-LVT-July,31-above,39.85,"2,482.5"
catalyst-Sac,Fairview Commons,Priya Mikhailov Travel,"June 1, 2026, 12:00 AM","June 30, 2026, 12:00 AM",1514727,3S_Jan2024_CNG_AC,Zone_C,33.1,"1,473.75"
catalyst-Sac,Fairview Commons,Arjun Mikhailov Travel,"June 1, 2026, 12:00 AM","June 30, 2026, 12:00 AM",1515080,3S_Jan2024_CNG_AC,Zone_A,8.8,"1,434.38"
vanta-Aus,Cedar Ridge Office,Priya Mikhailov Travel,"June 1, 2026, 12:00 AM","June 30, 2026, 12:00 AM",1177196,4S-EV-Z,Long,0,"1,200"
orbit-Slc,Lakeside Commons,Rahul Mikhailov Travel,"June 16, 2026, 12:00 AM","June 30, 2026, 12:00 AM",1285910,8Seater-LVT-July,21-30,29.65,"1,372.5"
catalyst-Sac,Santa Clara Office,Rohan Mikhailov Travel,"June 1, 2026, 12:00 AM","June 30, 2026, 12:00 AM",1481716,3S_Jan2024_CNG_AC,Zone_A,8.07,"1,434.38"
catalyst-Sac,Santa Clara Office,Vikram Mikhailov Travel,"June 1, 2026, 12:00 AM","June 30, 2026, 12:00 AM",1481415,3S_Jan2024_CNG_AC,Zone_B,26.89,"1,856.25"
pinnacle-Slc,Willow Bend Campus,Rahul Morozov Travel,"June 1, 2026, 12:00 AM","June 30, 2026, 12:00 AM",3174664,EV_Package,null,10.3,"1,670.46"
pinnacle-Slc,Willow Bend Campus,Aarav Mikhailov Travel,"June 1, 2026, 12:00 AM","June 30, 2026, 12:00 AM",3187277,DV_Package,null,23.9,"1,318.18"
pinnacle-Slc,Clearwater Campus,Divya Sokolov Travel,"June 1, 2026, 12:00 AM","June 30, 2026, 12:00 AM",3246293,4Seater,Slab1,7.7,915
pinnacle-Slc,Clearwater Campus,Karan Mikhailov Travel,"June 1, 2026, 12:00 AM","June 30, 2026, 12:00 AM",3307981,4Seater,Slab3,21.8,"1,743.75"
pinnacle-Slc,Oakmont Office,Rahul Mikhailov Travel,"June 1, 2026, 12:00 AM","June 30, 2026, 12:00 AM",3312815,4Seater,Slab3,24.3,"1,743.75"
pinnacle-Slc,Willow Bend Campus,Rahul Morozov Travel,"July 1, 2026, 12:00 AM","July 31, 2026, 12:00 AM",3352370,4Seater,Slab2,18.8,"1,020"
pinnacle-Slc,Clearwater Campus,Divya Sokolov Travel,"July 1, 2026, 12:00 AM","July 31, 2026, 12:00 AM",3409488,6Seater,Slab1,4.5,"1,140"
pinnacle-Slc,Willow Bend Campus,Rohan Mikhailov Travel,"July 1, 2026, 12:00 AM","July 31, 2026, 12:00 AM",3385053,4Seater,Slab1,9.9,915
pinnacle-Slc,Clearwater Campus,Divya Sokolov Travel,"July 1, 2026, 12:00 AM","July 31, 2026, 12:00 AM",3463926,4Seater,Slab3,25.7,"1,260"
pinnacle-Slc,Willow Bend Campus,Sanjay Mikhailov Travel,"July 1, 2026, 12:00 AM","July 31, 2026, 12:00 AM",3370500,4Seater,Slab3,20.51,"1,162.5"
pinnacle-Slc,Oakmont Office,Karan Mikhailov Travel,"July 1, 2026, 12:00 AM","July 31, 2026, 12:00 AM",3472524,4Seater,Slab1,8.2,915
pinnacle-Slc,Clearwater Campus,Karan Mikhailov Travel,"July 1, 2026, 12:00 AM","July 31, 2026, 12:00 AM",3335066,4Seater,Slab2,10.81,"1,020"
pinnacle-Slc,Oakmont Office,Rahul Morozov Travel,"July 1, 2026, 12:00 AM","July 31, 2026, 12:00 AM",3472993,4Seater,Slab2,16.21,"1,020"
pinnacle-Slc,Willow Bend Campus,Karan Mikhailov Travel,"July 1, 2026, 12:00 AM","July 31, 2026, 12:00 AM",3472057,4Seater,Slab1,7.72,915
pinnacle-Slc,Willow Bend Campus,Arjun Mikhailov Travel,"July 1, 2026, 12:00 AM","July 31, 2026, 12:00 AM",3472285,DV_Package,null,8.9,"1,260.87"
pinnacle-Slc,Willow Bend Campus,Divya Sokolov Travel,"July 1, 2026, 12:00 AM","July 31, 2026, 12:00 AM",3482304,DV_Package,null,33.4,"1,260.84"
vanta-Aus,Cedar Ridge Office,Meera Pavlov Travel,"July 1, 2026, 12:00 AM","July 31, 2026, 12:00 AM",1234137,6S-HYD,Medium,0,"1,683.87"
orbit-Slc,Cedar Ridge Office,Anjali Mikhailov Travel,"July 1, 2026, 12:00 AM","July 15, 2026, 12:00 AM",1324633,4SEATER_BTT_2025,21-30,27,"1,110"
orbit-Slc,Cedar Ridge Office,Anjali Mikhailov Travel,"July 16, 2026, 12:00 AM","July 31, 2026, 12:00 AM",1363649,4SEATER_BTT_2025,0-20,16.6,960
orbit-Slc,Eastgate Office,Rohan Mikhailov Travel,"July 16, 2026, 12:00 AM","July 31, 2026, 12:00 AM",1361435,NPT4_SEATER_EV,Slab 1,26.33,"1,342.5"
orbit-Slc,Eastgate Office,Rohan Mikhailov Travel,"July 16, 2026, 12:00 AM","July 31, 2026, 12:00 AM",1347834,NPT_4_SEATER,Slab1,24.13,"1,170"
orbit-Slc,Lakeside Commons,Rahul Mikhailov Travel,"July 16, 2026, 12:00 AM","July 31, 2026, 12:00 AM",1360415,4Seater-LVT-July,0-20,16.64,885
vanta-Sea,Denver Office,Anjali Mikhailov Travel,"June 1, 2026, 12:00 AM","June 30, 2026, 12:00 AM",4975009,6S-EV-HTK,Medium,20.7,"1,875"
vanta-Sea,Denver Office,Aarav Mikhailov Travel,"June 1, 2026, 12:00 AM","June 30, 2026, 12:00 AM",4955355,BUS-ORRNEW-SML,null,0,"2,089.99"
vanta-Sea,Denver Office,Isha Mikhailov Travel,"June 1, 2026, 12:00 AM","June 30, 2026, 12:00 AM",4977272,6S-150ORRNEW,Medium,0,"1,798.17"
vanta-Sea,Denver Office,Anjali Mikhailov Travel,"June 1, 2026, 12:00 AM","June 30, 2026, 12:00 AM",4995705,6S-150ORRNEW,Medium,0,"1,798.17"
vanta-Sea,Denver Office,Priya Mikhailov Travel,"June 1, 2026, 12:00 AM","June 30, 2026, 12:00 AM",4997462,4S-150ORRNEW,Long,0,"1,613.25"
vanta-Sea,Denver Office,Anjali Mikhailov Travel,"June 1, 2026, 12:00 AM","June 30, 2026, 12:00 AM",4976691,4S-EV-Z,Short,0,"1,275"
vanta-Sea,Denver Office,Isha Mikhailov Travel,"May 1, 2026, 12:00 AM","May 31, 2026, 12:00 AM",4833589,6S-150ORRNEW,Medium,0,"1,798.17"
vanta-Sea,Denver Office,Sanjay Mikhailov Travel,"May 1, 2026, 12:00 AM","May 31, 2026, 12:00 AM",4877483,4S-EV-Z,Medium,0,"1,275"
vanta-Sea,Denver Office,Sanjay Mikhailov Travel,"May 1, 2026, 12:00 AM","May 31, 2026, 12:00 AM",4863216,4S-EV-Z,Medium,0,"1,275"
vanta-Sea,Denver Office,Priya Mikhailov Travel,"June 1, 2026, 12:00 AM","June 30, 2026, 12:00 AM",4917580,4S-EV-Z,Long,0,"1,275"
vanta-Sea,Denver Office,Sanjay Mikhailov Travel,"May 1, 2026, 12:00 AM","May 31, 2026, 12:00 AM",4819867,4S-EV-Z,Medium,0,"1,275"
vanta-Sea,Denver Office,Anjali Mikhailov Travel,"June 1, 2026, 12:00 AM","June 30, 2026, 12:00 AM",4903258,4S-150ORRNEW,Medium,0,"1,365.5"
vanta-Sea,Denver Office,Isha Mikhailov Travel,"June 1, 2026, 12:00 AM","June 30, 2026, 12:00 AM",4978726,4S-EV-Z,Short,0,"1,275"
vanta-Sea,Denver Office,Aarav Petrov Travel,"June 1, 2026, 12:00 AM","June 30, 2026, 12:00 AM",4970204,BUS-ORRNEW-TT,null,0,"2,077.32"
vanta-Sea,Denver Office,Aarav Petrov Travel,"June 1, 2026, 12:00 AM","June 30, 2026, 12:00 AM",4982887,4S-150ORRNEW,Medium,0,"1,365.5"
vanta-Sea,Denver Office,Isha Mikhailov Travel,"May 1, 2026, 12:00 AM","May 31, 2026, 12:00 AM",4825321,BUS-ORRNEW-TT,null,0,902.76
vanta-Sea,Denver Office,Anjali Mikhailov Travel,"May 1, 2026, 12:00 AM","May 31, 2026, 12:00 AM",4874551,BUS-ORRNEW-SML,null,0,"3,234.66"
vanta-Sea,Denver Office,Priya Mikhailov Travel,"June 1, 2026, 12:00 AM","June 30, 2026, 12:00 AM",4925512,4S-150ORRNEW,Medium,0,"1,365.5"
vanta-Sea,Denver Office,Priya Mikhailov Travel,"May 1, 2026, 12:00 AM","May 31, 2026, 12:00 AM",4825862,4S-150ORRNEW,Long,0,"1,613.25"
vanta-Sea,Denver Office,Aarav Mikhailov Travel,"May 1, 2026, 12:00 AM","May 31, 2026, 12:00 AM",4874760,4S-150ORRNEW,Medium,0,"1,365.5"
vanta-Sea,Denver Office,Priya Mikhailov Travel,"June 1, 2026, 12:00 AM","June 30, 2026, 12:00 AM",4959153,4S-EV-Z,Medium,0,"1,275"
vanta-Sea,Denver Office,Isha Mikhailov Travel,"May 1, 2026, 12:00 AM","May 31, 2026, 12:00 AM",4839392,4S-150ORRNEW,Long,0,"1,613.25"
vanta-Sea,Denver Office,Anjali Mikhailov Travel,"June 1, 2026, 12:00 AM","June 30, 2026, 12:00 AM",4951247,4S-150ORRNEW,Medium,0,"1,365.5"
vanta-Sea,Denver Office,Isha Mikhailov Travel,"June 1, 2026, 12:00 AM","June 30, 2026, 12:00 AM",4987622,4S-150ORRNEW,Medium,0,"1,365.5"
vanta-Sea,Denver Office,Aarav Mikhailov Travel,"May 1, 2026, 12:00 AM","May 31, 2026, 12:00 AM",4831671,4S-EV-Z,Medium,0,"1,275"
vanta-Sea,Denver Office,Sanjay Mikhailov Travel,"June 1, 2026, 12:00 AM","June 30, 2026, 12:00 AM",4953203,6S-150ORRNEW,Long,0,"2,116.01"
vanta-Sea,Denver Office,Priya Mikhailov Travel,"May 1, 2026, 12:00 AM","May 31, 2026, 12:00 AM",4855735,4S-150ORRNEW,Short,0,"1,057.75"
vanta-Sea,Denver Office,Aarav Petrov Travel,"June 1, 2026, 12:00 AM","June 30, 2026, 12:00 AM",4979992,4S-EV-Z,Medium,0,"1,275"
vanta-Sea,Denver Office,Sanjay Mikhailov Travel,"May 1, 2026, 12:00 AM","May 31, 2026, 12:00 AM",4870016,4S-150ORRNEW,Long,0,"1,613.25"
vanta-Sea,Denver Office,Priya Mikhailov Travel,"June 1, 2026, 12:00 AM","June 30, 2026, 12:00 AM",4993335,4S-150ORRNEW,Short,0,"1,057.75"
vanta-Sea,Denver Office,Aarav Petrov Travel,"May 1, 2026, 12:00 AM","May 31, 2026, 12:00 AM",4845450,4S-150ORRNEW,Long,0,"1,613.25"
vanta-Sea,Denver Office,Anjali Mikhailov Travel,"May 1, 2026, 12:00 AM","May 31, 2026, 12:00 AM",4851104,6S-150ORRNEW,Medium,0,"1,798.17"
vanta-Sea,Denver Office,Isha Mikhailov Travel,"June 1, 2026, 12:00 AM","June 30, 2026, 12:00 AM",4929656,4S-150ORRNEW,Short,0,"1,057.75"
vanta-Sea,Denver Office,Sanjay Mikhailov Travel,"May 1, 2026, 12:00 AM","May 31, 2026, 12:00 AM",4817299,BUS-ORRNEW-TT,null,0,941.76
vanta-Sea,Denver Office,Priya Mikhailov Travel,"May 1, 2026, 12:00 AM","May 31, 2026, 12:00 AM",4842401,6S-150ORRNEW,Long,0,"2,116.01"
vanta-Sea,Denver Office,Priya Mikhailov Travel,"June 1, 2026, 12:00 AM","June 30, 2026, 12:00 AM",4972993,BUS-ORRNEW-TT,null,0,"2,529.75"
vanta-Sea,Denver Office,Sanjay Mikhailov Travel,"June 1, 2026, 12:00 AM","June 30, 2026, 12:00 AM",4921883,4S-150ORRNEW,Short,0,"1,057.75"
vanta-Sea,Denver Office,Aarav Mikhailov Travel,"May 1, 2026, 12:00 AM","May 31, 2026, 12:00 AM",4822791,4S-EV-Z,Medium,0,"1,275"
vanta-Sea,Denver Office,Aarav Mikhailov Travel,"June 1, 2026, 12:00 AM","June 30, 2026, 12:00 AM",4901587,BUS-ORRNEW-TT,null,0,"1,444.88"
vanta-Sea,Denver Office,Sanjay Mikhailov Travel,"June 1, 2026, 12:00 AM","June 30, 2026, 12:00 AM",4974534,6S-150ORRNEW,Long,0,"2,116.01"
vanta-Sea,Denver Office,Aarav Mikhailov Travel,"May 1, 2026, 12:00 AM","May 31, 2026, 12:00 AM",4872494,4S-150ORRNEW,Medium,0,"1,365.5"
vanta-Sea,Denver Office,Priya Mikhailov Travel,"June 1, 2026, 12:00 AM","June 30, 2026, 12:00 AM",4987382,6S-150ORRNEW,Long,0,"2,116.01"
vanta-Sea,Denver Office,Isha Mikhailov Travel,"July 1, 2026, 12:00 AM","July 31, 2026, 12:00 AM",5006942,4S-150ORRNEW,Short,0,"1,077.27"
vanta-Sea,Denver Office,Isha Mikhailov Travel,"May 1, 2026, 12:00 AM","May 31, 2026, 12:00 AM",4867310,6S-150ORRNEW,Long,0,"2,116.01"
vanta-Sea,Denver Office,Aarav Mikhailov Travel,"July 1, 2026, 12:00 AM","July 31, 2026, 12:00 AM",5098426,6S-150ORRNEW,Short,0,"1,416.36"
vanta-Sea,Pinecrest Office,Meera Lebedev Travel,"July 1, 2026, 12:00 AM","July 31, 2026, 12:00 AM",5086347,6S-PREMIUMNEW,null,47.3,"1,450.57"
vanta-Sea,Denver Office,Aarav Petrov Travel,"July 1, 2026, 12:00 AM","July 31, 2026, 12:00 AM",5010819,4S-150ORRNEW,Short,0,"1,077.27"
vanta-Sea,Denver Office,Aarav Petrov Travel,"July 1, 2026, 12:00 AM","July 31, 2026, 12:00 AM",5032827,6S-150ORRNEW,Long,0,"2,194.1"
vanta-Sea,Denver Office,Sanjay Mikhailov Travel,"July 1, 2026, 12:00 AM","July 31, 2026, 12:00 AM",5027218,4S-150ORRNEW,Medium,0,"1,404.56"
vanta-Sea,Denver Office,Sanjay Mikhailov Travel,"July 1, 2026, 12:00 AM","July 31, 2026, 12:00 AM",5085596,6S-150ORRNEW,Medium,0,"1,850.24"
vanta-Sea,Denver Office,Priya Mikhailov Travel,"July 1, 2026, 12:00 AM","July 31, 2026, 12:00 AM",5073789,4S-150ORRNEW,Medium,0,"1,404.56"
vanta-Sea,Denver Office,Sanjay Mikhailov Travel,"July 1, 2026, 12:00 AM","July 31, 2026, 12:00 AM",5033524,4S-EV-Z,Long,0,"1,275"
vanta-Sea,Denver Office,Priya Mikhailov Travel,"July 1, 2026, 12:00 AM","July 31, 2026, 12:00 AM",5094006,6S-150ORRNEW,Short,0,"1,416.36"
vanta-Sea,Denver Office,Sanjay Mikhailov Travel,"July 1, 2026, 12:00 AM","July 31, 2026, 12:00 AM",5096680,4S-EV-Z,Short,0,"1,275"
vanta-Sea,Denver Office,Aarav Petrov Travel,"July 1, 2026, 12:00 AM","July 31, 2026, 12:00 AM",5093439,4S-EV-Z,Medium,0,"1,275"
vanta-Sea,Denver Office,Karan Mikhailov Travel,"July 1, 2026, 12:00 AM","July 31, 2026, 12:00 AM",5042753,4S-WOW150ORRNEW,null,0,"2,603.31"
vanta-Sea,Denver Office,Sanjay Mikhailov Travel,"July 1, 2026, 12:00 AM","July 31, 2026, 12:00 AM",5029953,6S-150ORRNEW,Long,0,"2,194.1"
vanta-Sea,Denver Office,Priya Mikhailov Travel,"July 1, 2026, 12:00 AM","July 31, 2026, 12:00 AM",5097249,4S-150ORRNEW,Medium,0,"1,404.56"
vanta-Sea,Denver Office,Priya Mikhailov Travel,"July 1, 2026, 12:00 AM","July 31, 2026, 12:00 AM",5097874,4S-150ORRNEW,Short,0,"1,077.27"
vanta-Sea,Denver Office,Aarav Mikhailov Travel,"July 1, 2026, 12:00 AM","July 31, 2026, 12:00 AM",5069445,4S-EV-Z,Short,0,"1,275"
vanta-Sea,Denver Office,Priya Mikhailov Travel,"July 1, 2026, 12:00 AM","July 31, 2026, 12:00 AM",5094487,BUS-ORRNEW-SML,null,0,"2,208.01"
vanta-Sea,Denver Office,Anjali Mikhailov Travel,"July 1, 2026, 12:00 AM","July 31, 2026, 12:00 AM",5021617,4S-EV-Z,Short,0,"1,275"
vanta-Sea,Denver Office,Aarav Mikhailov Travel,"July 1, 2026, 12:00 AM","July 31, 2026, 12:00 AM",5018191,4S-150ORRNEW,Medium,0,"1,404.56"
vanta-Sea,Denver Office,Isha Mikhailov Travel,"July 1, 2026, 12:00 AM","July 31, 2026, 12:00 AM",5089557,4S-150ORRNEW,Medium,0,"1,404.56"
pinnacle-Slc,Clearwater Campus,Divya Sokolov Travel,"May 1, 2026, 12:00 AM","May 31, 2026, 12:00 AM",3076440,4Seater,Slab1,5,915
pinnacle-Slc,Oakmont Office,Rohan Mikhailov Travel,"May 1, 2026, 12:00 AM","May 31, 2026, 12:00 AM",3062530,4Seater,Slab2,10.61,"1,020"
pinnacle-Slc,Willow Bend Campus,Rahul Orlov Travel,"May 1, 2026, 12:00 AM","May 31, 2026, 12:00 AM",3164396,DV_Package,null,7.2,"1,144.74"
pinnacle-Slc,Clearwater Campus,Rohan Mikhailov Travel,"May 1, 2026, 12:00 AM","May 31, 2026, 12:00 AM",3081037,4Seater,Slab1,2.7,915
pinnacle-Slc,Willow Bend Campus,Rahul Morozov Travel,"May 1, 2026, 12:00 AM","May 31, 2026, 12:00 AM",3091493,4Seater,Slab1,6.53,915
pinnacle-Slc,Oakmont Office,Arjun Mikhailov Travel,"May 1, 2026, 12:00 AM","May 31, 2026, 12:00 AM",3066235,4Seater,Slab2,15.1,"1,020"
pinnacle-Slc,Clearwater Campus,Divya Sokolov Travel,"May 1, 2026, 12:00 AM","May 31, 2026, 12:00 AM",3140240,6Seater,Slab4,33,"1,687.5"
pinnacle-Slc,Willow Bend Campus,Karan Mikhailov Travel,"May 1, 2026, 12:00 AM","May 31, 2026, 12:00 AM",3066009,DV_Package,null,16.6,"1,526.31"
pinnacle-Slc,Oakmont Office,Sanjay Mikhailov Travel,"May 1, 2026, 12:00 AM","May 31, 2026, 12:00 AM",3168484,4Seater,Slab1,7.9,915
pinnacle-Slc,Willow Bend Campus,Rahul Mikhailov Travel,"May 1, 2026, 12:00 AM","May 31, 2026, 12:00 AM",3124522,4Seater,Slab3,22,"1,162.5"
pinnacle-Slc,Oakmont Office,Pooja Mikhailov Travel,"May 1, 2026, 12:00 AM","May 31, 2026, 12:00 AM",3153676,4Seater,Slab2,20.37,"1,530"
pinnacle-Slc,Clearwater Campus,Divya Sokolov Travel,"May 1, 2026, 12:00 AM","May 31, 2026, 12:00 AM",3167562,4Seater,Slab3,24.14,"1,162.5"
pinnacle-Slc,Clearwater Campus,Divya Mikhailov Travel,"May 1, 2026, 12:00 AM","May 31, 2026, 12:00 AM",3059680,DV_Package,null,6,"1,526.31"
pinnacle-Slc,Willow Bend Campus,Karan Mikhailov Travel,"May 1, 2026, 12:00 AM","May 31, 2026, 12:00 AM",3055277,4Seater,Slab1,3.8,915
pinnacle-Slc,Clearwater Campus,Rohan Mikhailov Travel,"May 1, 2026, 12:00 AM","May 31, 2026, 12:00 AM",3128592,6Seater,Slab1,6.1,"1,140"
pinnacle-Slc,Willow Bend Campus,Divya Mikhailov Travel,"May 1, 2026, 12:00 AM","May 31, 2026, 12:00 AM",3157353,4Seater,Slab2,12.6,"1,020"
pinnacle-Slc,Willow Bend Campus,Sanjay Mikhailov Travel,"May 1, 2026, 12:00 AM","May 31, 2026, 12:00 AM",3079439,DV_Package,null,18.3,"1,526.31"
pinnacle-Slc,Willow Bend Campus,Karan Mikhailov Travel,"May 1, 2026, 12:00 AM","May 31, 2026, 12:00 AM",3078932,DV_Package,null,19.3,"1,526.31"
pinnacle-Slc,Oakmont Office,Rahul Morozov Travel,"May 1, 2026, 12:00 AM","May 31, 2026, 12:00 AM",3098491,4Seater,Slab2,10.6,"1,530"
pinnacle-Slc,Oakmont Office,Divya Mikhailov Travel,"May 1, 2026, 12:00 AM","May 31, 2026, 12:00 AM",3068434,4Seater,Slab1,8.9,915
pinnacle-Slc,Willow Bend Campus,Karan Mikhailov Travel,"May 1, 2026, 12:00 AM","May 31, 2026, 12:00 AM",3093278,4Seater,Slab2,20.15,"1,020"
pinnacle-Slc,Clearwater Campus,Sanjay Mikhailov Travel,"May 1, 2026, 12:00 AM","May 31, 2026, 12:00 AM",3127946,4Seater,Slab2,18.74,"1,020"
pinnacle-Slc,Clearwater Campus,Divya Sokolov Travel,"May 1, 2026, 12:00 AM","May 31, 2026, 12:00 AM",3122554,4Seater,Slab4,31.69,"1,290"
pinnacle-Slc,Clearwater Campus,Rohan Mikhailov Travel,"May 1, 2026, 12:00 AM","May 31, 2026, 12:00 AM",3122766,6Seater,Slab3,22.56,"1,500"
pinnacle-Slc,Willow Bend Campus,Aarav Mikhailov Travel,"May 1, 2026, 12:00 AM","May 31, 2026, 12:00 AM",3097539,4Seater,Slab1,7.8,915
pinnacle-Slc,Clearwater Campus,Amit Volkov Travel,"May 1, 2026, 12:00 AM","May 31, 2026, 12:00 AM",3057748,DV_Package,null,5.6,"1,144.74"
pinnacle-Slc,Clearwater Campus,Karan Mikhailov Travel,"May 1, 2026, 12:00 AM","May 31, 2026, 12:00 AM",3102388,DV_Package,null,12.3,"1,526.31"
pinnacle-Slc,Clearwater Campus,Divya Mikhailov Travel,"May 1, 2026, 12:00 AM","May 31, 2026, 12:00 AM",3102819,4Seater,Slab2,12.61,"1,020"
pinnacle-Slc,Willow Bend Campus,Karan Mikhailov Travel,"May 1, 2026, 12:00 AM","May 31, 2026, 12:00 AM",3131924,4Seater,Slab2,20.4,"1,530"
pinnacle-Slc,Oakmont Office,Divya Sokolov Travel,"June 1, 2026, 12:00 AM","June 30, 2026, 12:00 AM",3218979,4Seater,Slab1,5.81,915
pinnacle-Slc,Clearwater Campus,Pooja Mikhailov Travel,"June 1, 2026, 12:00 AM","June 30, 2026, 12:00 AM",3289691,4Seater,Slab2,12,"1,020"
pinnacle-Slc,Clearwater Campus,Amit Volkov Travel,"June 1, 2026, 12:00 AM","June 30, 2026, 12:00 AM",3269598,4Seater,Slab1,10.3,915
pinnacle-Slc,Willow Bend Campus,Arjun Mikhailov Travel,"June 1, 2026, 12:00 AM","June 30, 2026, 12:00 AM",3281177,4Seater,Slab2,16.45,"1,020"
vanta-Aus,Cedar Ridge Office,Meera Pavlov Travel,"June 1, 2026, 12:00 AM","June 30, 2026, 12:00 AM",1182856,4S-EV-Z,Medium,0,"1,200"
catalyst-Sac,Santa Clara Office,Vikram Mikhailov Travel,"July 1, 2026, 12:00 AM","July 31, 2026, 12:00 AM",1546329,3S_Jan2024_CNG_AC,Zone_A,5.23,"1,440"
catalyst-Sac,Redwood City Center,Aarav Mikhailov Travel,"July 1, 2026, 12:00 AM","July 31, 2026, 12:00 AM",1558833,3S_Jan2024_CNG_AC,Zone_C,28.4,"1,485"
catalyst-Sac,Santa Clara Office,Vikram Mikhailov Travel,"July 1, 2026, 12:00 AM","July 31, 2026, 12:00 AM",1548800,3S_Jan2024_CNG_AC,Zone_B,26,"1,867.5"
vanta-Aus,Cedar Ridge Office,Sneha Mikhailov Travel,"July 1, 2026, 12:00 AM","July 31, 2026, 12:00 AM",1237612,6S-HYD,Medium,0,"1,683.87"
orbit-Slc,Cedar Ridge Office,Anjali Mikhailov Travel,"July 1, 2026, 12:00 AM","July 15, 2026, 12:00 AM",1324387,4SEATER_BTT_2025,21-30,21.6,"1,110"
vanta-Aus,Cedar Ridge Office,Anjali Mikhailov Travel,"July 1, 2026, 12:00 AM","July 31, 2026, 12:00 AM",1250116,6S-HYD,Short,0,"1,254.43"
vanta-Aus,Cedar Ridge Office,Sneha Mikhailov Travel,"July 1, 2026, 12:00 AM","July 31, 2026, 12:00 AM",1205925,4S-HYD,Short,0,968.58
vanta-Aus,Cedar Ridge Office,Anjali Mikhailov Travel,"July 1, 2026, 12:00 AM","July 31, 2026, 12:00 AM",1229794,4S-HYD,Medium,0,"1,181.14"
orbit-Slc,Eastgate Office,Rohan Mikhailov Travel,"July 1, 2026, 12:00 AM","July 15, 2026, 12:00 AM",1318490,NPT_4_SEATER,Slab1,25.9,"1,170"
