business_unit,office,product_type,trip_date,shift_type,trip_id,planned_pickup_epoch,planned_drop_epoch,actual_pickup_epoch,actual_drop_epoch,planned_km,traveled_km,stwid,signintype,gender,emp_role,boarding_status,not_boarding_reason,is_no_show
pinnacle-Slc,Oakmont Office,CAB,2026-05-15,15:30,3110758,1778859000.0,1778860980.0,1778858843.0,1778860890.0,9.731578,11.308563232421877,177490,Planned,MALE,projectmgr,Boarded,,False
pinnacle-Slc,Willow Bend Campus,CAB,2026-06-24,08:30,3294602,1782288120.0,1782289500.0,1782288107.0,1782288863.0,3.697844,4.8436126708984375,651765,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Willow Bend Campus,CAB,2026-05-27,09:00,3160994,1779870180.0,1779872100.0,1779870721.0,1779875056.0,16.654,14.810531616210938,151445,Planned,MALE,employee,Boarded,,False
vanta-Sea,Denver Office,CAB,2026-06-27,17:16,4991850,1782581460.0,1782582900.0,1782580450.0,1782583602.0,15.947,16.13347816467285,338495,Planned,FEMALE,employee,Boarded,,False
vanta-Sea,Denver Office,CAB,2026-06-09,17:16,4928258,1781026260.0,1781027160.0,1781025043.0,1781028446.0,7.891,7.0568413734436035,494985,Planned,FEMALE,employee,Boarded,,False
vanta-Aus,Cedar Ridge Office,CAB,2026-06-05,21:15,1158766,1780695000.0,1780695720.0,1780693608.0,1780694864.0,4.76,0.0507993847131729,386120,Planned,MALE,employee,Boarded,,False
vanta-Sea,Denver Office,BUS,2026-06-03,11:00,4908690,1780480680.0,1780483500.0,1780480795.0,1780485612.0,9.747599,10.569936752319336,141240,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Oakmont Office,CAB,2026-07-16,09:00,3404417,1784189820.0,1784192100.0,1784189516.0,1784192259.0,8.066,7.512349128723144,430765,Planned,MALE,employee,Boarded,,False
orbit-Slc,Cedar Ridge Office,BUS,2026-06-29,11:00,1303049,1782725400.0,1782729900.0,1782725689.0,1782728422.0,2.657154,5.386685371398926,184720,Planned,FEMALE,employee,Boarded,,False
orbit-Slc,Cedar Ridge Office,BUS,2026-05-26,15:30,1248045,1779810300.0,1779814500.0,1779809869.0,1779816424.0,22.069382,25.150972366333008,80075,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Willow Bend Campus,CAB,2026-05-15,05:30,3110459,1778821620.0,1778822700.0,1778821276.0,1778822476.0,0.0,7.635377407073975,501070,Planned,MALE,escort,Boarded,,False
vanta-Sea,Denver Office,BUS,2026-06-10,12:00,4931023,1781088420.0,1781091900.0,1781088250.0,1781094221.0,20.352354,20.164581298828125,38300,Planned,MALE,projectmgr,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-05-04,10:30,3054411,1777888380.0,1777890300.0,,,7.216,0.0,111365,,FEMALE,employee,Not Boarded,TRIP_CANCELLED_FROM_DASHBOARD,False
pinnacle-Slc,Clearwater Campus,CAB,2026-07-08,09:00,3362080,1783498800.0,1783500900.0,,,8.191,0.0,558805,,MALE,employee,Not Boarded,NO_SHOW,True
vanta-Sea,Denver Office,CAB,2026-05-18,18:16,4860628,1779129060.0,1779130440.0,1779127804.0,1779131908.0,12.45,10.055920600891112,383550,Planned,MALE,employee,Boarded,,False
vanta-Sea,Denver Office,BUS,2026-07-27,16:16,5086849,1785168960.0,1785171660.0,1785169006.0,1785175004.0,29.446,23.64165496826172,56390,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Willow Bend Campus,CAB,2026-07-03,08:30,3343456,1783065660.0,1783067100.0,1783065758.0,1783066970.0,5.661,4.900954723358154,595930,Planned,FEMALE,employee,Boarded,,False
vanta-Sea,Denver Office,BUS,2026-07-01,14:00,5003230,1782912180.0,1782913500.0,1782911645.0,1782914689.0,7.0853467,6.412365436553955,429270,Planned,FEMALE,employee,Boarded,,False
vanta-Sea,Denver Office,CAB,2026-06-09,17:16,4928258,1781026260.0,1781027160.0,1781025415.0,1781028692.0,9.45526,8.03894329071045,101995,Planned,FEMALE,projectmgr,Boarded,,False
vanta-Sea,Denver Office,BUS,2026-06-03,11:00,4908690,1780480920.0,1780483500.0,,,8.795551,0.0,414360,,FEMALE,employee,Not Boarded,NO_SHOW,True
orbit-Slc,Eastgate Office,CAB,2026-06-15,06:30,1278632,,,1781499122.0,1781503569.0,0.0,18.175586700439453,270155,Adhoc,MALE,escort,Boarded,,False
vanta-Aus,Cedar Ridge Office,CAB,2026-05-25,21:15,1139117,,,1779743429.0,1779746043.0,0.0,14.80825901031494,313875,Adhoc,MALE,escort,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-07-16,08:30,3402139,1784186820.0,1784190300.0,1784187189.0,1784190580.0,17.705,21.0755615234375,164460,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Willow Bend Campus,CAB,2026-05-05,07:30,3062072,1777962600.0,1777965900.0,1777962793.0,1777965744.0,25.24,24.155603408813477,87460,Planned,MALE,employee,Boarded,,False
vanta-Aus,Cedar Ridge Office,CAB,2026-07-27,20:15,1251150,,,1785182962.0,1785189556.0,0.0,32.70759582519531,375650,Adhoc,MALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-07-22,09:00,3428918,1784707740.0,1784710500.0,,,10.043,0.0,531415,,MALE,employee,Not Boarded,TRIP_CANCELLED_FROM_DASHBOARD,False
pinnacle-Slc,Clearwater Campus,CAB,2026-07-14,09:30,3389708,1784019660.0,1784021100.0,1784019741.0,1784021080.0,4.677,4.167669296264648,175350,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-05-04,15:00,3057519,1777906800.0,1777908480.0,1777907332.0,1777909227.0,12.063,12.276673316955566,128380,Planned,MALE,projectmgr,Boarded,,False
vanta-Aus,Cedar Ridge Office,CAB,2026-06-05,21:15,1158766,,,1780694048.0,1780695491.0,0.0,2.9574601650238037,130375,Adhoc,MALE,escort,Boarded,,False
orbit-Slc,Lakeside Commons,BUS,2026-06-22,15:00,1290274,1782133800.0,1782139500.0,1782133979.0,1782138744.0,22.630041,22.72079086303711,192735,Planned,FEMALE,employee,Boarded,,False
catalyst-Sac,Santa Clara Office,CAB,2026-07-02,19:00,1519998,1783019700.0,1783021620.0,1783019767.0,1783022760.0,12.866,12.564931869506836,514170,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Oakmont Office,CAB,2026-06-24,13:30,3297955,1782307800.0,1782311880.0,1782308244.0,1782312577.0,24.195164,26.525148391723633,91925,Planned,FEMALE,employee,Boarded,,False
orbit-Slc,Eastgate Office,BUS,2026-05-25,13:00,1245424,1779709200.0,1779713100.0,1779709241.0,1779712383.0,19.065437,17.448665618896484,192080,Planned,MALE,employee,Boarded,,False
vanta-Sea,Denver Office,BUS,2026-05-18,13:00,4859147,1779107820.0,1779108900.0,1779107925.0,1779109178.0,3.3438652,3.116760730743408,176460,Planned,FEMALE,employee,Boarded,,False
catalyst-Sac,Santa Clara Office,CAB,2026-05-23,00:00,1467865,,,1779495207.0,1779500113.0,0.0,32.30815887451172,330060,Adhoc,MALE,escort,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-06-25,09:00,3300306,1782376320.0,1782377700.0,,,5.478,0.0,195175,,MALE,employee,Not Boarded,TRIP_CANCELLED_FROM_DASHBOARD,False
pinnacle-Slc,Willow Bend Campus,CAB,2026-06-25,17:30,3304681,1782408600.0,1782410640.0,1782408780.0,1782411300.0,7.843,8.904080390930176,408190,Planned,MALE,employee,Boarded,,False
orbit-Slc,Lakeside Commons,BUS,2026-06-22,15:00,1290274,1782134400.0,1782139500.0,1782135948.0,1782138744.0,17.700514,15.434814453125,146400,Planned,FEMALE,employee,Boarded,,False
orbit-Slc,Cedar Ridge Office,CAB,2026-05-06,20:00,1217115,1778098500.0,1778103540.0,1778098655.0,1778104750.0,28.263443,33.37546920776367,159390,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-07-15,08:30,3395531,1784101680.0,1784103900.0,,,9.013,0.0,105200,,FEMALE,employee,Not Boarded,TRIP_CANCELLED_FROM_DASHBOARD,False
vanta-Sea,Denver Office,CAB,2026-05-31,11:00,4899669,1780220460.0,1780224300.0,1780220606.0,1780222509.0,19.245998,17.504980087280273,130050,Planned,FEMALE,employee,Boarded,,False
vanta-Sea,Denver Office,CAB,2026-06-19,08:00,4963926,1781852400.0,1781855100.0,1781852672.0,1781855575.0,19.735,20.630725860595703,421140,Planned,MALE,employee,Boarded,,False
vanta-Aus,Cedar Ridge Office,CAB,2026-07-02,11:00,1206853,1782985980.0,1782989100.0,1782986511.0,1782989376.0,10.723,10.260564804077148,205240,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Willow Bend Campus,CAB,2026-07-03,14:30,3347080,1783089000.0,1783089840.0,1783089083.0,1783090072.0,5.425,4.712807655334473,637680,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-06-25,09:30,3300536,1782377460.0,1782379500.0,1782377478.0,1782380249.0,8.3880005,7.020559310913086,340510,Planned,MALE,employee,Boarded,,False
vanta-Sea,Denver Office,CAB,2026-05-13,18:16,4847486,1778697060.0,1778697780.0,1778695938.0,1778697919.0,5.61,5.731784343719482,55870,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-06-17,09:00,3255458,1781685360.0,1781686500.0,,,4.278,0.0,685500,,FEMALE,employee,Not Boarded,TRIP_CANCELLED_FROM_DASHBOARD,False
orbit-Slc,Cedar Ridge Office,BUS,2026-05-11,11:00,1221437,1778489700.0,1778496300.0,1778489768.0,1778495072.0,20.338047,21.21798324584961,207260,Planned,FEMALE,employee,Boarded,,False
orbit-Slc,Eastgate Office,BUS,2026-06-17,11:00,1284195,1781689200.0,1781693100.0,1781689335.0,1781692164.0,12.8893175,14.953042984008787,218530,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-07-23,09:00,3435517,1784795460.0,1784796900.0,1784795864.0,1784797575.0,5.92,4.810227870941162,26375,Planned,FEMALE,employee,Boarded,,False
catalyst-Sac,Santa Clara Office,CAB,2026-05-15,04:00,1458157,1778818500.0,1778820600.0,1778818569.0,1778820891.0,21.111,20.60268211364746,194475,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-05-04,10:30,3054411,1777887840.0,1777890300.0,1777888453.0,1777891930.0,5.2812343,6.966277122497559,57790,Planned,FEMALE,employee,Boarded,,False
vanta-Sea,Denver Office,BUS,2026-05-14,13:00,4850315,1778760840.0,1778762700.0,,,8.854773,0.0,426620,,FEMALE,employee,Not Boarded,NO_SHOW,True
vanta-Sea,Denver Office,BUS,2026-07-15,11:00,5046933,1784108700.0,1784112300.0,1784108494.0,1784113393.0,11.694246,9.508980751037598,238270,Planned,FEMALE,employee,Boarded,,False
vanta-Aus,Cedar Ridge Office,CAB,2026-05-11,10:00,1112676,1778487480.0,1778492700.0,1778488155.0,1778491841.0,24.356,25.858457565307617,147260,Planned,MALE,employee,Boarded,,False
vanta-Sea,Denver Office,BUS,2026-05-18,11:00,4858693,1779100500.0,1779101100.0,1779100952.0,1779101855.0,2.0398345,1.6949682235717771,410030,Planned,FEMALE,employee,Boarded,,False
orbit-Slc,Lakeside Commons,BUS,2026-07-01,15:30,1310457,1782920700.0,1782922800.0,1782920613.0,1782925229.0,12.6849575,13.60391616821289,203710,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Willow Bend Campus,CAB,2026-06-24,08:30,3294602,1782288000.0,1782289500.0,1782288094.0,1782288863.0,3.7496905,4.8436126708984375,676515,Planned,MALE,employee,Boarded,,False
vanta-Sea,Denver Office,CAB,2026-05-08,20:16,4834206,1778272260.0,1778272860.0,,,1.732,0.0,284510,,FEMALE,employee,Not Boarded,NO_SHOW,True
vanta-Aus,Cedar Ridge Office,CAB,2026-05-11,10:00,1112676,1778487120.0,1778492700.0,1778487744.0,1778491841.0,25.765196,27.86133575439453,327620,Planned,FEMALE,employee,Boarded,,False
vanta-Sea,Denver Office,BUS,2026-05-18,13:00,4859147,1779107700.0,1779108900.0,1779107692.0,1779109178.0,3.818865,3.660627841949463,479380,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-05-15,14:30,3112961,1778855400.0,1778858280.0,1778855485.0,1778859273.0,19.467892,16.768089294433594,93010,Planned,FEMALE,employee,Boarded,,False
orbit-Slc,Eastgate Office,CAB,2026-06-17,22:00,1284894,1781734500.0,1781736600.0,1781734655.0,1781737353.0,12.424567,17.556161880493164,244440,Planned,MALE,employee,Boarded,,False
vanta-Sea,Denver Office,BUS,2026-07-15,11:00,5046933,1784109960.0,1784112300.0,1784111007.0,1784113393.0,7.454,6.755046367645264,130565,Planned,FEMALE,employee,Boarded,,False
vanta-Sea,Denver Office,BUS,2026-05-18,11:00,4858693,1779099720.0,1779101100.0,1779100126.0,1779101855.0,6.3564005,5.835491180419922,140680,Planned,FEMALE,employee,Boarded,,False
vanta-Sea,Denver Office,CAB,2026-07-27,20:16,5087898,,,1785183632.0,1785185983.0,0.0,11.337051391601562,75945,Adhoc,MALE,escort,Boarded,,False
vanta-Sea,Denver Office,CAB,2026-05-27,18:16,4889496,1779906660.0,1779910740.0,1779905606.0,1779910316.0,21.738,23.212074279785156,494570,Planned,MALE,employee,Boarded,,False
orbit-Slc,Cedar Ridge Office,CAB,2026-05-06,20:00,1217115,1778098500.0,1778103000.0,1778098644.0,1778104043.0,25.325466,29.024131774902344,158525,Planned,MALE,employee,Boarded,,False
orbit-Slc,Lakeside Commons,CAB,2026-06-30,06:30,1306672,1782796200.0,1782800100.0,,,29.668,0.0,110980,,FEMALE,employee,Not Boarded,NO_SHOW,True
pinnacle-Slc,Clearwater Campus,CAB,2026-05-15,07:30,3108035,1778826960.0,1778829900.0,,,15.721379,0.0,83425,,MALE,projectmgr,Not Boarded,TRIP_CANCELLED_FROM_DASHBOARD,False
vanta-Sea,Denver Office,CAB,2026-05-11,21:16,4840131,1778535060.0,1778537880.0,1778534134.0,1778539587.0,30.364048,30.177875518798828,431465,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-07-08,09:30,3362518,1783501020.0,1783502700.0,1783501302.0,1783502901.0,5.246,0.5611055493354797,622175,Planned,MALE,employee,Boarded,,False
vanta-Sea,Denver Office,BUS,2026-06-22,21:30,4973262,1782163800.0,1782164100.0,,,3.915,0.0,492145,,MALE,employee,Not Boarded,NO_SHOW,True
vanta-Sea,Denver Office,BUS,2026-06-03,11:00,4908690,1780480080.0,1780483500.0,1780480110.0,1780485612.0,11.552556,11.820028305053713,388660,Planned,MALE,employee,Boarded,,False
catalyst-Sac,Redwood City Center,CAB,2026-05-05,02:30,1443559,1777949100.0,1777952520.0,1777948854.0,1777950900.0,23.533,22.89227294921875,598560,Planned,MALE,employee,Boarded,,False
vanta-Sea,Denver Office,CAB,2026-05-13,18:16,4847486,1778697060.0,1778698560.0,,,11.1380005,0.0,388745,,FEMALE,employee,Not Boarded,NO_SHOW,True
orbit-Slc,Lakeside Commons,BUS,2026-07-13,13:00,1329338,1783939500.0,1783946700.0,1783939908.0,1783946734.0,27.362495,26.105487823486328,97785,Planned,MALE,employee,Boarded,,False
vanta-Sea,Denver Office,CAB,2026-06-18,07:00,4958024,,,1781763440.0,1781766348.0,0.0,11.552827835083008,40210,Adhoc,MALE,escort,Boarded,,False
vanta-Aus,Cedar Ridge Office,CAB,2026-06-26,21:15,1196982,1782509400.0,1782513120.0,1782507885.0,1782512372.0,20.661,21.07388687133789,160195,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Oakmont Office,CAB,2026-07-23,09:00,3436382,1784792220.0,1784796900.0,1784792304.0,1784798328.0,20.254,7.328636169433594,84970,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Willow Bend Campus,CAB,2026-05-22,09:00,3144456,1779438780.0,1779440100.0,1779438829.0,1779439965.0,3.4817095,4.899179458618164,149110,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Oakmont Office,CAB,2026-07-23,09:00,3436382,1784791920.0,1784796900.0,1784792146.0,1784798328.0,20.949999,7.927220344543457,454030,Planned,MALE,employee,Boarded,,False
vanta-Sea,Denver Office,BUS,2026-05-18,13:00,4859147,,,1779107773.0,1779109178.0,0.0,3.659945249557495,279415,Adhoc,FEMALE,employee,Boarded,,False
orbit-Slc,Lakeside Commons,CAB,2026-06-30,06:30,1306672,1782795600.0,1782800100.0,1782795962.0,1782800546.0,33.433,33.19032287597656,47535,Planned,FEMALE,employee,Boarded,,False
vanta-Sea,Denver Office,CAB,2026-05-20,18:16,4868503,,,1779301450.0,1779303193.0,0.0,5.118253231048584,141840,Adhoc,FEMALE,employee,Boarded,,False
orbit-Slc,Eastgate Office,CAB,2026-06-17,22:00,1284894,1781734500.0,1781736300.0,1781734573.0,1781737019.0,11.205598,16.30009651184082,207925,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-05-15,07:30,3108035,1778828040.0,1778829900.0,1778828078.0,1778829520.0,12.444726,11.365675926208496,39650,Planned,FEMALE,projectmgr,Boarded,,False
orbit-Slc,Eastgate Office,CAB,2026-06-17,22:00,1284894,1781734500.0,1781736900.0,1781734683.0,1781737590.0,13.347912,18.23998260498047,1340,Planned,MALE,projectmgr,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-06-30,15:30,3322974,1782833400.0,1782834540.0,1782833674.0,1782835219.0,4.854,4.202995777130127,303880,Planned,FEMALE,employee,Boarded,,False
vanta-Aus,Cedar Ridge Office,CAB,2026-07-22,14:00,1242080,1784723340.0,1784727900.0,,,14.515401,0.0,96880,,FEMALE,projectmgr,Not Boarded,NO_SHOW,True
catalyst-Sac,Fairview Commons,CAB,2026-07-08,20:30,1527920,,,1783543136.0,1783552546.0,0.0,57.86344146728515,337060,Adhoc,MALE,escort,Boarded,,False
vanta-Sea,Denver Office,BUS,2026-07-16,17:30,5053627,1784223000.0,1784224920.0,1784223042.0,1784224014.0,2.002,2.057293653488159,414190,Planned,MALE,employee,Boarded,,False
vanta-Aus,Cedar Ridge Office,CAB,2026-06-17,22:15,1179636,,,1781734540.0,1781738244.0,0.0,23.123170852661133,347400,Adhoc,MALE,escort,Boarded,,False
orbit-Slc,Eastgate Office,BUS,2026-06-10,13:00,1270410,1781090100.0,1781095500.0,,,28.325344,0.0,77885,,MALE,employee,Not Boarded,NO_SHOW,True
vanta-Sea,Denver Office,CAB,2026-05-06,22:16,4827359,1778106660.0,1778109720.0,1778105742.0,1778110223.0,30.922,22.367630004882812,206715,Planned,MALE,employee,Boarded,,False
orbit-Slc,Lakeside Commons,BUS,2026-07-13,13:00,1329338,1783939500.0,1783946700.0,1783939611.0,1783946734.0,27.362495,26.10980224609375,191285,Planned,FEMALE,employee,Boarded,,False
orbit-Slc,Eastgate Office,BUS,2026-07-23,15:00,1350116,1784814840.0,1784817900.0,1784815841.0,1784818003.0,9.63563,12.14736557006836,209165,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Willow Bend Campus,CAB,2026-07-15,09:00,3397008,1784101860.0,1784105700.0,1784102282.0,1784105960.0,15.127447,15.665196418762209,410815,Planned,MALE,projectmgr,Boarded,,False
orbit-Slc,Eastgate Office,CAB,2026-06-18,22:00,1288070,1781820900.0,1781825700.0,1781821153.0,1781824415.0,26.666668,29.816164016723633,260130,Planned,FEMALE,employee,Boarded,,False
vanta-Sea,Denver Office,CAB,2026-05-11,21:16,4840131,1778535060.0,1778537760.0,1778534101.0,1778539441.0,29.899,29.695220947265625,270805,Planned,FEMALE,employee,Boarded,,False
vanta-Aus,Cedar Ridge Office,CAB,2026-06-26,21:15,1196982,1782509400.0,1782513480.0,1782508521.0,1782512685.0,21.842,22.17077255249023,385870,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Willow Bend Campus,CAB,2026-05-15,05:30,3110459,1778821620.0,1778822700.0,1778821640.0,1778822301.0,8.072,6.822636604309082,669515,Planned,FEMALE,employee,Boarded,,False
orbit-Slc,Cedar Ridge Office,CAB,2026-05-06,20:00,1217115,,,1778098629.0,1778104873.0,0.0,33.50570297241211,270815,Adhoc,MALE,escort,Boarded,,False
catalyst-Sac,Santa Clara Office,CAB,2026-05-15,04:00,1458157,1778818500.0,1778818980.0,1778818556.0,1778819150.0,3.449,3.009838342666626,311875,Planned,FEMALE,employee,Boarded,,False
orbit-Slc,Lakeside Commons,CAB,2026-06-30,06:30,1306672,,,1782794955.0,1782800546.0,0.0,34.871368408203125,274550,Adhoc,MALE,escort,Boarded,,False
orbit-Slc,Eastgate Office,BUS,2026-06-10,13:00,1270410,1781090400.0,1781095500.0,1781090822.0,1781095104.0,26.797586,27.956079483032227,100160,Planned,FEMALE,employee,Boarded,,False
orbit-Slc,Eastgate Office,BUS,2026-05-25,13:00,1245424,1779710100.0,1779713100.0,1779711852.0,1779712383.0,3.1962445,3.065463066101074,195230,Planned,MALE,employee,Boarded,,False
vanta-Sea,Denver Office,CAB,2026-05-23,18:16,4878092,1779561060.0,1779563280.0,1779560256.0,1779563179.0,14.439,14.945890426635742,73790,Planned,FEMALE,employee,Boarded,,False
catalyst-Sac,Santa Clara Office,CAB,2026-05-23,00:00,1467865,1779495300.0,1779496980.0,1779495213.0,1779497468.0,15.929,15.913652420043944,486615,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Willow Bend Campus,CAB,2026-07-16,17:30,3404151,1784220000.0,1784222700.0,1784219541.0,1784225385.0,11.521,10.627323150634766,442975,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-05-18,07:30,3117421,1779085620.0,1779089100.0,1779085941.0,1779088623.0,22.21415,21.88747215270996,93620,Planned,FEMALE,employee,Boarded,,False
vanta-Aus,Cedar Ridge Office,CAB,2026-06-26,21:15,1196982,1782509400.0,1782513240.0,1782508093.0,1782512382.0,20.703999,21.075336456298828,187310,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Oakmont Office,CAB,2026-07-01,15:00,3332000,1782918000.0,1782919860.0,1782918257.0,1782920415.0,9.391,9.282866477966309,386710,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-07-21,16:30,3427148,1784651400.0,1784653860.0,1784651215.0,1784653538.0,12.547,11.095624923706056,173040,Planned,MALE,employee,Boarded,,False
vanta-Sea,Denver Office,CAB,2026-06-11,21:16,4937564,1781213460.0,1781215200.0,1781212799.0,1781216018.0,10.411,10.237611770629885,125005,Planned,FEMALE,employee,Boarded,,False
vanta-Sea,Denver Office,BUS,2026-05-12,16:16,4843150,1778602560.0,1778603100.0,1778602678.0,1778604836.0,11.847,10.18521499633789,28685,Planned,MALE,employee,Boarded,,False
vanta-Sea,Denver Office,BUS,2026-06-30,12:00,4998308,1782818160.0,1782819900.0,1782818144.0,1782821667.0,8.677912,8.734628677368164,498920,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-07-06,15:30,3354240,1783351800.0,1783353240.0,,,3.3765442,0.0,284740,,MALE,employee,Not Boarded,TRIP_CANCELLED_FROM_DASHBOARD,False
pinnacle-Slc,Clearwater Campus,CAB,2026-05-25,09:00,3151407,1779696840.0,1779699300.0,1779697077.0,1779700142.0,10.73,10.268177032470703,32220,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-07-15,08:30,3395531,1784101320.0,1784103900.0,1784101381.0,1784103206.0,10.033355,8.351738929748535,643320,Planned,MALE,employee,Boarded,,False
orbit-Slc,Cedar Ridge Office,BUS,2026-07-21,13:00,1344898,1784632500.0,1784637900.0,1784635120.0,1784639207.0,19.91895,18.61721992492676,114925,Planned,FEMALE,employee,Boarded,,False
vanta-Sea,Denver Office,BUS,2026-05-14,13:00,4850315,1778760840.0,1778762700.0,1778760506.0,1778762697.0,8.854773,7.127683639526367,200410,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Oakmont Office,CAB,2026-06-15,13:30,3244103,1781530200.0,1781533620.0,1781531010.0,1781535049.0,23.935892,25.388296127319336,91925,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-07-03,09:00,3342463,1783067040.0,1783068900.0,1783067431.0,1783069266.0,8.508,6.437214374542236,690860,Planned,MALE,employee,Boarded,,False
orbit-Slc,Eastgate Office,CAB,2026-06-18,22:00,1288070,1781820900.0,1781823660.0,1781821147.0,1781823310.0,15.5484705,17.674345016479492,860,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-07-03,09:00,3342463,1783066800.0,1783068900.0,1783067229.0,1783069266.0,8.698,6.57746696472168,710200,Planned,MALE,employee,Boarded,,False
vanta-Sea,Denver Office,BUS,2026-07-15,11:00,5046933,1784109840.0,1784112300.0,1784110891.0,1784113393.0,8.563424,7.407020568847656,464525,Planned,MALE,employee,Boarded,,False
vanta-Sea,Denver Office,CAB,2026-05-18,18:16,4860628,1779129060.0,1779129840.0,1779128197.0,1779130590.0,7.212,5.060858726501465,347970,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-05-04,15:00,3057519,1777906800.0,1777908600.0,1777906793.0,1777909089.0,12.446,11.993216514587402,106215,Planned,MALE,employee,Boarded,,False
pinnacle-Slc,Oakmont Office,CAB,2026-06-30,04:30,3325761,1782793800.0,1782796020.0,1782794304.0,1782796341.0,21.261,21.31017684936523,420655,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Willow Bend Campus,CAB,2026-07-31,11:00,3479269,1785493440.0,1785495300.0,,,6.749,0.0,221880,,FEMALE,employee,Not Boarded,TRIP_CANCELLED_FROM_DASHBOARD,False
vanta-Sea,Denver Office,CAB,2026-07-02,23:16,5010205,1783035060.0,1783037280.0,1783033872.0,1783037333.0,24.665,24.511545181274418,386530,Planned,MALE,employee,Boarded,,False
vanta-Aus,Cedar Ridge Office,CAB,2026-06-17,20:15,1179330,1781728200.0,1781732940.0,1781727294.0,1781733524.0,27.688429,26.643558502197266,243750,Planned,MALE,employee,Boarded,,False
catalyst-Sac,Fairview Commons,CAB,2026-07-08,20:30,1527920,1783543500.0,1783547820.0,1783543148.0,1783549017.0,28.295,27.64219093322754,423255,Planned,FEMALE,employee,Boarded,,False
vanta-Sea,Denver Office,BUS,2026-07-15,11:00,5046933,1784109960.0,1784112300.0,1784111015.0,1784113393.0,7.454,6.722400188446045,421195,Planned,FEMALE,employee,Boarded,,False
vanta-Aus,Cedar Ridge Office,CAB,2026-07-02,06:00,1206327,1782968880.0,1782971100.0,1782968735.0,1782970391.0,15.765,17.291309356689453,184990,Planned,MALE,projectmgr,Boarded,,False
vanta-Sea,Denver Office,BUS,2026-05-18,13:00,4859147,1779107700.0,1779108900.0,1779107849.0,1779109178.0,3.818865,3.461162805557251,160385,Planned,FEMALE,employee,Boarded,,False
pinnacle-Slc,Clearwater Campus,CAB,2026-05-26,15:30,3158125,1779809400.0,1779810480.0,,,4.3710003,0.0,321865,,MALE,employee,Not Boarded,TRIP_CANCELLED_FROM_DASHBOARD,False
vanta-Sea,Denver Office,BUS,2026-05-26,08:01,4883199,1779781620.0,1779782100.0,1779781433.0,1779781905.0,2.686,2.405435085296631,29665,Planned,MALE,employee,Boarded,,False
vanta-Sea,Denver Office,CAB,2026-06-18,07:00,4958024,1781763420.0,1781765100.0,,,12.04,0.0,41260,,FEMALE,projectmgr,Not Boarded,NO_SHOW,True
