business_unit,office,product_type,trip_date,shift_type,trip_id,trip_direction,actual_escort,vendor_id,planned_cab_registration,actual_cab_registration,actual_cab_capacity,planned_km,traveled_km,planned_start_epoch,planned_end_epoch,actual_start_epoch,actual_end_epoch,delay_reason,delay_minutes,route_source,actual_cab_fuel_type,is_driver_nc,is_cab_nc,trip_nodal,plannedemployee_cnt,actualemployee_cnt,noshow_cnt
pinnacle-Slc,Willow Bend Campus,CAB,"June 18, 2026",08:30,"3,265,959",LOGIN,false,Rahul Morozov Travel,HRB 422 GP,HRB 422 GP,3,21.31,22.43,"1,781,766,600","1,781,771,100","1,781,767,234","1,781,771,689",NODELAY,0,AUTO,Diesel,false,false,HOME,2,2,0
pinnacle-Slc,Clearwater Campus,CAB,"June 19, 2026",09:30,"3,272,113",LOGIN,false,Amit Mikhailov Travel,SGS 953 GP,SGS 953 GP,3,5.96,5.38,"1,781,859,720","1,781,861,100","1,781,860,013","1,781,862,067",NODELAY,0,AUTO,Diesel,false,false,HOME,3,3,0
pinnacle-Slc,Willow Bend Campus,CAB,"June 25, 2026",13:30,"3,304,128",LOGOUT,false,Arjun Mikhailov Travel,QHR 049 GP,QHR 049 GP,3,6.61,7.58,"1,782,394,200","1,782,395,580","1,782,394,469","1,782,396,108",NODELAY,0,AUTO,Diesel,false,false,HOME,2,2,0
pinnacle-Slc,Clearwater Campus,CAB,"June 26, 2026",09:00,"3,307,468",LOGIN,false,Divya Sokolov Travel,YVD 588 GP,YVD 588 GP,3,13.23,12.95,"1,782,461,880","1,782,464,100","1,782,461,524","1,782,463,846",NODELAY,0,AUTO,Diesel,false,false,HOME,2,2,0
pinnacle-Slc,Clearwater Campus,CAB,"June 24, 2026",09:30,"3,293,593",LOGIN,false,Karan Mikhailov Travel,TNQ 301 GP,TNQ 301 GP,3,8.33,8.52,"1,782,290,520","1,782,293,100","1,782,290,974","1,782,294,094",NODELAY,0,AUTO,Diesel,false,false,NA,1,1,0
pinnacle-Slc,Willow Bend Campus,CAB,"June 17, 2026",17:30,"3,259,256",LOGOUT,false,Rahul Morozov Travel,CMQ 915 GP,CMQ 915 GP,3,8.74,8.47,"1,781,717,400","1,781,719,440","1,781,717,276","1,781,720,167",NODELAY,0,AUTO,Diesel,false,false,NA,1,1,0
pinnacle-Slc,Willow Bend Campus,CAB,"June 18, 2026",09:00,"3,266,431",LOGIN,false,Arjun Mikhailov Travel,OXK 358 GP,OXK 358 GP,3,4.37,4.5,"1,781,771,700","1,781,772,900","1,781,772,007","1,781,773,188",NODELAY,0,AUTO,Diesel,false,false,HOME,1,1,0
pinnacle-Slc,Clearwater Campus,CAB,"June 18, 2026",09:30,"3,265,129",LOGIN,false,Divya Mikhailov Travel,PWT 607 GP,PWT 607 GP,3,14.23,14.55,"1,781,770,620","1,781,774,700","1,781,771,016","1,781,775,804",NODELAY,0,AUTO,Diesel,false,false,HOME,3,3,0
pinnacle-Slc,Willow Bend Campus,CAB,"June 18, 2026",10:30,"3,266,683",LOGIN,false,Pooja Mikhailov Travel,WKI 291 GP,WKI 291 GP,3,9.21,8.87,"1,781,775,720","1,781,778,300","1,781,775,724","1,781,777,894",NODELAY,0,AUTO,Diesel,false,false,NA,2,2,0
pinnacle-Slc,Willow Bend Campus,CAB,"May 28, 2026",21:30,"3,165,534",LOGIN,true,Rohan Mikhailov Travel,XFT 088 GP,XFT 088 GP,3,1.72,1.5,"1,780,002,900","1,780,003,500","1,780,001,932","1,780,002,996",NODELAY,0,AUTO,Diesel,false,false,HOME,2,2,0
pinnacle-Slc,Willow Bend Campus,CAB,"May 25, 2026",16:30,"3,150,249",LOGOUT,false,Amit Mikhailov Travel,IDA 997 GP,IDA 997 GP,3,2.07,3.1,"1,779,726,600","1,779,727,440","1,779,727,291","1,779,728,225",NODELAY,0,AUTO,Diesel,false,false,NODAL,3,2,0
pinnacle-Slc,Clearwater Campus,CAB,"May 20, 2026",16:30,"3,132,819",LOGOUT,false,Karan Mikhailov Travel,SAG 208 GP,SAG 208 GP,3,5.17,4.95,"1,779,294,600","1,779,295,980","1,779,295,221","1,779,297,094",NODELAY,0,AUTO,Diesel,false,false,HOME,3,2,0
pinnacle-Slc,Willow Bend Campus,CAB,"May 22, 2026",02:30,"3,143,612",LOGOUT,false,Rohan Mikhailov Travel,FOG 681 GP,FOG 681 GP,3,15.84,15.8,"1,779,417,000","1,779,418,799","1,779,415,636","1,779,418,608",NODELAY,0,AUTO,Diesel,false,false,NA,2,2,0
pinnacle-Slc,Clearwater Campus,CAB,"May 25, 2026",13:30,"3,151,892",LOGOUT,false,Amit Volkov Travel,FOQ 758 GP,FOQ 758 GP,3,7.74,7.7,"1,779,715,800","1,779,716,400","1,779,715,777","1,779,717,559",NODELAY,0,AUTO,Diesel,false,false,HOME,2,2,0
pinnacle-Slc,Clearwater Campus,CAB,"May 27, 2026",14:30,"3,162,321",LOGOUT,false,Sanjay Mikhailov Travel,RED 732 GP,RED 732 GP,5,18.95,17.9,"1,779,892,200","1,779,894,120","1,779,891,980","1,779,895,283",NODELAY,0,AUTO,Diesel,false,false,NA,2,2,0
pinnacle-Slc,Clearwater Campus,CAB,"May 29, 2026",09:00,"3,167,865",LOGIN,false,Arjun Mikhailov Travel,AKQ 607 GP,AKQ 607 GP,5,7.13,8.4,"1,780,042,620","1,780,044,900","1,780,042,694","1,780,044,803",NODELAY,0,AUTO,Diesel,false,false,HOME,3,2,0
pinnacle-Slc,Clearwater Campus,CAB,"May 27, 2026",08:30,"3,159,690",LOGIN,false,Pooja Mikhailov Travel,YRE 204 GP,YRE 204 GP,3,11.02,8.16,"1,779,868,260","1,779,870,300","1,779,868,473","1,779,871,695",DRIVER,3,AUTO,Diesel,false,false,NA,2,2,0
pinnacle-Slc,Oakmont Office,CAB,"May 27, 2026",13:30,"3,161,957",LOGIN,false,Divya Sokolov Travel,TZN 529 GP,TZN 529 GP,3,25.72,24.7,"1,779,885,060","1,779,888,300","1,779,885,142","1,779,889,251",NODELAY,0,AUTO,Diesel,false,false,HOME,1,1,0
pinnacle-Slc,Clearwater Campus,CAB,"May 29, 2026",10:30,"3,168,161",LOGIN,false,Divya Sokolov Travel,PUX 580 GP,PUX 580 GP,3,15.39,14.9,"1,780,047,180","1,780,050,300","1,780,047,294","1,780,050,082",NODELAY,0,AUTO,Diesel,false,false,HOME,2,2,0
pinnacle-Slc,Willow Bend Campus,CAB,"July 27, 2026",08:30,"3,450,188",LOGIN,false,Aarav Mikhailov Travel,BSE 953 GP,BSE 953 GP,3,3.35,4.4,"1,785,139,500","1,785,140,700","1,785,139,657","1,785,140,609",NODELAY,0,AUTO,Diesel,false,false,HOME,2,2,0
pinnacle-Slc,Clearwater Campus,CAB,"July 29, 2026",15:30,"3,468,879",LOGOUT,false,Pooja Mikhailov Travel,QSQ 091 GP,QSQ 091 GP,3,4.84,4.7,"1,785,339,000","1,785,339,900","1,785,339,352","1,785,340,138",NODELAY,0,AUTO,Diesel,false,false,NA,1,1,0
vanta-Aus,Cedar Ridge Office,CAB,"June 14, 2026",20:15,"1,173,352",LOGOUT,false,Priya Mikhailov Travel,EOA 431 GP,EOA 431 GP,3,20.16,20,"1,781,469,000","1,781,472,300","1,781,469,058","1,781,471,774",NODELAY,0,AUTO,Electric,false,false,NA,1,1,0
vanta-Sea,Denver Office,BUS,"June 3, 2026",15:16,"4,910,295",LOGOUT,false,Anjali Mikhailov Travel,AVM 079 GP,AVM 079 GP,5,23.94,21.8,"1,780,499,760","1,780,501,380","1,780,499,593","1,780,504,283",NODELAY,0,MANUAL,Petrol,false,false,NA,4,4,0
vanta-Sea,Denver Office,BUS,"June 3, 2026",12:00,"4,909,170",LOGIN,false,Aarav Mikhailov Travel,HYW 022 GP,HYW 022 GP,12,12.77,12.2,"1,780,483,680","1,780,487,100","1,780,482,148","1,780,488,191",TRAFFIC,3,MANUAL,Petrol,false,false,HOME,12,7,5
catalyst-Sac,Santa Clara Office,CAB,"June 11, 2026",21:30,"1,491,323",LOGOUT,true,Vikram Mikhailov Travel,FNM 903 GP,FNM 903 GP,4,11.75,12.81,"1,781,214,300","1,781,214,900","1,781,214,332","1,781,219,212",NODELAY,0,AUTO,Petrol,false,false,HOME,3,4,0
catalyst-Sac,Santa Clara Office,CAB,"June 18, 2026",02:30,"1,499,776",LOGOUT,true,Divya Mikhailov Travel,THE 001 GP,THE 001 GP,4,16.95,17.75,"1,781,750,700","1,781,751,840","1,781,750,705","1,781,755,218",NODELAY,0,AUTO,Petrol,false,false,HOME,3,4,0
vanta-Aus,Cedar Ridge Office,CAB,"June 15, 2026",17:15,"1,174,878",LOGOUT,false,Meera Pavlov Travel,AMI 814 GP,AMI 814 GP,3,12.61,16.5,"1,781,544,600","1,781,548,020","1,781,543,395","1,781,548,286",NODELAY,0,AUTO,Electric,false,false,NA,1,1,0
vanta-Aus,Cedar Ridge Office,CAB,"June 29, 2026",22:15,"1,201,382",LOGOUT,false,Sneha Mikhailov Travel,GCS 745 GP,GCS 745 GP,3,15.59,3.7,"1,782,772,200","1,782,775,380","1,782,771,281","1,782,772,126",NODELAY,0,AUTO,Diesel,false,false,NA,3,1,2
orbit-Slc,Cedar Ridge Office,BUS,"June 12, 2026",13:00,"1,275,769",LOGIN,false,Rahul Mikhailov Travel,SKL 191 GP,SKL 191 GP,3,15.72,14.9,"1,781,263,800","1,781,268,300","1,781,264,514","1,781,267,308",NODELAY,0,MANUAL,Diesel,false,false,HOME,2,2,0
vanta-Sea,Denver Office,BUS,"June 5, 2026",14:16,"4,918,584",LOGOUT,false,Sanjay Mikhailov Travel,NUK 382 GP,NUK 382 GP,5,16.39,13.8,"1,780,668,960","1,780,669,320","1,780,668,784","1,780,671,004",NODELAY,0,MANUAL,Petrol,false,false,NA,2,2,0
orbit-Slc,Lakeside Commons,BUS,"June 23, 2026",13:00,"1,293,902",LOGIN,false,Rahul Mikhailov Travel,NEW 606 GP,NEW 606 GP,6,12.92,16.7,"1,782,214,500","1,782,218,700","1,782,215,379","1,782,218,442",NODELAY,0,MANUAL,Diesel,false,false,HOME,4,4,0
vanta-Sea,Denver Office,BUS,"May 29, 2026",12:00,"4,895,681",LOGIN,false,Anjali Mikhailov Travel,CKM 715 GP,CKM 715 GP,5,11.84,10.6,"1,780,052,460","1,780,055,100","1,780,051,687","1,780,054,528",NODELAY,0,MANUAL,Petrol,false,false,NA,5,4,0
vanta-Sea,Denver Office,BUS,"May 28, 2026",11:00,"4,891,734",LOGIN,false,Aarav Petrov Travel,XQH 244 GP,XQH 244 GP,5,25.05,24.4,"1,779,960,120","1,779,965,100","1,779,959,725","1,779,963,711",NODELAY,0,MANUAL,Petrol,false,false,HOME,4,2,2
pinnacle-Slc,Clearwater Campus,CAB,"May 5, 2026",15:30,"3,061,180",LOGOUT,false,Divya Sokolov Travel,TVN 759 GP,TVN 759 GP,5,5.85,5.3,"1,777,995,000","1,777,995,960","1,777,995,840","1,777,997,356",NODELAY,0,AUTO,Diesel,false,false,HOME,3,1,0
pinnacle-Slc,Clearwater Campus,CAB,"May 5, 2026",10:30,"3,060,335",LOGIN,false,Divya Sokolov Travel,QLW 548 GP,QLW 548 GP,3,9.6,10.05,"1,777,973,580","1,777,976,700","1,777,973,950","1,777,977,276",NODELAY,0,AUTO,Diesel,false,false,HOME,3,2,0
vanta-Sea,Denver Office,BUS,"May 27, 2026",20:30,"4,889,832",LOGOUT,false,Sanjay Mikhailov Travel,JDC 270 GP,JDC 270 GP,12,3.91,3.6,"1,779,913,800","1,779,916,440","1,779,913,082","1,779,914,923",NODELAY,0,MANUAL,Petrol,false,false,HOME,4,4,0
pinnacle-Slc,Clearwater Campus,CAB,"May 4, 2026",09:00,"3,053,967",LOGIN,false,Divya Mikhailov Travel,XHD 194 GP,XHD 194 GP,5,4.45,4.26,"1,777,883,460","1,777,884,900","1,777,883,750","1,777,885,172",NODELAY,0,AUTO,Diesel,false,false,HOME,3,3,0
pinnacle-Slc,Oakmont Office,CAB,"May 8, 2026",04:00,"3,080,514",LOGOUT,true,Aarav Mikhailov Travel,JPV 270 GP,JPV 270 GP,3,22.57,23.3,"1,778,212,800","1,778,215,200","1,778,214,280","1,778,216,576",EMPLOYEE,10,AUTO,Diesel,false,false,NA,3,2,0
pinnacle-Slc,Clearwater Campus,CAB,"May 11, 2026",16:30,"3,089,257",LOGOUT,false,Amit Mikhailov Travel,LHX 288 GP,LHX 288 GP,3,17.06,23.15,"1,778,517,000","1,778,520,720","1,778,517,538","1,778,521,015",NODELAY,0,AUTO,Diesel,false,false,NA,1,1,0
pinnacle-Slc,Oakmont Office,CAB,"May 12, 2026",14:30,"3,094,019",LOGOUT,false,Rohan Mikhailov Travel,BIB 786 GP,BIB 786 GP,3,7.47,9.3,"1,778,596,200","1,778,598,000","1,778,596,967","1,778,598,784",EMPLOYEE,1,AUTO,Diesel,false,false,NA,1,1,0
pinnacle-Slc,Clearwater Campus,CAB,"May 6, 2026",08:30,"3,067,512",LOGIN,false,Rahul Morozov Travel,CMQ 915 GP,CMQ 915 GP,3,15.07,14.7,"1,778,051,940","1,778,055,900","1,778,052,343","1,778,054,447",NODELAY,0,AUTO,Diesel,false,false,NA,3,3,0
catalyst-Sac,Santa Clara Office,CAB,"July 24, 2026",19:00,"1,550,322",LOGOUT,true,Divya Mikhailov Travel,JHJ 026 GP,JHJ 026 GP,6,25.63,25.63,"1,784,920,500","1,784,924,940","1,784,920,498","1,784,930,077",NODELAY,0,AUTO,Petrol,false,false,NA,5,6,0
vanta-Sea,Denver Office,BUS,"July 7, 2026",08:01,"5,020,763",LOGIN,false,Sanjay Mikhailov Travel,CTD 003 GP,CTD 003 GP,12,3,2.8,"1,783,410,060","1,783,410,900","1,783,409,834","1,783,410,548",NODELAY,0,SHUTTLE_SERVICE,Petrol,false,false,NODAL,2,2,0
vanta-Aus,Cedar Ridge Office,CAB,"July 23, 2026",21:15,"1,245,070",LOGOUT,true,Sanjay Mikhailov Travel,DGY 999 GP,DGY 999 GP,5,21.84,21.3,"1,784,842,200","1,784,845,920","1,784,840,787","1,784,845,128",NODELAY,0,AUTO,Electric,false,false,NA,4,4,1
vanta-Aus,Cedar Ridge Office,CAB,"July 30, 2026",23:15,"1,257,891",LOGOUT,true,Meera Pavlov Travel,DEX 329 GP,DEX 329 GP,3,5.06,5.5,"1,785,454,200","1,785,455,220","1,785,452,896","1,785,454,498",NODELAY,0,AUTO,Diesel,false,false,HOME,2,3,0
vanta-Sea,Denver Office,CAB,"July 13, 2026",17:16,"5,039,892",LOGOUT,false,Aarav Mikhailov Travel,UNR 915 GP,UNR 915 GP,3,29.54,30.3,"1,783,963,860","1,783,967,400","1,783,962,936","1,783,969,972",NODELAY,0,AUTO,Petrol,false,false,HOME,2,2,0
vanta-Sea,Denver Office,CAB,"July 14, 2026",17:16,"5,043,981",LOGOUT,false,Anjali Mikhailov Travel,VKW 226 GP,VKW 226 GP,5,10.01,10,"1,784,050,260","1,784,051,400","1,784,049,326","1,784,053,650",NODELAY,0,AUTO,Petrol,false,false,HOME,2,3,0
vanta-Sea,Denver Office,BUS,"July 15, 2026",11:00,"5,047,138",LOGIN,false,Sanjay Mikhailov Travel,EKH 162 GP,EKH 162 GP,5,5.48,5.1,"1,784,110,980","1,784,112,300","1,784,110,929","1,784,114,710",TRAFFIC,25,MANUAL,Petrol,false,false,HOME,5,4,1
vanta-Aus,Cedar Ridge Office,CAB,"July 31, 2026",18:15,"1,259,491",LOGOUT,true,Priya Mikhailov Travel,VES 432 GP,VES 432 GP,5,14.64,16.1,"1,785,522,600","1,785,524,520","1,785,521,501","1,785,525,840",NODELAY,0,AUTO,Diesel,false,false,NA,2,3,0
vanta-Sea,Denver Office,CAB,"July 13, 2026",19:16,"5,040,198",LOGOUT,true,Sanjay Mikhailov Travel,TZL 325 GP,TZL 325 GP,12,6.25,4.2,"1,783,971,060","1,783,972,020","1,783,969,901","1,783,971,572",NODELAY,0,AUTO,Petrol,false,false,HOME,4,5,0
vanta-Sea,Denver Office,BUS,"July 21, 2026",09:00,"5,065,011",LOGIN,false,Sanjay Mikhailov Travel,GNP 849 GP,GNP 849 GP,3,43.6,43.6,"1,784,617,380","1,784,623,500","1,784,616,490","1,784,623,520",NODELAY,0,MANUAL,Petrol,false,false,HOME,2,2,0
catalyst-Sac,Santa Clara Office,CAB,"June 24, 2026",01:30,"1,507,297",LOGOUT,false,Vikram Mikhailov Travel,MHG 731 GP,MHG 731 GP,4,24.98,25,"1,782,265,500","1,782,268,740","1,782,265,441","1,782,268,495",NODELAY,0,AUTO,Petrol,false,false,HOME,3,3,0
vanta-Sea,Denver Office,CAB,"June 4, 2026",22:16,"4,916,167",LOGOUT,true,Priya Mikhailov Travel,OGP 464 GP,OGP 464 GP,5,16.43,16,"1,780,612,260","1,780,613,880","1,780,611,218","1,780,614,451",NODELAY,0,AUTO,Petrol,false,false,NA,3,4,0
orbit-Slc,Eastgate Office,CAB,"June 18, 2026",20:00,"1,287,283",LOGOUT,false,Rohan Mikhailov Travel,SPL 946 GP,SPL 946 GP,6,13.11,20.92,"1,781,813,700","1,781,815,500","1,781,813,423","1,781,818,584",NODELAY,0,AUTO,Diesel,false,false,HOME,2,2,0
vanta-Sea,Denver Office,BUS,"June 9, 2026",12:00,"4,927,227",LOGIN,false,Priya Mikhailov Travel,ZLF 142 GP,ZLF 142 GP,5,21.68,21.3,"1,781,001,420","1,781,005,500","1,781,001,754","1,781,007,107",TRAFFIC,11,MANUAL,Petrol,false,false,HOME,5,3,2
vanta-Sea,Denver Office,CAB,"June 8, 2026",23:16,"4,926,026",LOGOUT,true,Sanjay Mikhailov Travel,QXE 065 GP,QXE 065 GP,3,18.15,16.4,"1,780,961,460","1,780,962,960","1,780,960,312","1,780,963,390",NODELAY,0,AUTO,Petrol,false,false,NA,2,3,0
vanta-Sea,Denver Office,BUS,"June 10, 2026",10:00,"4,930,511",LOGIN,false,Aarav Petrov Travel,AJD 579 GP,AJD 579 GP,12,4.24,11.6,"1,781,083,920","1,781,085,300","1,781,082,407","1,781,085,720",NODELAY,0,MANUAL,Petrol,false,false,HOME,7,6,1
orbit-Slc,Lakeside Commons,BUS,"June 29, 2026",15:30,"1,305,501",LOGOUT,false,Anjali Mikhailov Travel,HRW 978 GP,HRW 978 GP,6,8.51,12.9,"1,782,747,900","1,782,749,580","1,782,747,547","1,782,750,988",NODELAY,0,MANUAL,Diesel,false,false,HOME,4,4,0
vanta-Sea,Denver Office,BUS,"June 11, 2026",10:00,"4,934,775",LOGIN,false,Isha Mikhailov Travel,PVB 498 GP,PVB 498 GP,3,8.14,7.5,"1,781,169,120","1,781,171,100","1,781,167,333","1,781,172,123",TRAFFIC,2,MANUAL,Electric,false,false,HOME,2,2,0
vanta-Sea,Denver Office,CAB,"June 12, 2026",20:16,"4,941,256",LOGOUT,false,Sanjay Mikhailov Travel,YQX 391 GP,YQX 391 GP,3,17.09,21.7,"1,781,296,260","1,781,298,180","1,781,295,299","1,781,300,913",NODELAY,0,AUTO,Petrol,false,false,NA,2,2,0
vanta-Sea,Denver Office,BUS,"June 17, 2026",19:30,"4,956,632",LOGOUT,false,Priya Mikhailov Travel,YAS 590 GP,YAS 590 GP,12,4.09,3.8,"1,781,724,600","1,781,726,880","1,781,724,070","1,781,726,303",NODELAY,0,MANUAL,Petrol,false,false,NA,1,1,0
vanta-Sea,Denver Office,CAB,"June 17, 2026",22:16,"4,957,415",LOGOUT,true,Anjali Mikhailov Travel,AVM 079 GP,AVM 079 GP,5,11.19,11.4,"1,781,735,460","1,781,736,660","1,781,734,571","1,781,737,527",NODELAY,0,AUTO,Petrol,false,false,NA,4,4,1
vanta-Sea,Denver Office,CAB,"June 16, 2026",22:16,"4,953,476",LOGOUT,false,Isha Mikhailov Travel,HNR 634 GP,HNR 634 GP,3,23.29,25.3,"1,781,649,060","1,781,651,280","1,781,648,313","1,781,652,340",NODELAY,0,AUTO,Petrol,false,false,NA,3,3,0
vanta-Sea,Denver Office,BUS,"June 10, 2026",15:16,"4,932,115",LOGOUT,false,Aarav Petrov Travel,JAO 114 GP,JAO 114 GP,3,25.19,21,"1,781,104,560","1,781,106,900","1,781,103,618","1,781,109,652",NODELAY,0,MANUAL,Petrol,false,false,NA,1,2,0
vanta-Sea,Denver Office,CAB,"June 10, 2026",21:16,"4,933,469",LOGOUT,false,Aarav Petrov Travel,QXS 102 GP,QXS 102 GP,5,8.98,8.8,"1,781,127,060","1,781,127,840","1,781,126,064","1,781,128,459",NODELAY,0,AUTO,Petrol,false,false,NA,4,3,1
vanta-Sea,Denver Office,CAB,"June 11, 2026",06:00,"4,934,285",LOGIN,false,Priya Mikhailov Travel,RLM 414 GP,RLM 414 GP,3,7.06,10.4,"1,781,155,740","1,781,156,700","1,781,155,839","1,781,156,677",NODELAY,0,AUTO,Petrol,false,false,HOME,1,1,0
vanta-Sea,Denver Office,CAB,"June 16, 2026",00:16,"4,949,078",LOGOUT,false,Priya Mikhailov Travel,DHK 658 GP,DHK 658 GP,5,15.93,15.6,"1,781,569,860","1,781,571,000","1,781,569,109","1,781,571,218",NODELAY,0,AUTO,Petrol,false,false,NA,1,1,0
vanta-Sea,Denver Office,BUS,"June 12, 2026",14:00,"4,939,662",LOGIN,false,Priya Mikhailov Travel,RKQ 133 GP,RKQ 133 GP,5,14.99,12,"1,781,270,160","1,781,271,900","1,781,268,386","1,781,272,259",NODELAY,0,MANUAL,Petrol,false,false,NA,1,1,0
pinnacle-Slc,Clearwater Campus,CAB,"May 13, 2026",15:00,"3,100,550",LOGOUT,false,Amit Volkov Travel,PHP 478 GP,PHP 478 GP,3,9.81,7.8,"1,778,684,400","1,778,686,500","1,778,684,629","1,778,686,221",NODELAY,0,AUTO,Diesel,false,false,HOME,3,3,0
pinnacle-Slc,Clearwater Campus,CAB,"May 14, 2026",15:30,"3,107,025",LOGOUT,false,Rohan Mikhailov Travel,HZD 616 GP,HZD 616 GP,3,6.09,6.9,"1,778,772,600","1,778,774,160","1,778,771,985","1,778,773,390",NODELAY,0,AUTO,Diesel,false,false,NA,2,1,0
pinnacle-Slc,Clearwater Campus,CAB,"May 15, 2026",16:30,"3,112,472",LOGOUT,false,Rahul Mikhailov Travel,OZX 642 GP,OZX 642 GP,3,2.06,2.8,"1,778,862,600","1,778,863,020","1,778,862,874","1,778,863,634",NODELAY,0,AUTO,Diesel,false,false,NA,3,2,0
pinnacle-Slc,Clearwater Campus,CAB,"May 14, 2026",14:30,"3,107,253",LOGOUT,false,Arjun Mikhailov Travel,QNW 426 GP,QNW 426 GP,3,9.46,9.79,"1,778,769,000","1,778,770,260","1,778,769,147","1,778,771,486",NODELAY,0,AUTO,Diesel,false,false,NA,3,2,0
pinnacle-Slc,Clearwater Campus,CAB,"May 11, 2026",08:30,"3,087,935",LOGIN,false,Rohan Mikhailov Travel,COW 962 GP,COW 962 GP,3,12.65,13.1,"1,778,484,900","1,778,487,900","1,778,485,070","1,778,487,817",NODELAY,0,AUTO,Diesel,false,false,HOME,3,3,0
pinnacle-Slc,Willow Bend Campus,CAB,"May 14, 2026",14:30,"3,105,356",LOGOUT,false,Divya Mikhailov Travel,SEQ 893 GP,SEQ 893 GP,5,12.62,12.21,"1,778,769,000","1,778,770,620","1,778,769,532","1,778,771,818",NODELAY,0,AUTO,Diesel,false,false,NA,3,3,0
pinnacle-Slc,Oakmont Office,CAB,"May 13, 2026",21:30,"3,099,440",LOGOUT,true,Aarav Mikhailov Travel,ZNI 210 GP,ZNI 210 GP,3,10.14,9.9,"1,778,707,800","1,778,709,780","1,778,708,374","1,778,710,651",NODELAY,0,AUTO,Diesel,false,false,HOME,2,2,0
pinnacle-Slc,Clearwater Campus,CAB,"May 14, 2026",15:00,"3,106,566",LOGOUT,false,Rahul Mikhailov Travel,CUF 884 GP,CUF 884 GP,3,17.29,24.5,"1,778,770,800","1,778,774,160","1,778,770,967","1,778,774,526",NODELAY,0,AUTO,Diesel,false,false,NA,2,2,0
pinnacle-Slc,Willow Bend Campus,CAB,"May 20, 2026",15:30,"3,131,673",LOGOUT,false,Aarav Mikhailov Travel,APT 743 GP,APT 743 GP,3,11.32,10.3,"1,779,291,000","1,779,292,200","1,779,291,153","1,779,293,940",NODELAY,0,AUTO,Diesel,false,false,HOME,3,3,0
pinnacle-Slc,Clearwater Campus,CAB,"May 22, 2026",09:30,"3,142,050",LOGIN,false,Aarav Mikhailov Travel,KLA 221 GP,KLA 221 GP,3,14.77,15.67,"1,779,438,720","1,779,441,900","1,779,438,875","1,779,442,903",NODELAY,0,AUTO,Diesel,false,false,HOME,2,1,0
pinnacle-Slc,Clearwater Campus,CAB,"May 22, 2026",14:30,"3,146,208",LOGOUT,false,Rohan Mikhailov Travel,NYG 302 GP,NYG 302 GP,3,13.6,11.62,"1,779,460,200","1,779,461,580","1,779,460,592","1,779,463,086",NODELAY,0,AUTO,Diesel,false,false,NA,3,2,0
pinnacle-Slc,Clearwater Campus,CAB,"May 19, 2026",09:00,"3,123,194",LOGIN,false,Sanjay Mikhailov Travel,YMK 719 GP,YMK 719 GP,3,8.7,8.1,"1,779,178,680","1,779,180,900","1,779,179,067","1,779,181,222",NODELAY,0,AUTO,Diesel,false,false,HOME,2,2,0
pinnacle-Slc,Oakmont Office,CAB,"May 20, 2026",02:00,"3,131,167",LOGOUT,true,Divya Mikhailov Travel,NYF 932 GP,NYF 932 GP,3,7.09,5,"1,779,242,400","1,779,243,360","1,779,242,540","1,779,243,405",NODELAY,0,AUTO,Diesel,false,false,HOME,2,2,0
pinnacle-Slc,Willow Bend Campus,CAB,"May 18, 2026",14:30,"3,119,121",LOGOUT,false,Rahul Mikhailov Travel,GMV 596 GP,GMV 596 GP,3,17.77,15.68,"1,779,114,600","1,779,117,000","1,779,114,635","1,779,116,857",NODELAY,0,AUTO,Diesel,false,false,HOME,1,1,0
catalyst-Sac,Santa Clara Office,CAB,"July 3, 2026",07:00,"1,521,141",LOGIN,true,Divya Mikhailov Travel,REX 531 GP,REX 531 GP,4,17.56,17.6,"1,783,057,440","1,783,060,200","1,783,056,301","1,783,059,824",NODELAY,0,AUTO,Petrol,false,false,NA,3,4,0
catalyst-Sac,Crestwood Campus,CAB,"July 7, 2026",21:30,"1,525,644",LOGOUT,false,Rohan Mikhailov Travel,MOQ 870 GP,MOQ 870 GP,4,23.63,23.8,"1,783,460,700","1,783,465,080","1,783,460,722","1,783,464,086",NODELAY,0,AUTO,Petrol,false,false,HOME,2,2,0
orbit-Slc,Lakeside Commons,CAB,"July 1, 2026",22:00,"1,311,104",LOGOUT,true,Rahul Mikhailov Travel,JAU 713 GP,JAU 713 GP,3,39,38.63,"1,782,944,100","1,782,950,880","1,782,944,289","1,782,949,431",NODELAY,0,AUTO,Diesel,false,false,HOME,2,3,0
vanta-Sea,Denver Office,CAB,"July 1, 2026",19:16,"5,004,762",LOGOUT,true,Aarav Petrov Travel,HGJ 350 GP,HGJ 350 GP,12,9.17,8.9,"1,782,934,260","1,782,935,160","1,782,933,076","1,782,936,223",NODELAY,0,AUTO,Petrol,false,false,HOME,4,5,0
catalyst-Sac,Santa Clara Office,CAB,"July 14, 2026",20:30,"1,535,575",LOGOUT,true,Rohan Mikhailov Travel,MQR 030 GP,MQR 030 GP,6,24.12,24.1,"1,784,061,900","1,784,063,100","1,784,062,057","1,784,070,512",NODELAY,0,AUTO,Petrol,false,false,HOME,5,6,0
vanta-Sea,Denver Office,CAB,"July 1, 2026",20:16,"5,005,097",LOGOUT,true,Aarav Mikhailov Travel,FYD 164 GP,FYD 164 GP,3,38.35,37.1,"1,782,937,860","1,782,942,240","1,782,936,723","1,782,943,997",NODELAY,0,AUTO,Petrol,false,false,HOME,2,3,0
