site_id,shift_band,date,corridor_congestion_index,avg_speed_kmph,source
Fairview Commons,EVENING,2026-07-15,10.3,51.7,SYNTHETIC
Fairview Commons,EVENING,2026-07-16,18.6,46.0,SYNTHETIC
Fairview Commons,EVENING,2026-07-17,17.1,53.2,SYNTHETIC
Fairview Commons,EVENING,2026-07-20,4.6,56.4,SYNTHETIC
Fairview Commons,EVENING,2026-07-21,11.2,51.8,SYNTHETIC
Fairview Commons,EVENING,2026-07-22,0.0,53.8,SYNTHETIC
Fairview Commons,EVENING,2026-07-23,19.5,47.9,SYNTHETIC
Fairview Commons,EVENING,2026-07-24,21.1,44.2,SYNTHETIC
Fairview Commons,EVENING,2026-07-27,10.7,50.4,SYNTHETIC
Fairview Commons,EVENING,2026-07-28,14.5,45.3,SYNTHETIC
Fairview Commons,EVENING,2026-07-29,11.2,49.5,SYNTHETIC
Fairview Commons,EVENING,2026-07-30,11.1,56.5,SYNTHETIC
Fairview Commons,EVENING,2026-07-31,3.6,51.0,SYNTHETIC
Fairview Commons,NIGHT,2026-05-01,15.1,46.3,SYNTHETIC
Fairview Commons,NIGHT,2026-05-02,15.8,44.2,SYNTHETIC
Fairview Commons,NIGHT,2026-05-04,3.2,46.1,SYNTHETIC
Fairview Commons,NIGHT,2026-05-05,8.5,49.6,SYNTHETIC
Fairview Commons,NIGHT,2026-05-06,21.1,45.3,SYNTHETIC
Fairview Commons,NIGHT,2026-05-07,3.6,52.7,SYNTHETIC
Fairview Commons,NIGHT,2026-05-08,8.8,50.7,SYNTHETIC
Fairview Commons,NIGHT,2026-05-09,5.5,52.6,SYNTHETIC
Fairview Commons,NIGHT,2026-05-11,12.2,49.7,SYNTHETIC
Fairview Commons,NIGHT,2026-05-12,22.4,43.0,SYNTHETIC
Fairview Commons,NIGHT,2026-05-13,15.7,48.8,SYNTHETIC
Fairview Commons,NIGHT,2026-05-14,6.3,55.4,SYNTHETIC
Fairview Commons,NIGHT,2026-05-15,8.9,53.9,SYNTHETIC
Fairview Commons,NIGHT,2026-05-16,17.4,45.3,SYNTHETIC
Fairview Commons,NIGHT,2026-05-18,9.9,51.9,SYNTHETIC
Fairview Commons,NIGHT,2026-05-19,15.9,52.2,SYNTHETIC
Fairview Commons,NIGHT,2026-05-20,6.9,50.1,SYNTHETIC
Fairview Commons,NIGHT,2026-05-21,15.2,52.4,SYNTHETIC
Fairview Commons,NIGHT,2026-05-22,8.1,53.2,SYNTHETIC
Fairview Commons,NIGHT,2026-05-23,19.0,52.2,SYNTHETIC
Fairview Commons,NIGHT,2026-05-25,6.2,53.8,SYNTHETIC
Fairview Commons,NIGHT,2026-05-26,16.2,43.0,SYNTHETIC
Fairview Commons,NIGHT,2026-05-27,8.4,45.1,SYNTHETIC
Fairview Commons,NIGHT,2026-05-28,8.8,49.4,SYNTHETIC
Fairview Commons,NIGHT,2026-05-29,12.9,52.3,SYNTHETIC
Fairview Commons,NIGHT,2026-05-30,21.8,47.9,SYNTHETIC
Fairview Commons,NIGHT,2026-06-01,11.1,47.8,SYNTHETIC
Fairview Commons,NIGHT,2026-06-02,18.6,47.6,SYNTHETIC
Fairview Commons,NIGHT,2026-06-03,21.1,43.6,SYNTHETIC
Fairview Commons,NIGHT,2026-06-04,14.7,51.0,SYNTHETIC
Fairview Commons,NIGHT,2026-06-05,16.9,43.4,SYNTHETIC
Fairview Commons,NIGHT,2026-06-06,1.5,50.7,SYNTHETIC
Fairview Commons,NIGHT,2026-06-08,9.7,48.9,SYNTHETIC
Fairview Commons,NIGHT,2026-06-09,16.4,50.5,SYNTHETIC
Fairview Commons,NIGHT,2026-06-10,10.8,49.4,SYNTHETIC
Fairview Commons,NIGHT,2026-06-11,3.6,48.6,SYNTHETIC
Fairview Commons,NIGHT,2026-06-12,6.8,55.1,SYNTHETIC
Fairview Commons,NIGHT,2026-06-13,11.3,49.1,SYNTHETIC
Fairview Commons,NIGHT,2026-06-15,6.5,48.1,SYNTHETIC
Fairview Commons,NIGHT,2026-06-16,8.1,55.3,SYNTHETIC
Fairview Commons,NIGHT,2026-06-17,17.4,46.2,SYNTHETIC
Fairview Commons,NIGHT,2026-06-18,7.7,51.4,SYNTHETIC
Fairview Commons,NIGHT,2026-06-19,7.8,53.1,SYNTHETIC
Fairview Commons,NIGHT,2026-06-20,4.1,54.0,SYNTHETIC
Fairview Commons,NIGHT,2026-06-22,11.3,51.2,SYNTHETIC
Fairview Commons,NIGHT,2026-06-23,9.5,48.9,SYNTHETIC
Fairview Commons,NIGHT,2026-06-24,3.8,53.1,SYNTHETIC
Fairview Commons,NIGHT,2026-06-25,0.1,54.3,SYNTHETIC
Fairview Commons,NIGHT,2026-06-26,7.3,55.8,SYNTHETIC
Fairview Commons,NIGHT,2026-06-27,5.7,52.6,SYNTHETIC
Fairview Commons,NIGHT,2026-06-28,8.2,53.8,SYNTHETIC
Fairview Commons,NIGHT,2026-06-29,13.2,51.1,SYNTHETIC
Fairview Commons,NIGHT,2026-06-30,3.3,52.3,SYNTHETIC
Fairview Commons,NIGHT,2026-07-01,13.1,49.3,SYNTHETIC
Fairview Commons,NIGHT,2026-07-02,13.6,49.6,SYNTHETIC
Fairview Commons,NIGHT,2026-07-03,12.9,42.5,SYNTHETIC
Fairview Commons,NIGHT,2026-07-04,9.2,47.7,SYNTHETIC
Fairview Commons,NIGHT,2026-07-05,19.2,51.0,SYNTHETIC
Fairview Commons,NIGHT,2026-07-06,12.4,47.7,SYNTHETIC
Fairview Commons,NIGHT,2026-07-07,16.0,44.9,SYNTHETIC
Fairview Commons,NIGHT,2026-07-08,14.0,47.2,SYNTHETIC
Fairview Commons,NIGHT,2026-07-09,13.1,54.0,SYNTHETIC
Fairview Commons,NIGHT,2026-07-10,15.2,48.4,SYNTHETIC
Fairview Commons,NIGHT,2026-07-11,12.6,53.7,SYNTHETIC
Fairview Commons,NIGHT,2026-07-12,11.5,50.5,SYNTHETIC
Fairview Commons,NIGHT,2026-07-13,11.5,56.0,SYNTHETIC
Fairview Commons,NIGHT,2026-07-14,10.5,49.8,SYNTHETIC
Fairview Commons,NIGHT,2026-07-15,1.1,52.2,SYNTHETIC
Fairview Commons,NIGHT,2026-07-16,12.8,53.9,SYNTHETIC
Fairview Commons,NIGHT,2026-07-17,21.5,47.2,SYNTHETIC
Fairview Commons,NIGHT,2026-07-18,8.1,52.4,SYNTHETIC
Fairview Commons,NIGHT,2026-07-19,3.0,55.3,SYNTHETIC
Fairview Commons,NIGHT,2026-07-20,16.4,47.8,SYNTHETIC
Fairview Commons,NIGHT,2026-07-21,3.8,57.0,SYNTHETIC
Fairview Commons,NIGHT,2026-07-22,13.7,47.6,SYNTHETIC
Fairview Commons,NIGHT,2026-07-23,3.2,43.8,SYNTHETIC
Fairview Commons,NIGHT,2026-07-24,12.5,53.3,SYNTHETIC
Fairview Commons,NIGHT,2026-07-25,7.9,45.7,SYNTHETIC
Fairview Commons,NIGHT,2026-07-26,14.3,52.4,SYNTHETIC
Fairview Commons,NIGHT,2026-07-27,11.7,55.9,SYNTHETIC
Fairview Commons,NIGHT,2026-07-28,19.1,49.9,SYNTHETIC
Fairview Commons,NIGHT,2026-07-29,11.2,54.0,SYNTHETIC
Fairview Commons,NIGHT,2026-07-30,19.6,42.5,SYNTHETIC
Fairview Commons,NIGHT,2026-07-31,9.1,45.9,SYNTHETIC
Kirkland Center,DAY,2026-05-12,78.6,16.7,SYNTHETIC
Kirkland Center,DAY,2026-07-15,5.3,52.2,SYNTHETIC
Kirkland Center,EVENING,2026-05-26,6.6,51.2,SYNTHETIC
Kirkland Center,EVENING,2026-06-03,13.2,55.9,SYNTHETIC
Lakeside Commons,DAY,2026-05-01,8.7,50.4,SYNTHETIC
Lakeside Commons,DAY,2026-05-04,4.7,57.1,SYNTHETIC
Lakeside Commons,DAY,2026-05-05,9.9,50.5,SYNTHETIC
Lakeside Commons,DAY,2026-05-06,25.1,42.5,SYNTHETIC
Lakeside Commons,DAY,2026-05-07,11.8,51.7,SYNTHETIC
Lakeside Commons,DAY,2026-05-08,25.8,43.1,SYNTHETIC
Lakeside Commons,DAY,2026-05-11,20.1,46.6,SYNTHETIC
Lakeside Commons,DAY,2026-05-12,13.8,48.6,SYNTHETIC
Lakeside Commons,DAY,2026-05-13,9.1,47.6,SYNTHETIC
Lakeside Commons,DAY,2026-05-14,11.2,46.7,SYNTHETIC
Lakeside Commons,DAY,2026-05-15,5.0,55.4,SYNTHETIC
Lakeside Commons,DAY,2026-05-18,17.5,50.0,SYNTHETIC
Lakeside Commons,DAY,2026-05-19,23.5,41.2,SYNTHETIC
Lakeside Commons,DAY,2026-05-20,14.7,50.2,SYNTHETIC
Lakeside Commons,DAY,2026-05-21,16.9,48.1,SYNTHETIC
Lakeside Commons,DAY,2026-05-22,18.1,50.1,SYNTHETIC
Lakeside Commons,DAY,2026-05-23,12.7,49.6,SYNTHETIC
Lakeside Commons,DAY,2026-05-25,15.8,54.8,SYNTHETIC
Lakeside Commons,DAY,2026-05-26,23.3,44.6,SYNTHETIC
Lakeside Commons,DAY,2026-05-27,13.7,49.6,SYNTHETIC
Lakeside Commons,DAY,2026-05-28,16.1,45.2,SYNTHETIC
Lakeside Commons,DAY,2026-05-29,10.6,53.1,SYNTHETIC
Lakeside Commons,DAY,2026-06-01,8.8,50.1,SYNTHETIC
Lakeside Commons,DAY,2026-06-02,25.0,52.1,SYNTHETIC
Lakeside Commons,DAY,2026-06-03,23.2,50.2,SYNTHETIC
Lakeside Commons,DAY,2026-06-04,31.7,41.4,SYNTHETIC
Lakeside Commons,DAY,2026-06-05,21.2,49.2,SYNTHETIC
Lakeside Commons,DAY,2026-06-08,31.9,41.0,SYNTHETIC
Lakeside Commons,DAY,2026-06-09,25.7,40.3,SYNTHETIC
Lakeside Commons,DAY,2026-06-10,10.3,51.3,SYNTHETIC
Lakeside Commons,DAY,2026-06-11,26.5,47.7,SYNTHETIC
Lakeside Commons,DAY,2026-06-12,1.3,55.4,SYNTHETIC
Lakeside Commons,DAY,2026-06-15,18.4,45.8,SYNTHETIC
Lakeside Commons,DAY,2026-06-16,22.6,44.2,SYNTHETIC
Lakeside Commons,DAY,2026-06-17,6.8,54.4,SYNTHETIC
Lakeside Commons,DAY,2026-06-18,19.0,44.0,SYNTHETIC
Lakeside Commons,DAY,2026-06-19,4.5,52.4,SYNTHETIC
Lakeside Commons,DAY,2026-06-22,19.1,42.4,SYNTHETIC
Lakeside Commons,DAY,2026-06-23,19.4,48.7,SYNTHETIC
Lakeside Commons,DAY,2026-06-24,21.7,44.4,SYNTHETIC
Lakeside Commons,DAY,2026-06-25,5.4,49.6,SYNTHETIC
Lakeside Commons,DAY,2026-06-26,21.9,43.0,SYNTHETIC
Lakeside Commons,DAY,2026-06-29,14.3,53.5,SYNTHETIC
Lakeside Commons,DAY,2026-06-30,14.3,47.5,SYNTHETIC
Lakeside Commons,DAY,2026-07-01,37.6,35.3,SYNTHETIC
Lakeside Commons,DAY,2026-07-02,9.8,52.5,SYNTHETIC
Lakeside Commons,DAY,2026-07-03,14.8,50.8,SYNTHETIC
Lakeside Commons,DAY,2026-07-06,26.0,40.9,SYNTHETIC
Lakeside Commons,DAY,2026-07-07,21.3,41.0,SYNTHETIC
Lakeside Commons,DAY,2026-07-08,26.8,46.3,SYNTHETIC
Lakeside Commons,DAY,2026-07-09,7.4,48.7,SYNTHETIC
Lakeside Commons,DAY,2026-07-10,14.3,51.5,SYNTHETIC
Lakeside Commons,DAY,2026-07-13,19.0,43.8,SYNTHETIC
Lakeside Commons,DAY,2026-07-14,18.8,49.3,SYNTHETIC
Lakeside Commons,DAY,2026-07-15,8.1,48.5,SYNTHETIC
Lakeside Commons,DAY,2026-07-16,18.5,46.8,SYNTHETIC
Lakeside Commons,DAY,2026-07-17,11.0,51.1,SYNTHETIC
Lakeside Commons,DAY,2026-07-20,15.4,45.9,SYNTHETIC
Lakeside Commons,DAY,2026-07-21,28.5,45.0,SYNTHETIC
Lakeside Commons,DAY,2026-07-22,22.7,37.6,SYNTHETIC
Lakeside Commons,DAY,2026-07-23,11.8,52.1,SYNTHETIC
Lakeside Commons,DAY,2026-07-24,10.5,50.8,SYNTHETIC
Lakeside Commons,DAY,2026-07-27,3.7,55.5,SYNTHETIC
Lakeside Commons,DAY,2026-07-28,13.5,48.1,SYNTHETIC
Lakeside Commons,DAY,2026-07-29,11.2,51.0,SYNTHETIC
Lakeside Commons,DAY,2026-07-30,25.8,48.2,SYNTHETIC
Lakeside Commons,DAY,2026-07-31,7.5,47.1,SYNTHETIC
Lakeside Commons,EARLY,2026-05-01,4.9,48.1,SYNTHETIC
Lakeside Commons,EARLY,2026-05-02,17.7,45.6,SYNTHETIC
Lakeside Commons,EARLY,2026-05-04,17.4,47.1,SYNTHETIC
Lakeside Commons,EARLY,2026-05-05,16.4,49.6,SYNTHETIC
Lakeside Commons,EARLY,2026-05-06,12.4,49.8,SYNTHETIC
Lakeside Commons,EARLY,2026-05-07,11.3,45.5,SYNTHETIC
Lakeside Commons,EARLY,2026-05-08,18.4,43.7,SYNTHETIC
Lakeside Commons,EARLY,2026-05-09,0.0,62.4,SYNTHETIC
Lakeside Commons,EARLY,2026-05-11,9.3,46.9,SYNTHETIC
Lakeside Commons,EARLY,2026-05-12,16.6,46.4,SYNTHETIC
Lakeside Commons,EARLY,2026-05-13,11.3,50.0,SYNTHETIC
Lakeside Commons,EARLY,2026-05-14,18.6,50.8,SYNTHETIC
Lakeside Commons,EARLY,2026-05-15,18.2,46.7,SYNTHETIC
Lakeside Commons,EARLY,2026-05-16,19.3,47.3,SYNTHETIC
Lakeside Commons,EARLY,2026-05-18,11.2,51.8,SYNTHETIC
Lakeside Commons,EARLY,2026-05-19,13.9,48.3,SYNTHETIC
Lakeside Commons,EARLY,2026-05-20,16.8,50.3,SYNTHETIC
Lakeside Commons,EARLY,2026-05-21,21.3,48.1,SYNTHETIC
Lakeside Commons,EARLY,2026-05-22,13.5,53.1,SYNTHETIC
Lakeside Commons,EARLY,2026-05-25,17.1,48.7,SYNTHETIC
Lakeside Commons,EARLY,2026-05-26,0.8,55.8,SYNTHETIC
Lakeside Commons,EARLY,2026-05-27,7.6,50.9,SYNTHETIC
Lakeside Commons,EARLY,2026-05-28,14.1,48.9,SYNTHETIC
Lakeside Commons,EARLY,2026-05-29,10.5,50.9,SYNTHETIC
Lakeside Commons,EARLY,2026-05-30,15.2,50.4,SYNTHETIC
Lakeside Commons,EARLY,2026-06-01,19.0,44.3,SYNTHETIC
Lakeside Commons,EARLY,2026-06-02,12.3,51.8,SYNTHETIC
Lakeside Commons,EARLY,2026-06-03,8.7,55.9,SYNTHETIC
Lakeside Commons,EARLY,2026-06-04,15.8,48.8,SYNTHETIC
Lakeside Commons,EARLY,2026-06-05,15.7,46.9,SYNTHETIC
Lakeside Commons,EARLY,2026-06-06,16.2,51.7,SYNTHETIC
Lakeside Commons,EARLY,2026-06-08,9.9,54.1,SYNTHETIC
Lakeside Commons,EARLY,2026-06-09,8.2,55.8,SYNTHETIC
Lakeside Commons,EARLY,2026-06-10,12.4,47.3,SYNTHETIC
Lakeside Commons,EARLY,2026-06-11,13.2,49.6,SYNTHETIC
Lakeside Commons,EARLY,2026-06-12,7.2,51.7,SYNTHETIC
Lakeside Commons,EARLY,2026-06-13,19.8,42.3,SYNTHETIC
Lakeside Commons,EARLY,2026-06-15,21.6,43.8,SYNTHETIC
Lakeside Commons,EARLY,2026-06-16,14.3,49.6,SYNTHETIC
Lakeside Commons,EARLY,2026-06-17,19.8,39.9,SYNTHETIC
Lakeside Commons,EARLY,2026-06-18,10.1,47.7,SYNTHETIC
Lakeside Commons,EARLY,2026-06-19,20.4,48.0,SYNTHETIC
Lakeside Commons,EARLY,2026-06-22,8.4,52.5,SYNTHETIC
Lakeside Commons,EARLY,2026-06-23,14.0,46.9,SYNTHETIC
Lakeside Commons,EARLY,2026-06-24,18.3,46.3,SYNTHETIC
Lakeside Commons,EARLY,2026-06-25,11.6,52.8,SYNTHETIC
Lakeside Commons,EARLY,2026-06-26,20.9,45.3,SYNTHETIC
Lakeside Commons,EARLY,2026-06-27,20.2,48.1,SYNTHETIC
Lakeside Commons,EARLY,2026-06-29,0.0,49.5,SYNTHETIC
Lakeside Commons,EARLY,2026-06-30,17.8,44.1,SYNTHETIC
Lakeside Commons,EARLY,2026-07-01,8.4,51.9,SYNTHETIC
Lakeside Commons,EARLY,2026-07-02,4.5,52.5,SYNTHETIC
Lakeside Commons,EARLY,2026-07-03,19.0,46.5,SYNTHETIC
Lakeside Commons,EARLY,2026-07-06,9.3,51.7,SYNTHETIC
Lakeside Commons,EARLY,2026-07-07,13.5,50.6,SYNTHETIC
Lakeside Commons,EARLY,2026-07-08,5.3,51.4,SYNTHETIC
Lakeside Commons,EARLY,2026-07-09,17.8,51.9,SYNTHETIC
Lakeside Commons,EARLY,2026-07-10,8.8,48.6,SYNTHETIC
Lakeside Commons,EARLY,2026-07-11,9.5,51.4,SYNTHETIC
Lakeside Commons,EARLY,2026-07-13,14.1,48.6,SYNTHETIC
Lakeside Commons,EARLY,2026-07-14,6.9,56.3,SYNTHETIC
Lakeside Commons,EARLY,2026-07-15,17.2,49.2,SYNTHETIC
Lakeside Commons,EARLY,2026-07-16,20.4,49.8,SYNTHETIC
Lakeside Commons,EARLY,2026-07-17,7.6,48.0,SYNTHETIC
Lakeside Commons,EARLY,2026-07-18,9.8,49.1,SYNTHETIC
Lakeside Commons,EARLY,2026-07-20,1.2,59.1,SYNTHETIC
Lakeside Commons,EARLY,2026-07-21,10.6,48.3,SYNTHETIC
Lakeside Commons,EARLY,2026-07-22,10.2,49.1,SYNTHETIC
Lakeside Commons,EARLY,2026-07-23,0.0,56.6,SYNTHETIC
Lakeside Commons,EARLY,2026-07-24,11.6,55.1,SYNTHETIC
Lakeside Commons,EARLY,2026-07-25,21.4,48.7,SYNTHETIC
Lakeside Commons,EARLY,2026-07-27,15.1,42.4,SYNTHETIC
Lakeside Commons,EARLY,2026-07-28,8.3,47.8,SYNTHETIC
Lakeside Commons,EARLY,2026-07-29,7.4,53.1,SYNTHETIC
Lakeside Commons,EARLY,2026-07-30,0.0,58.3,SYNTHETIC
Lakeside Commons,EARLY,2026-07-31,7.8,51.6,SYNTHETIC
Lakeside Commons,EVENING,2026-05-01,8.2,53.3,SYNTHETIC
Lakeside Commons,EVENING,2026-05-04,15.0,47.9,SYNTHETIC
Lakeside Commons,EVENING,2026-05-05,18.8,47.3,SYNTHETIC
Lakeside Commons,EVENING,2026-05-06,24.8,39.2,SYNTHETIC
Lakeside Commons,EVENING,2026-05-07,13.7,55.7,SYNTHETIC
Lakeside Commons,EVENING,2026-05-08,14.9,47.6,SYNTHETIC
Lakeside Commons,EVENING,2026-05-11,11.4,43.6,SYNTHETIC
Lakeside Commons,EVENING,2026-05-12,15.9,49.0,SYNTHETIC
Lakeside Commons,EVENING,2026-05-13,6.8,56.5,SYNTHETIC
Lakeside Commons,EVENING,2026-05-14,6.1,59.9,SYNTHETIC
Lakeside Commons,EVENING,2026-05-15,11.9,54.8,SYNTHETIC
Lakeside Commons,EVENING,2026-05-18,13.8,47.2,SYNTHETIC
Lakeside Commons,EVENING,2026-05-19,21.3,47.9,SYNTHETIC
Lakeside Commons,EVENING,2026-05-20,15.9,49.0,SYNTHETIC
Lakeside Commons,EVENING,2026-05-21,10.1,52.7,SYNTHETIC
Lakeside Commons,EVENING,2026-05-22,11.2,48.9,SYNTHETIC
Lakeside Commons,EVENING,2026-05-25,16.0,46.7,SYNTHETIC
Lakeside Commons,EVENING,2026-05-26,16.0,47.7,SYNTHETIC
Lakeside Commons,EVENING,2026-05-27,6.9,46.2,SYNTHETIC
Lakeside Commons,EVENING,2026-05-28,14.7,46.4,SYNTHETIC
Lakeside Commons,EVENING,2026-05-29,5.4,56.6,SYNTHETIC
Lakeside Commons,EVENING,2026-06-01,9.2,54.0,SYNTHETIC
Lakeside Commons,EVENING,2026-06-02,24.6,47.5,SYNTHETIC
Lakeside Commons,EVENING,2026-06-03,19.9,47.3,SYNTHETIC
Lakeside Commons,EVENING,2026-06-04,22.7,43.4,SYNTHETIC
Lakeside Commons,EVENING,2026-06-05,10.0,50.7,SYNTHETIC
Lakeside Commons,EVENING,2026-06-08,8.7,50.7,SYNTHETIC
Lakeside Commons,EVENING,2026-06-09,11.3,49.4,SYNTHETIC
Lakeside Commons,EVENING,2026-06-10,24.3,47.8,SYNTHETIC
Lakeside Commons,EVENING,2026-06-11,2.5,54.2,SYNTHETIC
Lakeside Commons,EVENING,2026-06-12,17.9,49.1,SYNTHETIC
Lakeside Commons,EVENING,2026-06-15,16.5,49.7,SYNTHETIC
Lakeside Commons,EVENING,2026-06-16,16.4,48.4,SYNTHETIC
Lakeside Commons,EVENING,2026-06-17,12.4,51.1,SYNTHETIC
Lakeside Commons,EVENING,2026-06-18,20.3,45.0,SYNTHETIC
Lakeside Commons,EVENING,2026-06-19,8.0,57.9,SYNTHETIC
Lakeside Commons,EVENING,2026-06-22,0.0,53.6,SYNTHETIC
Lakeside Commons,EVENING,2026-06-23,18.2,44.6,SYNTHETIC
Lakeside Commons,EVENING,2026-06-24,13.4,48.9,SYNTHETIC
Lakeside Commons,EVENING,2026-06-25,8.4,49.6,SYNTHETIC
Lakeside Commons,EVENING,2026-06-26,15.8,51.9,SYNTHETIC
Lakeside Commons,EVENING,2026-06-29,16.6,48.2,SYNTHETIC
Lakeside Commons,EVENING,2026-06-30,15.4,45.8,SYNTHETIC
Lakeside Commons,EVENING,2026-07-01,11.2,49.0,SYNTHETIC
Lakeside Commons,EVENING,2026-07-02,12.8,50.7,SYNTHETIC
Lakeside Commons,EVENING,2026-07-03,9.5,54.3,SYNTHETIC
Lakeside Commons,EVENING,2026-07-06,9.1,49.3,SYNTHETIC
Lakeside Commons,EVENING,2026-07-07,24.3,42.6,SYNTHETIC
Lakeside Commons,EVENING,2026-07-08,6.1,51.7,SYNTHETIC
Lakeside Commons,EVENING,2026-07-09,23.2,44.4,SYNTHETIC
Lakeside Commons,EVENING,2026-07-10,7.2,52.8,SYNTHETIC
Lakeside Commons,EVENING,2026-07-13,4.6,48.0,SYNTHETIC
Lakeside Commons,EVENING,2026-07-14,14.4,48.4,SYNTHETIC
Lakeside Commons,EVENING,2026-07-15,21.3,46.1,SYNTHETIC
Lakeside Commons,EVENING,2026-07-16,12.9,47.6,SYNTHETIC
Lakeside Commons,EVENING,2026-07-17,1.2,56.2,SYNTHETIC
Lakeside Commons,EVENING,2026-07-20,12.2,49.7,SYNTHETIC
Lakeside Commons,EVENING,2026-07-21,2.9,53.4,SYNTHETIC
Lakeside Commons,EVENING,2026-07-22,6.8,56.5,SYNTHETIC
Lakeside Commons,EVENING,2026-07-23,15.8,46.2,SYNTHETIC
Lakeside Commons,EVENING,2026-07-24,10.8,46.2,SYNTHETIC
Lakeside Commons,EVENING,2026-07-27,9.7,44.5,SYNTHETIC
Lakeside Commons,EVENING,2026-07-28,7.2,52.4,SYNTHETIC
Lakeside Commons,EVENING,2026-07-29,16.0,39.6,SYNTHETIC
Lakeside Commons,EVENING,2026-07-30,14.7,51.1,SYNTHETIC
Lakeside Commons,EVENING,2026-07-31,13.0,47.7,SYNTHETIC
Lakeside Commons,NIGHT,2026-05-01,17.7,49.8,SYNTHETIC
Lakeside Commons,NIGHT,2026-05-02,1.2,50.1,SYNTHETIC
Lakeside Commons,NIGHT,2026-05-04,16.3,43.1,SYNTHETIC
Lakeside Commons,NIGHT,2026-05-05,18.4,49.5,SYNTHETIC
Lakeside Commons,NIGHT,2026-05-06,22.6,41.5,SYNTHETIC
Lakeside Commons,NIGHT,2026-05-07,21.1,48.6,SYNTHETIC
Lakeside Commons,NIGHT,2026-05-08,20.2,42.7,SYNTHETIC
Lakeside Commons,NIGHT,2026-05-09,8.5,50.7,SYNTHETIC
Lakeside Commons,NIGHT,2026-05-11,0.7,52.4,SYNTHETIC
Lakeside Commons,NIGHT,2026-05-12,20.2,45.6,SYNTHETIC
Lakeside Commons,NIGHT,2026-05-13,9.0,49.3,SYNTHETIC
Lakeside Commons,NIGHT,2026-05-14,17.3,51.8,SYNTHETIC
Lakeside Commons,NIGHT,2026-05-15,15.2,47.6,SYNTHETIC
Lakeside Commons,NIGHT,2026-05-16,20.8,47.7,SYNTHETIC
Lakeside Commons,NIGHT,2026-05-18,13.3,52.0,SYNTHETIC
Lakeside Commons,NIGHT,2026-05-19,13.5,49.5,SYNTHETIC
Lakeside Commons,NIGHT,2026-05-20,9.1,49.1,SYNTHETIC
Lakeside Commons,NIGHT,2026-05-21,18.2,37.6,SYNTHETIC
Lakeside Commons,NIGHT,2026-05-22,2.6,53.0,SYNTHETIC
Lakeside Commons,NIGHT,2026-05-23,8.2,51.6,SYNTHETIC
Lakeside Commons,NIGHT,2026-05-24,7.8,52.9,SYNTHETIC
Lakeside Commons,NIGHT,2026-05-25,6.1,47.3,SYNTHETIC
Lakeside Commons,NIGHT,2026-05-26,8.1,49.2,SYNTHETIC
Lakeside Commons,NIGHT,2026-05-27,15.6,50.6,SYNTHETIC
Lakeside Commons,NIGHT,2026-05-28,0.0,54.8,SYNTHETIC
Lakeside Commons,NIGHT,2026-05-29,4.3,52.2,SYNTHETIC
Lakeside Commons,NIGHT,2026-05-30,12.7,52.9,SYNTHETIC
Lakeside Commons,NIGHT,2026-06-01,5.3,53.1,SYNTHETIC
Lakeside Commons,NIGHT,2026-06-02,16.5,44.3,SYNTHETIC
Lakeside Commons,NIGHT,2026-06-03,13.9,48.4,SYNTHETIC
Lakeside Commons,NIGHT,2026-06-04,18.9,51.5,SYNTHETIC
Lakeside Commons,NIGHT,2026-06-05,15.8,46.5,SYNTHETIC
Lakeside Commons,NIGHT,2026-06-06,4.9,56.1,SYNTHETIC
Lakeside Commons,NIGHT,2026-06-08,9.6,49.1,SYNTHETIC
Lakeside Commons,NIGHT,2026-06-09,19.8,47.0,SYNTHETIC
Lakeside Commons,NIGHT,2026-06-10,3.7,57.0,SYNTHETIC
Lakeside Commons,NIGHT,2026-06-11,11.9,50.7,SYNTHETIC
Lakeside Commons,NIGHT,2026-06-12,14.5,41.1,SYNTHETIC
Lakeside Commons,NIGHT,2026-06-13,10.0,54.1,SYNTHETIC
Lakeside Commons,NIGHT,2026-06-15,23.9,44.0,SYNTHETIC
Lakeside Commons,NIGHT,2026-06-16,6.8,53.1,SYNTHETIC
Lakeside Commons,NIGHT,2026-06-17,15.5,46.1,SYNTHETIC
Lakeside Commons,NIGHT,2026-06-18,10.6,50.0,SYNTHETIC
Lakeside Commons,NIGHT,2026-06-19,8.6,51.1,SYNTHETIC
Lakeside Commons,NIGHT,2026-06-20,10.8,50.9,SYNTHETIC
Lakeside Commons,NIGHT,2026-06-22,4.9,51.0,SYNTHETIC
Lakeside Commons,NIGHT,2026-06-23,12.4,49.7,SYNTHETIC
Lakeside Commons,NIGHT,2026-06-24,8.2,52.7,SYNTHETIC
Lakeside Commons,NIGHT,2026-06-25,15.6,50.0,SYNTHETIC
Lakeside Commons,NIGHT,2026-06-26,12.5,45.7,SYNTHETIC
Lakeside Commons,NIGHT,2026-06-27,5.9,50.4,SYNTHETIC
Lakeside Commons,NIGHT,2026-06-29,1.5,51.5,SYNTHETIC
Lakeside Commons,NIGHT,2026-06-30,13.3,45.6,SYNTHETIC
Lakeside Commons,NIGHT,2026-07-01,3.0,55.7,SYNTHETIC
Lakeside Commons,NIGHT,2026-07-02,18.6,46.8,SYNTHETIC
Lakeside Commons,NIGHT,2026-07-03,11.7,49.6,SYNTHETIC
Lakeside Commons,NIGHT,2026-07-04,7.4,52.9,SYNTHETIC
Lakeside Commons,NIGHT,2026-07-06,12.0,50.1,SYNTHETIC
